SubjID,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20,bin21,bin22,bin23,bin24
S201,6,10,6,10,6,10,6,10,6,10,6,10,10,6,10,6,10,6,10,6,10,6,10,6
S202,10,6,10,6,10,6,10,6,10,6,10,6,12,4,12,4,12,4,12,4,12,4,12,4
S203,13,3,13,3,13,3,13,3,13,3,13,3,9,7,9,7,9,7,9,7,9,7,9,7
S204,12,4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,12,4,12,4
