value,chindex,chlabel,bini,binlabel,SubjID
-1.155,10,CP1,40,False_Alarms,S145
-3.621,11,Pz,40,False_Alarms,S145
-3.134,12,P3,40,False_Alarms,S145
-4.078,13,P7,40,False_Alarms,S145
-3.454,14,O1,40,False_Alarms,S145
-3.691,15,O2,40,False_Alarms,S145
-8.441,16,P4,40,False_Alarms,S145
-11.361,17,P8,40,False_Alarms,S145
-7.726,18,CP6,40,False_Alarms,S145
-4.175,19,CP2,40,False_Alarms,S145
-1.287,20,CZ,40,False_Alarms,S145
-3.664,21,C4,40,False_Alarms,S145
-3.308,22,T8,40,False_Alarms,S145
-1.928,23,FC6,40,False_Alarms,S145
-1.338,24,FC2,40,False_Alarms,S145
0.372,25,F4,40,False_Alarms,S145
-0.045,26,F8,40,False_Alarms,S145
-0.534,27,FP2,40,False_Alarms,S145
-4.461,1,FP1,41,Old,S145
-3.689,2,Fz,41,Old,S145
-3.081,3,F3,41,Old,S145
-3.525,4,F7,41,Old,S145
-2.124,5,FC5,41,Old,S145
-3.489,6,FC1,41,Old,S145
-2.448,7,C3,41,Old,S145
-2.109,8,T7,41,Old,S145
-2.474,9,CP5,41,Old,S145
-5.502,10,CP1,41,Old,S145
-6.611,11,Pz,41,Old,S145
-4.088,12,P3,41,Old,S145
-1.493,13,P7,41,Old,S145
-0.340,14,O1,41,Old,S145
0.760,15,O2,41,Old,S145
-4.035,16,P4,41,Old,S145
-1.792,17,P8,41,Old,S145
-4.133,18,CP6,41,Old,S145
-6.688,19,CP2,41,Old,S145
-6.065,20,CZ,41,Old,S145
-6.129,21,C4,41,Old,S145
-3.017,22,T8,41,Old,S145
-3.918,23,FC6,41,Old,S145
-4.644,24,FC2,41,Old,S145
-3.564,25,F4,41,Old,S145
-2.812,26,F8,41,Old,S145
-3.905,27,FP2,41,Old,S145
-0.910,1,FP1,42,New,S145
0.832,2,Fz,42,New,S145
-0.816,3,F3,42,New,S145
-1.023,4,F7,42,New,S145
0.616,5,FC5,42,New,S145
1.472,6,FC1,42,New,S145
1.491,7,C3,42,New,S145
-1.073,8,T7,42,New,S145
-2.216,9,CP5,42,New,S145
1.174,10,CP1,42,New,S145
-1.532,11,Pz,42,New,S145
-2.755,12,P3,42,New,S145
-4.103,13,P7,42,New,S145
-3.789,14,O1,42,New,S145
-3.719,15,O2,42,New,S145
-6.526,16,P4,42,New,S145
-10.485,17,P8,42,New,S145
-6.346,18,CP6,42,New,S145
-1.946,19,CP2,42,New,S145
1.565,20,CZ,42,New,S145
-1.838,21,C4,42,New,S145
-2.708,22,T8,42,New,S145
-0.932,23,FC6,42,New,S145
0.961,24,FC2,42,New,S145
1.466,25,F4,42,New,S145
0.684,26,F8,42,New,S145
0.489,27,FP2,42,New,S145
-2.632,1,FP1,43,Correct_Responses,S145
-0.725,2,Fz,43,Correct_Responses,S145
-1.823,3,F3,43,Correct_Responses,S145
-2.642,4,F7,43,Correct_Responses,S145
-0.752,5,FC5,43,Correct_Responses,S145
-0.012,6,FC1,43,Correct_Responses,S145
0.487,7,C3,43,Correct_Responses,S145
-1.570,8,T7,43,Correct_Responses,S145
-2.614,9,CP5,43,Correct_Responses,S145
0.031,10,CP1,43,Correct_Responses,S145
-1.936,11,Pz,43,Correct_Responses,S145
-2.433,12,P3,43,Correct_Responses,S145
-3.358,13,P7,43,Correct_Responses,S145
-2.202,14,O1,43,Correct_Responses,S145
-1.310,15,O2,43,Correct_Responses,S145
-4.109,16,P4,43,Correct_Responses,S145
-5.890,17,P8,43,Correct_Responses,S145
-5.041,18,CP6,43,Correct_Responses,S145
-3.270,19,CP2,43,Correct_Responses,S145
-0.345,20,CZ,43,Correct_Responses,S145
-3.408,21,C4,43,Correct_Responses,S145
-2.789,22,T8,43,Correct_Responses,S145
-2.467,23,FC6,43,Correct_Responses,S145
-0.933,24,FC2,43,Correct_Responses,S145
-0.722,25,F4,43,Correct_Responses,S145
-0.917,26,F8,43,Correct_Responses,S145
-1.560,27,FP2,43,Correct_Responses,S145
-2.739,1,FP1,44,Incorrect_Responses,S145
-2.133,2,Fz,44,Incorrect_Responses,S145
-2.074,3,F3,44,Incorrect_Responses,S145
-1.906,4,F7,44,Incorrect_Responses,S145
-0.756,5,FC5,44,Incorrect_Responses,S145
-2.004,6,FC1,44,Incorrect_Responses,S145
-1.444,7,C3,44,Incorrect_Responses,S145
-1.613,8,T7,44,Incorrect_Responses,S145
-2.076,9,CP5,44,Incorrect_Responses,S145
-4.360,10,CP1,44,Incorrect_Responses,S145
-6.207,11,Pz,44,Incorrect_Responses,S145
-4.410,12,P3,44,Incorrect_Responses,S145
-2.238,13,P7,44,Incorrect_Responses,S145
-1.927,14,O1,44,Incorrect_Responses,S145
-1.650,15,O2,44,Incorrect_Responses,S145
-6.452,16,P4,44,Incorrect_Responses,S145
-6.386,17,P8,44,Incorrect_Responses,S145
-5.438,18,CP6,44,Incorrect_Responses,S145
-5.364,19,CP2,44,Incorrect_Responses,S145
-4.154,20,CZ,44,Incorrect_Responses,S145
-4.560,21,C4,44,Incorrect_Responses,S145
-2.937,22,T8,44,Incorrect_Responses,S145
-2.383,23,FC6,44,Incorrect_Responses,S145
-2.749,24,FC2,44,Incorrect_Responses,S145
-1.375,25,F4,44,Incorrect_Responses,S145
-1.210,26,F8,44,Incorrect_Responses,S145
-1.856,27,FP2,44,Incorrect_Responses,S145
-3.445,1,FP1,45,Hits_Minus_False_Alarms,S145
-3.114,2,Fz,45,Hits_Minus_False_Alarms,S145
-2.014,3,F3,45,Hits_Minus_False_Alarms,S145
-3.236,4,F7,45,Hits_Minus_False_Alarms,S145
-2.736,5,FC5,45,Hits_Minus_False_Alarms,S145
-2.970,6,FC1,45,Hits_Minus_False_Alarms,S145
-2.008,7,C3,45,Hits_Minus_False_Alarms,S145
-0.993,8,T7,45,Hits_Minus_False_Alarms,S145
-0.795,9,CP5,45,Hits_Minus_False_Alarms,S145
-2.286,10,CP1,45,Hits_Minus_False_Alarms,S145
-0.807,11,Pz,45,Hits_Minus_False_Alarms,S145
0.645,12,P3,45,Hits_Minus_False_Alarms,S145
1.491,13,P7,45,Hits_Minus_False_Alarms,S145
3.173,14,O1,45,Hits_Minus_False_Alarms,S145
4.819,15,O2,45,Hits_Minus_False_Alarms,S145
4.834,16,P4,45,Hits_Minus_False_Alarms,S145
9.189,17,P8,45,Hits_Minus_False_Alarms,S145
2.610,18,CP6,45,Hits_Minus_False_Alarms,S145
-2.650,19,CP2,45,Hits_Minus_False_Alarms,S145
-3.821,20,CZ,45,Hits_Minus_False_Alarms,S145
-3.139,21,C4,45,Hits_Minus_False_Alarms,S145
-0.160,22,T8,45,Hits_Minus_False_Alarms,S145
-3.069,23,FC6,45,Hits_Minus_False_Alarms,S145
-3.789,24,FC2,45,Hits_Minus_False_Alarms,S145
-4.377,25,F4,45,Hits_Minus_False_Alarms,S145
-3.203,26,F8,45,Hits_Minus_False_Alarms,S145
-4.097,27,FP2,45,Hits_Minus_False_Alarms,S145
-1.587,1,FP1,46,Hits_Minus_Misses,S145
-0.765,2,Fz,46,Hits_Minus_Misses,S145
-1.454,3,F3,46,Hits_Minus_Misses,S145
-0.960,4,F7,46,Hits_Minus_Misses,S145
-1.139,5,FC5,46,Hits_Minus_Misses,S145
0.089,6,FC1,46,Hits_Minus_Misses,S145
1.028,7,C3,46,Hits_Minus_Misses,S145
-2.454,8,T7,46,Hits_Minus_Misses,S145
-0.971,9,CP5,46,Hits_Minus_Misses,S145
4.123,10,CP1,46,Hits_Minus_Misses,S145
4.364,11,Pz,46,Hits_Minus_Misses,S145
3.198,12,P3,46,Hits_Minus_Misses,S145
-2.188,13,P7,46,Hits_Minus_Misses,S145
0.118,14,O1,46,Hits_Minus_Misses,S145
0.737,15,O2,46,Hits_Minus_Misses,S145
0.855,16,P4,46,Hits_Minus_Misses,S145
-0.761,17,P8,46,Hits_Minus_Misses,S145
-1.965,18,CP6,46,Hits_Minus_Misses,S145
-0.272,19,CP2,46,Hits_Minus_Misses,S145
1.913,20,CZ,46,Hits_Minus_Misses,S145
-1.347,21,C4,46,Hits_Minus_Misses,S145
-0.903,22,T8,46,Hits_Minus_Misses,S145
-2.159,23,FC6,46,Hits_Minus_Misses,S145
-0.967,24,FC2,46,Hits_Minus_Misses,S145
-0.884,25,F4,46,Hits_Minus_Misses,S145
-0.871,26,F8,46,Hits_Minus_Misses,S145
-1.454,27,FP2,46,Hits_Minus_Misses,S145
-5.244,1,FP1,47,Hits_Minus_Correct_Rejections,S145
-6.694,2,Fz,47,Hits_Minus_Correct_Rejections,S145
-3.971,3,F3,47,Hits_Minus_Correct_Rejections,S145
-2.726,4,F7,47,Hits_Minus_Correct_Rejections,S145
-3.882,5,FC5,47,Hits_Minus_Correct_Rejections,S145
-6.864,6,FC1,47,Hits_Minus_Correct_Rejections,S145
-4.843,7,C3,47,Hits_Minus_Correct_Rejections,S145
-3.534,8,T7,47,Hits_Minus_Correct_Rejections,S145
-0.691,9,CP5,47,Hits_Minus_Correct_Rejections,S145
-6.945,10,CP1,47,Hits_Minus_Correct_Rejections,S145
-4.985,11,Pz,47,Hits_Minus_Correct_Rejections,S145
-0.112,12,P3,47,Hits_Minus_Correct_Rejections,S145
1.542,13,P7,47,Hits_Minus_Correct_Rejections,S145
3.842,14,O1,47,Hits_Minus_Correct_Rejections,S145
4.876,15,O2,47,Hits_Minus_Correct_Rejections,S145
1.005,16,P4,47,Hits_Minus_Correct_Rejections,S145
7.436,17,P8,47,Hits_Minus_Correct_Rejections,S145
-0.150,18,CP6,47,Hits_Minus_Correct_Rejections,S145
-7.108,19,CP2,47,Hits_Minus_Correct_Rejections,S145
-9.526,20,CZ,47,Hits_Minus_Correct_Rejections,S145
-6.790,21,C4,47,Hits_Minus_Correct_Rejections,S145
-1.360,22,T8,47,Hits_Minus_Correct_Rejections,S145
-5.060,23,FC6,47,Hits_Minus_Correct_Rejections,S145
-8.388,24,FC2,47,Hits_Minus_Correct_Rejections,S145
-6.566,25,F4,47,Hits_Minus_Correct_Rejections,S145
-4.660,26,F8,47,Hits_Minus_Correct_Rejections,S145
-6.144,27,FP2,47,Hits_Minus_Correct_Rejections,S145
-13.640,1,FP1,48,Old_1,S145
-12.865,2,Fz,48,Old_1,S145
-11.814,3,F3,48,Old_1,S145
-11.735,4,F7,48,Old_1,S145
-9.569,5,FC5,48,Old_1,S145
-12.178,6,FC1,48,Old_1,S145
-8.310,7,C3,48,Old_1,S145
-6.428,8,T7,48,Old_1,S145
-5.991,9,CP5,48,Old_1,S145
-12.933,10,CP1,48,Old_1,S145
-10.281,11,Pz,48,Old_1,S145
-7.157,12,P3,48,Old_1,S145
-2.489,13,P7,48,Old_1,S145
5.350,14,O1,48,Old_1,S145
6.969,15,O2,48,Old_1,S145
-0.191,16,P4,48,Old_1,S145
13.467,17,P8,48,Old_1,S145
-1.877,18,CP6,48,Old_1,S145
-10.863,19,CP2,48,Old_1,S145
-14.315,20,CZ,48,Old_1,S145
-11.639,21,C4,48,Old_1,S145
-4.537,22,T8,48,Old_1,S145
-10.010,23,FC6,48,Old_1,S145
-11.935,24,FC2,48,Old_1,S145
-11.680,25,F4,48,Old_1,S145
-9.267,26,F8,48,Old_1,S145
-12.844,27,FP2,48,Old_1,S145
-1.791,1,FP1,49,New_1,S145
-1.031,2,Fz,49,New_1,S145
-1.765,3,F3,49,New_1,S145
-0.852,4,F7,49,New_1,S145
-0.948,5,FC5,49,New_1,S145
-0.995,6,FC1,49,New_1,S145
-2.943,7,C3,49,New_1,S145
-1.588,8,T7,49,New_1,S145
-4.513,9,CP5,49,New_1,S145
-2.151,10,CP1,49,New_1,S145
-1.419,11,Pz,49,New_1,S145
-4.354,12,P3,49,New_1,S145
-5.282,13,P7,49,New_1,S145
-2.412,14,O1,49,New_1,S145
-2.236,15,O2,49,New_1,S145
-4.142,16,P4,49,New_1,S145
-8.945,17,P8,49,New_1,S145
-4.114,18,CP6,49,New_1,S145
-1.544,19,CP2,49,New_1,S145
-0.376,20,CZ,49,New_1,S145
-0.910,21,C4,49,New_1,S145
-0.781,22,T8,49,New_1,S145
0.533,23,FC6,49,New_1,S145
0.005,24,FC2,49,New_1,S145
1.079,25,F4,49,New_1,S145
2.095,26,F8,49,New_1,S145
0.497,27,FP2,49,New_1,S145
-7.653,1,FP1,50,Correct_Responses_1,S145
-4.458,2,Fz,50,Correct_Responses_1,S145
-5.149,3,F3,50,Correct_Responses_1,S145
-6.684,4,F7,50,Correct_Responses_1,S145
-4.249,5,FC5,50,Correct_Responses_1,S145
-3.393,6,FC1,50,Correct_Responses_1,S145
-2.867,7,C3,50,Correct_Responses_1,S145
-3.780,8,T7,50,Correct_Responses_1,S145
-4.657,9,CP5,50,Correct_Responses_1,S145
-2.751,10,CP1,50,Correct_Responses_1,S145
-0.540,11,Pz,50,Correct_Responses_1,S145
-3.220,12,P3,50,Correct_Responses_1,S145
-4.717,13,P7,50,Correct_Responses_1,S145
1.477,14,O1,50,Correct_Responses_1,S145
3.655,15,O2,50,Correct_Responses_1,S145
1.809,16,P4,50,Correct_Responses_1,S145
4.619,17,P8,50,Correct_Responses_1,S145
-0.791,18,CP6,50,Correct_Responses_1,S145
-1.883,19,CP2,50,Correct_Responses_1,S145
-3.309,20,CZ,50,Correct_Responses_1,S145
-2.757,21,C4,50,Correct_Responses_1,S145
-0.930,22,T8,50,Correct_Responses_1,S145
-3.132,23,FC6,50,Correct_Responses_1,S145
-2.811,24,FC2,50,Correct_Responses_1,S145
-3.506,25,F4,50,Correct_Responses_1,S145
-2.447,26,F8,50,Correct_Responses_1,S145
-5.462,27,FP2,50,Correct_Responses_1,S145
-7.778,1,FP1,51,Incorrect_Responses_1,S145
-9.439,2,Fz,51,Incorrect_Responses_1,S145
-8.430,3,F3,51,Incorrect_Responses_1,S145
-5.903,4,F7,51,Incorrect_Responses_1,S145
-6.269,5,FC5,51,Incorrect_Responses_1,S145
-9.779,6,FC1,51,Incorrect_Responses_1,S145
-8.386,7,C3,51,Incorrect_Responses_1,S145
-4.236,8,T7,51,Incorrect_Responses_1,S145
-5.847,9,CP5,51,Incorrect_Responses_1,S145
-12.333,10,CP1,51,Incorrect_Responses_1,S145
-11.159,11,Pz,51,Incorrect_Responses_1,S145
-8.291,12,P3,51,Incorrect_Responses_1,S145
-3.054,13,P7,51,Incorrect_Responses_1,S145
1.462,14,O1,51,Incorrect_Responses_1,S145
1.078,15,O2,51,Incorrect_Responses_1,S145
-6.142,16,P4,51,Incorrect_Responses_1,S145
-0.098,17,P8,51,Incorrect_Responses_1,S145
-5.200,18,CP6,51,Incorrect_Responses_1,S145
-10.524,19,CP2,51,Incorrect_Responses_1,S145
-11.382,20,CZ,51,Incorrect_Responses_1,S145
-9.791,21,C4,51,Incorrect_Responses_1,S145
-4.388,22,T8,51,Incorrect_Responses_1,S145
-6.345,23,FC6,51,Incorrect_Responses_1,S145
-9.120,24,FC2,51,Incorrect_Responses_1,S145
-7.094,25,F4,51,Incorrect_Responses_1,S145
-4.724,26,F8,51,Incorrect_Responses_1,S145
-6.884,27,FP2,51,Incorrect_Responses_1,S145
-8.548,1,FP1,25,Hits_Shape_1,S156
-8.478,2,Fz,25,Hits_Shape_1,S156
-7.916,3,F3,25,Hits_Shape_1,S156
-7.695,4,F7,25,Hits_Shape_1,S156
-6.915,5,FC5,25,Hits_Shape_1,S156
-7.149,6,FC1,25,Hits_Shape_1,S156
-5.470,7,C3,25,Hits_Shape_1,S156
-5.321,8,T7,25,Hits_Shape_1,S156
-4.715,9,CP5,25,Hits_Shape_1,S156
-4.943,10,CP1,25,Hits_Shape_1,S156
-2.764,11,Pz,25,Hits_Shape_1,S156
-3.070,12,P3,25,Hits_Shape_1,S156
0.034,13,P7,25,Hits_Shape_1,S156
0.917,14,O1,25,Hits_Shape_1,S156
2.714,15,O2,25,Hits_Shape_1,S156
-1.862,16,P4,25,Hits_Shape_1,S156
1.240,17,P8,25,Hits_Shape_1,S156
-3.157,18,CP6,25,Hits_Shape_1,S156
-4.157,19,CP2,25,Hits_Shape_1,S156
-5.987,20,CZ,25,Hits_Shape_1,S156
-5.507,21,C4,25,Hits_Shape_1,S156
-3.790,22,T8,25,Hits_Shape_1,S156
-6.682,23,FC6,25,Hits_Shape_1,S156
-7.071,24,FC2,25,Hits_Shape_1,S156
-8.756,25,F4,25,Hits_Shape_1,S156
-9.276,26,F8,25,Hits_Shape_1,S156
-8.548,27,FP2,25,Hits_Shape_1,S156
-12.086,1,FP1,26,Misses_Shape_1,S156
-7.415,2,Fz,26,Misses_Shape_1,S156
-8.030,3,F3,26,Misses_Shape_1,S156
-9.030,4,F7,26,Misses_Shape_1,S156
-5.958,5,FC5,26,Misses_Shape_1,S156
-6.001,6,FC1,26,Misses_Shape_1,S156
-3.601,7,C3,26,Misses_Shape_1,S156
-2.599,8,T7,26,Misses_Shape_1,S156
-1.360,9,CP5,26,Misses_Shape_1,S156
-1.903,10,CP1,26,Misses_Shape_1,S156
-0.478,11,Pz,26,Misses_Shape_1,S156
0.089,12,P3,26,Misses_Shape_1,S156
2.147,13,P7,26,Misses_Shape_1,S156
3.343,14,O1,26,Misses_Shape_1,S156
4.910,15,O2,26,Misses_Shape_1,S156
1.632,16,P4,26,Misses_Shape_1,S156
3.333,17,P8,26,Misses_Shape_1,S156
0.157,18,CP6,26,Misses_Shape_1,S156
-1.208,19,CP2,26,Misses_Shape_1,S156
-4.052,20,CZ,26,Misses_Shape_1,S156
-3.422,21,C4,26,Misses_Shape_1,S156
-0.652,22,T8,26,Misses_Shape_1,S156
-5.318,23,FC6,26,Misses_Shape_1,S156
-5.791,24,FC2,26,Misses_Shape_1,S156
-7.755,25,F4,26,Misses_Shape_1,S156
-5.009,26,F8,26,Misses_Shape_1,S156
-12.015,27,FP2,26,Misses_Shape_1,S156
4.581,1,FP1,27,Correct_Rejections_Shape_1,S156
3.925,2,Fz,27,Correct_Rejections_Shape_1,S156
3.368,3,F3,27,Correct_Rejections_Shape_1,S156
0.676,4,F7,27,Correct_Rejections_Shape_1,S156
1.516,5,FC5,27,Correct_Rejections_Shape_1,S156
3.827,6,FC1,27,Correct_Rejections_Shape_1,S156
2.379,7,C3,27,Correct_Rejections_Shape_1,S156
0.008,8,T7,27,Correct_Rejections_Shape_1,S156
1.026,9,CP5,27,Correct_Rejections_Shape_1,S156
4.255,10,CP1,27,Correct_Rejections_Shape_1,S156
4.679,11,Pz,27,Correct_Rejections_Shape_1,S156
2.419,12,P3,27,Correct_Rejections_Shape_1,S156
-0.519,13,P7,27,Correct_Rejections_Shape_1,S156
2.264,14,O1,27,Correct_Rejections_Shape_1,S156
1.277,15,O2,27,Correct_Rejections_Shape_1,S156
3.872,16,P4,27,Correct_Rejections_Shape_1,S156
1.384,17,P8,27,Correct_Rejections_Shape_1,S156
2.601,18,CP6,27,Correct_Rejections_Shape_1,S156
4.626,19,CP2,27,Correct_Rejections_Shape_1,S156
5.194,20,CZ,27,Correct_Rejections_Shape_1,S156
4.196,21,C4,27,Correct_Rejections_Shape_1,S156
3.853,22,T8,27,Correct_Rejections_Shape_1,S156
2.561,23,FC6,27,Correct_Rejections_Shape_1,S156
4.733,24,FC2,27,Correct_Rejections_Shape_1,S156
4.422,25,F4,27,Correct_Rejections_Shape_1,S156
2.599,26,F8,27,Correct_Rejections_Shape_1,S156
4.501,27,FP2,27,Correct_Rejections_Shape_1,S156
2.439,1,FP1,28,False_Alarms_Shape_1,S156
1.829,2,Fz,28,False_Alarms_Shape_1,S156
1.095,3,F3,28,False_Alarms_Shape_1,S156
-1.088,4,F7,28,False_Alarms_Shape_1,S156
0.872,5,FC5,28,False_Alarms_Shape_1,S156
2.134,6,FC1,28,False_Alarms_Shape_1,S156
3.584,7,C3,28,False_Alarms_Shape_1,S156
1.547,8,T7,28,False_Alarms_Shape_1,S156
2.962,9,CP5,28,False_Alarms_Shape_1,S156
4.312,10,CP1,28,False_Alarms_Shape_1,S156
4.007,11,Pz,28,False_Alarms_Shape_1,S156
3.995,12,P3,28,False_Alarms_Shape_1,S156
2.510,13,P7,28,False_Alarms_Shape_1,S156
2.462,14,O1,28,False_Alarms_Shape_1,S156
-0.894,15,O2,28,False_Alarms_Shape_1,S156
2.035,16,P4,28,False_Alarms_Shape_1,S156
-0.265,17,P8,28,False_Alarms_Shape_1,S156
0.993,18,CP6,28,False_Alarms_Shape_1,S156
3.305,19,CP2,28,False_Alarms_Shape_1,S156
3.364,20,CZ,28,False_Alarms_Shape_1,S156
2.890,21,C4,28,False_Alarms_Shape_1,S156
0.796,22,T8,28,False_Alarms_Shape_1,S156
0.783,23,FC6,28,False_Alarms_Shape_1,S156
3.014,24,FC2,28,False_Alarms_Shape_1,S156
1.476,25,F4,28,False_Alarms_Shape_1,S156
0.137,26,F8,28,False_Alarms_Shape_1,S156
2.696,27,FP2,28,False_Alarms_Shape_1,S156
-1.385,1,FP1,29,Hits_Shape_2,S156
-2.664,2,Fz,29,Hits_Shape_2,S156
-3.824,3,F3,29,Hits_Shape_2,S156
-3.890,4,F7,29,Hits_Shape_2,S156
-5.310,5,FC5,29,Hits_Shape_2,S156
-3.834,6,FC1,29,Hits_Shape_2,S156
-5.112,7,C3,29,Hits_Shape_2,S156
-2.516,8,T7,29,Hits_Shape_2,S156
-3.823,9,CP5,29,Hits_Shape_2,S156
-3.478,10,CP1,29,Hits_Shape_2,S156
-1.742,11,Pz,29,Hits_Shape_2,S156
-3.150,12,P3,29,Hits_Shape_2,S156
-1.881,13,P7,29,Hits_Shape_2,S156
-3.023,14,O1,29,Hits_Shape_2,S156
-2.216,15,O2,29,Hits_Shape_2,S156
-2.471,16,P4,29,Hits_Shape_2,S156
-1.389,17,P8,29,Hits_Shape_2,S156
-1.420,18,CP6,29,Hits_Shape_2,S156
-2.533,19,CP2,29,Hits_Shape_2,S156
-3.674,20,CZ,29,Hits_Shape_2,S156
-2.458,21,C4,29,Hits_Shape_2,S156
0.301,22,T8,29,Hits_Shape_2,S156
-2.130,23,FC6,29,Hits_Shape_2,S156
-3.011,24,FC2,29,Hits_Shape_2,S156
-2.068,25,F4,29,Hits_Shape_2,S156
-1.416,26,F8,29,Hits_Shape_2,S156
-1.368,27,FP2,29,Hits_Shape_2,S156
-8.169,1,FP1,30,Misses_Shape_2,S156
-3.568,2,Fz,30,Misses_Shape_2,S156
-1.443,3,F3,30,Misses_Shape_2,S156
-2.382,4,F7,30,Misses_Shape_2,S156
-0.817,5,FC5,30,Misses_Shape_2,S156
-1.429,6,FC1,30,Misses_Shape_2,S156
-0.118,7,C3,30,Misses_Shape_2,S156
-0.124,8,T7,30,Misses_Shape_2,S156
1.447,9,CP5,30,Misses_Shape_2,S156
0.429,10,CP1,30,Misses_Shape_2,S156
0.900,11,Pz,30,Misses_Shape_2,S156
1.054,12,P3,30,Misses_Shape_2,S156
1.688,13,P7,30,Misses_Shape_2,S156
0.859,14,O1,30,Misses_Shape_2,S156
0.184,15,O2,30,Misses_Shape_2,S156
-0.193,16,P4,30,Misses_Shape_2,S156
-0.033,17,P8,30,Misses_Shape_2,S156
-1.255,18,CP6,30,Misses_Shape_2,S156
-0.147,19,CP2,30,Misses_Shape_2,S156
-0.967,20,CZ,30,Misses_Shape_2,S156
-2.010,21,C4,30,Misses_Shape_2,S156
0.540,22,T8,30,Misses_Shape_2,S156
-4.272,23,FC6,30,Misses_Shape_2,S156
-2.900,24,FC2,30,Misses_Shape_2,S156
-4.086,25,F4,30,Misses_Shape_2,S156
-4.441,26,F8,30,Misses_Shape_2,S156
-8.338,27,FP2,30,Misses_Shape_2,S156
-0.655,1,FP1,31,Correct_Rejections_Shape_2,S156
-0.832,2,Fz,31,Correct_Rejections_Shape_2,S156
-1.297,3,F3,31,Correct_Rejections_Shape_2,S156
-1.683,4,F7,31,Correct_Rejections_Shape_2,S156
-0.856,5,FC5,31,Correct_Rejections_Shape_2,S156
-0.587,6,FC1,31,Correct_Rejections_Shape_2,S156
-0.858,7,C3,31,Correct_Rejections_Shape_2,S156
-1.059,8,T7,31,Correct_Rejections_Shape_2,S156
-0.162,9,CP5,31,Correct_Rejections_Shape_2,S156
0.970,10,CP1,31,Correct_Rejections_Shape_2,S156
0.826,11,Pz,31,Correct_Rejections_Shape_2,S156
-0.088,12,P3,31,Correct_Rejections_Shape_2,S156
-0.982,13,P7,31,Correct_Rejections_Shape_2,S156
-0.563,14,O1,31,Correct_Rejections_Shape_2,S156
-1.270,15,O2,31,Correct_Rejections_Shape_2,S156
-0.161,16,P4,31,Correct_Rejections_Shape_2,S156
-1.538,17,P8,31,Correct_Rejections_Shape_2,S156
-0.266,18,CP6,31,Correct_Rejections_Shape_2,S156
0.031,19,CP2,31,Correct_Rejections_Shape_2,S156
0.956,20,CZ,31,Correct_Rejections_Shape_2,S156
0.177,21,C4,31,Correct_Rejections_Shape_2,S156
0.296,22,T8,31,Correct_Rejections_Shape_2,S156
-1.281,23,FC6,31,Correct_Rejections_Shape_2,S156
-0.087,24,FC2,31,Correct_Rejections_Shape_2,S156
-0.326,25,F4,31,Correct_Rejections_Shape_2,S156
0.355,26,F8,31,Correct_Rejections_Shape_2,S156
-0.524,27,FP2,31,Correct_Rejections_Shape_2,S156
1.909,1,FP1,32,False_Alarms_Shape_2,S156
-1.213,2,Fz,32,False_Alarms_Shape_2,S156
-0.197,3,F3,32,False_Alarms_Shape_2,S156
-0.023,4,F7,32,False_Alarms_Shape_2,S156
-1.486,5,FC5,32,False_Alarms_Shape_2,S156
-2.169,6,FC1,32,False_Alarms_Shape_2,S156
-1.363,7,C3,32,False_Alarms_Shape_2,S156
-2.308,8,T7,32,False_Alarms_Shape_2,S156
-3.111,9,CP5,32,False_Alarms_Shape_2,S156
-2.288,10,CP1,32,False_Alarms_Shape_2,S156
-1.640,11,Pz,32,False_Alarms_Shape_2,S156
-1.367,12,P3,32,False_Alarms_Shape_2,S156
-0.273,13,P7,32,False_Alarms_Shape_2,S156
-0.506,14,O1,32,False_Alarms_Shape_2,S156
-1.242,15,O2,32,False_Alarms_Shape_2,S156
-1.925,16,P4,32,False_Alarms_Shape_2,S156
-2.266,17,P8,32,False_Alarms_Shape_2,S156
-2.269,18,CP6,32,False_Alarms_Shape_2,S156
-2.925,19,CP2,32,False_Alarms_Shape_2,S156
-3.147,20,CZ,32,False_Alarms_Shape_2,S156
-2.251,21,C4,32,False_Alarms_Shape_2,S156
-1.176,22,T8,32,False_Alarms_Shape_2,S156
-0.910,23,FC6,32,False_Alarms_Shape_2,S156
-2.431,24,FC2,32,False_Alarms_Shape_2,S156
-0.239,25,F4,32,False_Alarms_Shape_2,S156
-0.805,26,F8,32,False_Alarms_Shape_2,S156
2.033,27,FP2,32,False_Alarms_Shape_2,S156
-3.278,1,FP1,33,Hits_Shape_3,S156
-4.763,2,Fz,33,Hits_Shape_3,S156
-4.303,3,F3,33,Hits_Shape_3,S156
0.013,4,F7,33,Hits_Shape_3,S156
-3.542,5,FC5,33,Hits_Shape_3,S156
-5.270,6,FC1,33,Hits_Shape_3,S156
-5.080,7,C3,33,Hits_Shape_3,S156
-1.280,8,T7,33,Hits_Shape_3,S156
-3.540,9,CP5,33,Hits_Shape_3,S156
-5.793,10,CP1,33,Hits_Shape_3,S156
-6.930,11,Pz,33,Hits_Shape_3,S156
-6.047,12,P3,33,Hits_Shape_3,S156
-4.173,13,P7,33,Hits_Shape_3,S156
-5.332,14,O1,33,Hits_Shape_3,S156
-6.698,15,O2,33,Hits_Shape_3,S156
-7.545,16,P4,33,Hits_Shape_3,S156
-6.178,17,P8,33,Hits_Shape_3,S156
-6.616,18,CP6,33,Hits_Shape_3,S156
-7.806,19,CP2,33,Hits_Shape_3,S156
-5.601,20,CZ,33,Hits_Shape_3,S156
