value,chindex,chlabel,bini,binlabel,SubjID
2.897,14,O1,44,Incorrect_Responses,S107
3.260,15,O2,44,Incorrect_Responses,S107
4.151,16,P4,44,Incorrect_Responses,S107
2.825,17,P8,44,Incorrect_Responses,S107
2.658,18,CP6,44,Incorrect_Responses,S107
5.993,19,CP2,44,Incorrect_Responses,S107
7.044,20,CZ,44,Incorrect_Responses,S107
6.468,21,C4,44,Incorrect_Responses,S107
1.310,22,T8,44,Incorrect_Responses,S107
4.203,23,FC6,44,Incorrect_Responses,S107
6.382,24,FC2,44,Incorrect_Responses,S107
4.277,25,F4,44,Incorrect_Responses,S107
2.127,26,F8,44,Incorrect_Responses,S107
1.563,27,FP2,44,Incorrect_Responses,S107
-8.375,1,FP1,45,Hits_Minus_False_Alarms,S107
-7.675,2,Fz,45,Hits_Minus_False_Alarms,S107
-9.166,3,F3,45,Hits_Minus_False_Alarms,S107
-8.701,4,F7,45,Hits_Minus_False_Alarms,S107
-8.966,5,FC5,45,Hits_Minus_False_Alarms,S107
-10.025,6,FC1,45,Hits_Minus_False_Alarms,S107
-10.810,7,C3,45,Hits_Minus_False_Alarms,S107
-6.572,8,T7,45,Hits_Minus_False_Alarms,S107
-7.766,9,CP5,45,Hits_Minus_False_Alarms,S107
-11.362,10,CP1,45,Hits_Minus_False_Alarms,S107
-9.353,11,Pz,45,Hits_Minus_False_Alarms,S107
-7.871,12,P3,45,Hits_Minus_False_Alarms,S107
-5.131,13,P7,45,Hits_Minus_False_Alarms,S107
-5.296,14,O1,45,Hits_Minus_False_Alarms,S107
-4.092,15,O2,45,Hits_Minus_False_Alarms,S107
-6.107,16,P4,45,Hits_Minus_False_Alarms,S107
-3.800,17,P8,45,Hits_Minus_False_Alarms,S107
-4.095,18,CP6,45,Hits_Minus_False_Alarms,S107
-10.819,19,CP2,45,Hits_Minus_False_Alarms,S107
-12.086,20,CZ,45,Hits_Minus_False_Alarms,S107
-6.616,21,C4,45,Hits_Minus_False_Alarms,S107
-1.911,22,T8,45,Hits_Minus_False_Alarms,S107
-3.210,23,FC6,45,Hits_Minus_False_Alarms,S107
-8.292,24,FC2,45,Hits_Minus_False_Alarms,S107
-4.463,25,F4,45,Hits_Minus_False_Alarms,S107
-1.213,26,F8,45,Hits_Minus_False_Alarms,S107
-6.549,27,FP2,45,Hits_Minus_False_Alarms,S107
-4.719,1,FP1,46,Hits_Minus_Misses,S107
-5.360,2,Fz,46,Hits_Minus_Misses,S107
-4.244,3,F3,46,Hits_Minus_Misses,S107
-0.770,4,F7,46,Hits_Minus_Misses,S107
-1.705,5,FC5,46,Hits_Minus_Misses,S107
-5.973,6,FC1,46,Hits_Minus_Misses,S107
-5.000,7,C3,46,Hits_Minus_Misses,S107
-0.295,8,T7,46,Hits_Minus_Misses,S107
-2.561,9,CP5,46,Hits_Minus_Misses,S107
-5.148,10,CP1,46,Hits_Minus_Misses,S107
-4.116,11,Pz,46,Hits_Minus_Misses,S107
-2.658,12,P3,46,Hits_Minus_Misses,S107
-0.420,13,P7,46,Hits_Minus_Misses,S107
-0.590,14,O1,46,Hits_Minus_Misses,S107
-1.709,15,O2,46,Hits_Minus_Misses,S107
-1.968,16,P4,46,Hits_Minus_Misses,S107
-1.043,17,P8,46,Hits_Minus_Misses,S107
-1.358,18,CP6,46,Hits_Minus_Misses,S107
-4.627,19,CP2,46,Hits_Minus_Misses,S107
-6.014,20,CZ,46,Hits_Minus_Misses,S107
-3.089,21,C4,46,Hits_Minus_Misses,S107
-0.147,22,T8,46,Hits_Minus_Misses,S107
0.066,23,FC6,46,Hits_Minus_Misses,S107
-4.657,24,FC2,46,Hits_Minus_Misses,S107
-2.948,25,F4,46,Hits_Minus_Misses,S107
-1.153,26,F8,46,Hits_Minus_Misses,S107
-4.723,27,FP2,46,Hits_Minus_Misses,S107
-5.401,1,FP1,47,Hits_Minus_Correct_Rejections,S107
-4.105,2,Fz,47,Hits_Minus_Correct_Rejections,S107
-5.829,3,F3,47,Hits_Minus_Correct_Rejections,S107
-5.980,4,F7,47,Hits_Minus_Correct_Rejections,S107
-6.008,5,FC5,47,Hits_Minus_Correct_Rejections,S107
-6.217,6,FC1,47,Hits_Minus_Correct_Rejections,S107
-7.201,7,C3,47,Hits_Minus_Correct_Rejections,S107
-5.395,8,T7,47,Hits_Minus_Correct_Rejections,S107
-5.562,9,CP5,47,Hits_Minus_Correct_Rejections,S107
-6.936,10,CP1,47,Hits_Minus_Correct_Rejections,S107
-6.629,11,Pz,47,Hits_Minus_Correct_Rejections,S107
-5.174,12,P3,47,Hits_Minus_Correct_Rejections,S107
-3.608,13,P7,47,Hits_Minus_Correct_Rejections,S107
-3.509,14,O1,47,Hits_Minus_Correct_Rejections,S107
-3.530,15,O2,47,Hits_Minus_Correct_Rejections,S107
-3.771,16,P4,47,Hits_Minus_Correct_Rejections,S107
-1.805,17,P8,47,Hits_Minus_Correct_Rejections,S107
-1.605,18,CP6,47,Hits_Minus_Correct_Rejections,S107
-5.213,19,CP2,47,Hits_Minus_Correct_Rejections,S107
-7.002,20,CZ,47,Hits_Minus_Correct_Rejections,S107
-3.570,21,C4,47,Hits_Minus_Correct_Rejections,S107
0.325,22,T8,47,Hits_Minus_Correct_Rejections,S107
-0.022,23,FC6,47,Hits_Minus_Correct_Rejections,S107
-2.384,24,FC2,47,Hits_Minus_Correct_Rejections,S107
-1.050,25,F4,47,Hits_Minus_Correct_Rejections,S107
1.366,26,F8,47,Hits_Minus_Correct_Rejections,S107
-1.994,27,FP2,47,Hits_Minus_Correct_Rejections,S107
-6.882,1,FP1,48,Old_1,S107
-3.734,2,Fz,48,Old_1,S107
-3.781,3,F3,48,Old_1,S107
-8.819,4,F7,48,Old_1,S107
-4.956,5,FC5,48,Old_1,S107
-2.056,6,FC1,48,Old_1,S107
-1.097,7,C3,48,Old_1,S107
-5.234,8,T7,48,Old_1,S107
-1.966,9,CP5,48,Old_1,S107
-3.050,10,CP1,48,Old_1,S107
-4.767,11,Pz,48,Old_1,S107
-2.690,12,P3,48,Old_1,S107
-1.037,13,P7,48,Old_1,S107
-1.236,14,O1,48,Old_1,S107
0.010,15,O2,48,Old_1,S107
-1.195,16,P4,48,Old_1,S107
2.696,17,P8,48,Old_1,S107
0.318,18,CP6,48,Old_1,S107
-3.508,19,CP2,48,Old_1,S107
-2.204,20,CZ,48,Old_1,S107
0.202,21,C4,48,Old_1,S107
2.168,22,T8,48,Old_1,S107
1.557,23,FC6,48,Old_1,S107
-0.815,24,FC2,48,Old_1,S107
-1.078,25,F4,48,Old_1,S107
2.651,26,F8,48,Old_1,S107
-4.205,27,FP2,48,Old_1,S107
0.828,1,FP1,49,New_1,S107
4.044,2,Fz,49,New_1,S107
5.807,3,F3,49,New_1,S107
1.708,4,F7,49,New_1,S107
4.066,5,FC5,49,New_1,S107
6.874,6,FC1,49,New_1,S107
7.341,7,C3,49,New_1,S107
1.201,8,T7,49,New_1,S107
4.083,9,CP5,49,New_1,S107
6.847,10,CP1,49,New_1,S107
3.931,11,Pz,49,New_1,S107
5.436,12,P3,49,New_1,S107
3.563,13,P7,49,New_1,S107
3.711,14,O1,49,New_1,S107
2.540,15,O2,49,New_1,S107
2.427,16,P4,49,New_1,S107
1.231,17,P8,49,New_1,S107
0.925,18,CP6,49,New_1,S107
5.016,19,CP2,49,New_1,S107
9.332,20,CZ,49,New_1,S107
5.476,21,C4,49,New_1,S107
0.469,22,T8,49,New_1,S107
3.676,23,FC6,49,New_1,S107
6.422,24,FC2,49,New_1,S107
2.549,25,F4,49,New_1,S107
0.709,26,F8,49,New_1,S107
0.125,27,FP2,49,New_1,S107
-4.866,1,FP1,50,Correct_Responses_1,S107
-2.636,2,Fz,50,Correct_Responses_1,S107
-2.000,3,F3,50,Correct_Responses_1,S107
-4.865,4,F7,50,Correct_Responses_1,S107
-2.394,5,FC5,50,Correct_Responses_1,S107
-0.826,6,FC1,50,Correct_Responses_1,S107
0.566,7,C3,50,Correct_Responses_1,S107
-2.817,8,T7,50,Correct_Responses_1,S107
-0.724,9,CP5,50,Correct_Responses_1,S107
-0.461,10,CP1,50,Correct_Responses_1,S107
-1.631,11,Pz,50,Correct_Responses_1,S107
0.411,12,P3,50,Correct_Responses_1,S107
0.469,13,P7,50,Correct_Responses_1,S107
0.900,14,O1,50,Correct_Responses_1,S107
0.272,15,O2,50,Correct_Responses_1,S107
-0.465,16,P4,50,Correct_Responses_1,S107
0.752,17,P8,50,Correct_Responses_1,S107
-0.495,18,CP6,50,Correct_Responses_1,S107
-1.523,19,CP2,50,Correct_Responses_1,S107
1.255,20,CZ,50,Correct_Responses_1,S107
1.020,21,C4,50,Correct_Responses_1,S107
0.564,22,T8,50,Correct_Responses_1,S107
1.680,23,FC6,50,Correct_Responses_1,S107
-0.354,24,FC2,50,Correct_Responses_1,S107
-1.144,25,F4,50,Correct_Responses_1,S107
1.494,26,F8,50,Correct_Responses_1,S107
-3.745,27,FP2,50,Correct_Responses_1,S107
-1.188,1,FP1,51,Incorrect_Responses_1,S107
2.946,2,Fz,51,Incorrect_Responses_1,S107
4.026,3,F3,51,Incorrect_Responses_1,S107
-2.246,4,F7,51,Incorrect_Responses_1,S107
1.504,5,FC5,51,Incorrect_Responses_1,S107
5.643,6,FC1,51,Incorrect_Responses_1,S107
5.677,7,C3,51,Incorrect_Responses_1,S107
-1.216,8,T7,51,Incorrect_Responses_1,S107
2.841,9,CP5,51,Incorrect_Responses_1,S107
4.258,10,CP1,51,Incorrect_Responses_1,S107
0.795,11,Pz,51,Incorrect_Responses_1,S107
2.335,12,P3,51,Incorrect_Responses_1,S107
2.057,13,P7,51,Incorrect_Responses_1,S107
1.574,14,O1,51,Incorrect_Responses_1,S107
2.278,15,O2,51,Incorrect_Responses_1,S107
1.696,16,P4,51,Incorrect_Responses_1,S107
3.175,17,P8,51,Incorrect_Responses_1,S107
1.739,18,CP6,51,Incorrect_Responses_1,S107
3.031,19,CP2,51,Incorrect_Responses_1,S107
5.873,20,CZ,51,Incorrect_Responses_1,S107
4.657,21,C4,51,Incorrect_Responses_1,S107
2.073,22,T8,51,Incorrect_Responses_1,S107
3.553,23,FC6,51,Incorrect_Responses_1,S107
5.962,24,FC2,51,Incorrect_Responses_1,S107
2.615,25,F4,51,Incorrect_Responses_1,S107
1.866,26,F8,51,Incorrect_Responses_1,S107
-0.336,27,FP2,51,Incorrect_Responses_1,S107
-24.078,1,FP1,25,Hits_Shape_1,S111
-11.492,2,Fz,25,Hits_Shape_1,S111
-9.522,3,F3,25,Hits_Shape_1,S111
-6.038,4,F7,25,Hits_Shape_1,S111
-4.483,5,FC5,25,Hits_Shape_1,S111
-9.677,6,FC1,25,Hits_Shape_1,S111
-2.705,7,C3,25,Hits_Shape_1,S111
0.248,8,T7,25,Hits_Shape_1,S111
1.937,9,CP5,25,Hits_Shape_1,S111
-2.780,10,CP1,25,Hits_Shape_1,S111
-0.514,11,Pz,25,Hits_Shape_1,S111
3.270,12,P3,25,Hits_Shape_1,S111
8.030,13,P7,25,Hits_Shape_1,S111
11.225,14,O1,25,Hits_Shape_1,S111
14.110,15,O2,25,Hits_Shape_1,S111
5.262,16,P4,25,Hits_Shape_1,S111
3.690,17,P8,25,Hits_Shape_1,S111
-0.630,18,CP6,25,Hits_Shape_1,S111
-3.010,19,CP2,25,Hits_Shape_1,S111
-7.518,20,CZ,25,Hits_Shape_1,S111
-4.491,21,C4,25,Hits_Shape_1,S111
-2.514,22,T8,25,Hits_Shape_1,S111
-6.371,23,FC6,25,Hits_Shape_1,S111
-8.516,24,FC2,25,Hits_Shape_1,S111
-11.249,25,F4,25,Hits_Shape_1,S111
-8.510,26,F8,25,Hits_Shape_1,S111
-23.337,27,FP2,25,Hits_Shape_1,S111
-8.153,1,FP1,26,Misses_Shape_1,S111
5.032,2,Fz,26,Misses_Shape_1,S111
3.670,3,F3,26,Misses_Shape_1,S111
1.299,4,F7,26,Misses_Shape_1,S111
3.893,5,FC5,26,Misses_Shape_1,S111
8.902,6,FC1,26,Misses_Shape_1,S111
9.216,7,C3,26,Misses_Shape_1,S111
2.521,8,T7,26,Misses_Shape_1,S111
7.057,9,CP5,26,Misses_Shape_1,S111
11.853,10,CP1,26,Misses_Shape_1,S111
11.967,11,Pz,26,Misses_Shape_1,S111
12.593,12,P3,26,Misses_Shape_1,S111
5.473,13,P7,26,Misses_Shape_1,S111
11.516,14,O1,26,Misses_Shape_1,S111
11.147,15,O2,26,Misses_Shape_1,S111
10.867,16,P4,26,Misses_Shape_1,S111
5.268,17,P8,26,Misses_Shape_1,S111
6.540,18,CP6,26,Misses_Shape_1,S111
10.889,19,CP2,26,Misses_Shape_1,S111
10.580,20,CZ,26,Misses_Shape_1,S111
7.061,21,C4,26,Misses_Shape_1,S111
1.388,22,T8,26,Misses_Shape_1,S111
2.804,23,FC6,26,Misses_Shape_1,S111
7.970,24,FC2,26,Misses_Shape_1,S111
2.614,25,F4,26,Misses_Shape_1,S111
0.981,26,F8,26,Misses_Shape_1,S111
-5.508,27,FP2,26,Misses_Shape_1,S111
8.161,1,FP1,27,Correct_Rejections_Shape_1,S111
13.883,2,Fz,27,Correct_Rejections_Shape_1,S111
13.293,3,F3,27,Correct_Rejections_Shape_1,S111
9.943,4,F7,27,Correct_Rejections_Shape_1,S111
11.865,5,FC5,27,Correct_Rejections_Shape_1,S111
14.609,6,FC1,27,Correct_Rejections_Shape_1,S111
14.188,7,C3,27,Correct_Rejections_Shape_1,S111
8.143,8,T7,27,Correct_Rejections_Shape_1,S111
9.604,9,CP5,27,Correct_Rejections_Shape_1,S111
14.197,10,CP1,27,Correct_Rejections_Shape_1,S111
9.597,11,Pz,27,Correct_Rejections_Shape_1,S111
10.968,12,P3,27,Correct_Rejections_Shape_1,S111
6.051,13,P7,27,Correct_Rejections_Shape_1,S111
6.098,14,O1,27,Correct_Rejections_Shape_1,S111
7.645,15,O2,27,Correct_Rejections_Shape_1,S111
9.510,16,P4,27,Correct_Rejections_Shape_1,S111
0.026,17,P8,27,Correct_Rejections_Shape_1,S111
6.520,18,CP6,27,Correct_Rejections_Shape_1,S111
12.190,19,CP2,27,Correct_Rejections_Shape_1,S111
16.564,20,CZ,27,Correct_Rejections_Shape_1,S111
9.807,21,C4,27,Correct_Rejections_Shape_1,S111
2.744,22,T8,27,Correct_Rejections_Shape_1,S111
7.838,23,FC6,27,Correct_Rejections_Shape_1,S111
12.802,24,FC2,27,Correct_Rejections_Shape_1,S111
10.582,25,F4,27,Correct_Rejections_Shape_1,S111
7.393,26,F8,27,Correct_Rejections_Shape_1,S111
6.497,27,FP2,27,Correct_Rejections_Shape_1,S111
-2.951,1,FP1,28,False_Alarms_Shape_1,S111
0.758,2,Fz,28,False_Alarms_Shape_1,S111
1.513,3,F3,28,False_Alarms_Shape_1,S111
2.094,4,F7,28,False_Alarms_Shape_1,S111
2.537,5,FC5,28,False_Alarms_Shape_1,S111
1.136,6,FC1,28,False_Alarms_Shape_1,S111
2.507,7,C3,28,False_Alarms_Shape_1,S111
2.445,8,T7,28,False_Alarms_Shape_1,S111
2.718,9,CP5,28,False_Alarms_Shape_1,S111
0.664,10,CP1,28,False_Alarms_Shape_1,S111
-0.696,11,Pz,28,False_Alarms_Shape_1,S111
0.680,12,P3,28,False_Alarms_Shape_1,S111
-0.485,13,P7,28,False_Alarms_Shape_1,S111
-1.076,14,O1,28,False_Alarms_Shape_1,S111
-0.078,15,O2,28,False_Alarms_Shape_1,S111
-0.633,16,P4,28,False_Alarms_Shape_1,S111
-1.594,17,P8,28,False_Alarms_Shape_1,S111
-0.152,18,CP6,28,False_Alarms_Shape_1,S111
-0.784,19,CP2,28,False_Alarms_Shape_1,S111
-0.245,20,CZ,28,False_Alarms_Shape_1,S111
-0.128,21,C4,28,False_Alarms_Shape_1,S111
-0.280,22,T8,28,False_Alarms_Shape_1,S111
-0.806,23,FC6,28,False_Alarms_Shape_1,S111
0.623,24,FC2,28,False_Alarms_Shape_1,S111
-0.714,25,F4,28,False_Alarms_Shape_1,S111
-0.858,26,F8,28,False_Alarms_Shape_1,S111
-4.724,27,FP2,28,False_Alarms_Shape_1,S111
-7.146,1,FP1,29,Hits_Shape_2,S111
5.470,2,Fz,29,Hits_Shape_2,S111
2.834,3,F3,29,Hits_Shape_2,S111
0.449,4,F7,29,Hits_Shape_2,S111
4.351,5,FC5,29,Hits_Shape_2,S111
8.102,6,FC1,29,Hits_Shape_2,S111
7.685,7,C3,29,Hits_Shape_2,S111
4.627,8,T7,29,Hits_Shape_2,S111
7.304,9,CP5,29,Hits_Shape_2,S111
9.705,10,CP1,29,Hits_Shape_2,S111
9.713,11,Pz,29,Hits_Shape_2,S111
8.774,12,P3,29,Hits_Shape_2,S111
2.524,13,P7,29,Hits_Shape_2,S111
4.496,14,O1,29,Hits_Shape_2,S111
2.403,15,O2,29,Hits_Shape_2,S111
6.422,16,P4,29,Hits_Shape_2,S111
-0.296,17,P8,29,Hits_Shape_2,S111
4.081,18,CP6,29,Hits_Shape_2,S111
8.593,19,CP2,29,Hits_Shape_2,S111
10.459,20,CZ,29,Hits_Shape_2,S111
6.525,21,C4,29,Hits_Shape_2,S111
2.831,22,T8,29,Hits_Shape_2,S111
3.310,23,FC6,29,Hits_Shape_2,S111
7.604,24,FC2,29,Hits_Shape_2,S111
3.004,25,F4,29,Hits_Shape_2,S111
1.288,26,F8,29,Hits_Shape_2,S111
-6.046,27,FP2,29,Hits_Shape_2,S111
-12.379,1,FP1,30,Misses_Shape_2,S111
0.493,2,Fz,30,Misses_Shape_2,S111
1.049,3,F3,30,Misses_Shape_2,S111
1.578,4,F7,30,Misses_Shape_2,S111
4.475,5,FC5,30,Misses_Shape_2,S111
6.194,6,FC1,30,Misses_Shape_2,S111
6.949,7,C3,30,Misses_Shape_2,S111
3.564,8,T7,30,Misses_Shape_2,S111
5.833,9,CP5,30,Misses_Shape_2,S111
8.127,10,CP1,30,Misses_Shape_2,S111
7.712,11,Pz,30,Misses_Shape_2,S111
8.450,12,P3,30,Misses_Shape_2,S111
5.280,13,P7,30,Misses_Shape_2,S111
6.735,14,O1,30,Misses_Shape_2,S111
4.442,15,O2,30,Misses_Shape_2,S111
6.339,16,P4,30,Misses_Shape_2,S111
2.809,17,P8,30,Misses_Shape_2,S111
5.361,18,CP6,30,Misses_Shape_2,S111
7.123,19,CP2,30,Misses_Shape_2,S111
7.246,20,CZ,30,Misses_Shape_2,S111
5.292,21,C4,30,Misses_Shape_2,S111
2.942,22,T8,30,Misses_Shape_2,S111
1.595,23,FC6,30,Misses_Shape_2,S111
3.869,24,FC2,30,Misses_Shape_2,S111
-1.855,25,F4,30,Misses_Shape_2,S111
-3.127,26,F8,30,Misses_Shape_2,S111
-12.654,27,FP2,30,Misses_Shape_2,S111
-11.189,1,FP1,31,Correct_Rejections_Shape_2,S111
0.194,2,Fz,31,Correct_Rejections_Shape_2,S111
-1.402,3,F3,31,Correct_Rejections_Shape_2,S111
-2.774,4,F7,31,Correct_Rejections_Shape_2,S111
0.920,5,FC5,31,Correct_Rejections_Shape_2,S111
5.192,6,FC1,31,Correct_Rejections_Shape_2,S111
4.766,7,C3,31,Correct_Rejections_Shape_2,S111
-4.686,8,T7,31,Correct_Rejections_Shape_2,S111
2.332,9,CP5,31,Correct_Rejections_Shape_2,S111
7.544,10,CP1,31,Correct_Rejections_Shape_2,S111
8.169,11,Pz,31,Correct_Rejections_Shape_2,S111
6.718,12,P3,31,Correct_Rejections_Shape_2,S111
-0.546,13,P7,31,Correct_Rejections_Shape_2,S111
2.715,14,O1,31,Correct_Rejections_Shape_2,S111
0.107,15,O2,31,Correct_Rejections_Shape_2,S111
3.657,16,P4,31,Correct_Rejections_Shape_2,S111
-3.049,17,P8,31,Correct_Rejections_Shape_2,S111
0.905,18,CP6,31,Correct_Rejections_Shape_2,S111
6.365,19,CP2,31,Correct_Rejections_Shape_2,S111
7.136,20,CZ,31,Correct_Rejections_Shape_2,S111
4.487,21,C4,31,Correct_Rejections_Shape_2,S111
-1.281,22,T8,31,Correct_Rejections_Shape_2,S111
-0.458,23,FC6,31,Correct_Rejections_Shape_2,S111
3.620,24,FC2,31,Correct_Rejections_Shape_2,S111
-0.618,25,F4,31,Correct_Rejections_Shape_2,S111
-4.570,26,F8,31,Correct_Rejections_Shape_2,S111
-11.643,27,FP2,31,Correct_Rejections_Shape_2,S111
-10.478,1,FP1,32,False_Alarms_Shape_2,S111
-1.289,2,Fz,32,False_Alarms_Shape_2,S111
-2.712,3,F3,32,False_Alarms_Shape_2,S111
-1.294,4,F7,32,False_Alarms_Shape_2,S111
0.041,5,FC5,32,False_Alarms_Shape_2,S111
-0.417,6,FC1,32,False_Alarms_Shape_2,S111
1.995,7,C3,32,False_Alarms_Shape_2,S111
1.052,8,T7,32,False_Alarms_Shape_2,S111
2.336,9,CP5,32,False_Alarms_Shape_2,S111
3.936,10,CP1,32,False_Alarms_Shape_2,S111
3.808,11,Pz,32,False_Alarms_Shape_2,S111
4.277,12,P3,32,False_Alarms_Shape_2,S111
0.368,13,P7,32,False_Alarms_Shape_2,S111
3.145,14,O1,32,False_Alarms_Shape_2,S111
3.551,15,O2,32,False_Alarms_Shape_2,S111
4.086,16,P4,32,False_Alarms_Shape_2,S111
-0.977,17,P8,32,False_Alarms_Shape_2,S111
1.231,18,CP6,32,False_Alarms_Shape_2,S111
3.808,19,CP2,32,False_Alarms_Shape_2,S111
2.317,20,CZ,32,False_Alarms_Shape_2,S111
1.907,21,C4,32,False_Alarms_Shape_2,S111
-0.161,22,T8,32,False_Alarms_Shape_2,S111
-2.420,23,FC6,32,False_Alarms_Shape_2,S111
0.780,24,FC2,32,False_Alarms_Shape_2,S111
-3.036,25,F4,32,False_Alarms_Shape_2,S111
-5.143,26,F8,32,False_Alarms_Shape_2,S111
-10.880,27,FP2,32,False_Alarms_Shape_2,S111
5.223,1,FP1,33,Hits_Shape_3,S111
5.539,2,Fz,33,Hits_Shape_3,S111
5.771,3,F3,33,Hits_Shape_3,S111
3.883,4,F7,33,Hits_Shape_3,S111
4.623,5,FC5,33,Hits_Shape_3,S111
6.141,6,FC1,33,Hits_Shape_3,S111
6.413,7,C3,33,Hits_Shape_3,S111
3.997,8,T7,33,Hits_Shape_3,S111
7.693,9,CP5,33,Hits_Shape_3,S111
6.411,10,CP1,33,Hits_Shape_3,S111
5.155,11,Pz,33,Hits_Shape_3,S111
7.245,12,P3,33,Hits_Shape_3,S111
4.849,13,P7,33,Hits_Shape_3,S111
5.593,14,O1,33,Hits_Shape_3,S111
3.253,15,O2,33,Hits_Shape_3,S111
4.236,16,P4,33,Hits_Shape_3,S111
0.779,17,P8,33,Hits_Shape_3,S111
1.955,18,CP6,33,Hits_Shape_3,S111
5.342,19,CP2,33,Hits_Shape_3,S111
6.603,20,CZ,33,Hits_Shape_3,S111
3.535,21,C4,33,Hits_Shape_3,S111
1.965,22,T8,33,Hits_Shape_3,S111
3.508,23,FC6,33,Hits_Shape_3,S111
5.140,24,FC2,33,Hits_Shape_3,S111
4.047,25,F4,33,Hits_Shape_3,S111
2.324,26,F8,33,Hits_Shape_3,S111
5.272,27,FP2,33,Hits_Shape_3,S111
-7.782,1,FP1,34,Misses_Shape_3,S111
1.904,2,Fz,34,Misses_Shape_3,S111
1.278,3,F3,34,Misses_Shape_3,S111
1.686,4,F7,34,Misses_Shape_3,S111
3.213,5,FC5,34,Misses_Shape_3,S111
4.056,6,FC1,34,Misses_Shape_3,S111
4.947,7,C3,34,Misses_Shape_3,S111
3.442,8,T7,34,Misses_Shape_3,S111
4.680,9,CP5,34,Misses_Shape_3,S111
5.456,10,CP1,34,Misses_Shape_3,S111
4.719,11,Pz,34,Misses_Shape_3,S111
5.543,12,P3,34,Misses_Shape_3,S111
3.682,13,P7,34,Misses_Shape_3,S111
3.682,14,O1,34,Misses_Shape_3,S111
2.519,15,O2,34,Misses_Shape_3,S111
4.421,16,P4,34,Misses_Shape_3,S111
0.051,17,P8,34,Misses_Shape_3,S111
1.877,18,CP6,34,Misses_Shape_3,S111
4.906,19,CP2,34,Misses_Shape_3,S111
4.968,20,CZ,34,Misses_Shape_3,S111
3.358,21,C4,34,Misses_Shape_3,S111
2.618,22,T8,34,Misses_Shape_3,S111
2.227,23,FC6,34,Misses_Shape_3,S111
3.151,24,FC2,34,Misses_Shape_3,S111
0.523,25,F4,34,Misses_Shape_3,S111
1.192,26,F8,34,Misses_Shape_3,S111
-6.700,27,FP2,34,Misses_Shape_3,S111
-1.040,1,FP1,35,Correct_Rejections_Shape_3,S111
3.940,2,Fz,35,Correct_Rejections_Shape_3,S111
3.204,3,F3,35,Correct_Rejections_Shape_3,S111
1.158,4,F7,35,Correct_Rejections_Shape_3,S111
3.729,5,FC5,35,Correct_Rejections_Shape_3,S111
5.521,6,FC1,35,Correct_Rejections_Shape_3,S111
5.925,7,C3,35,Correct_Rejections_Shape_3,S111
2.217,8,T7,35,Correct_Rejections_Shape_3,S111
5.768,9,CP5,35,Correct_Rejections_Shape_3,S111
6.565,10,CP1,35,Correct_Rejections_Shape_3,S111
6.142,11,Pz,35,Correct_Rejections_Shape_3,S111
6.938,12,P3,35,Correct_Rejections_Shape_3,S111
4.862,13,P7,35,Correct_Rejections_Shape_3,S111
4.256,14,O1,35,Correct_Rejections_Shape_3,S111
4.656,15,O2,35,Correct_Rejections_Shape_3,S111
5.804,16,P4,35,Correct_Rejections_Shape_3,S111
2.762,17,P8,35,Correct_Rejections_Shape_3,S111
3.608,18,CP6,35,Correct_Rejections_Shape_3,S111
5.456,19,CP2,35,Correct_Rejections_Shape_3,S111
5.472,20,CZ,35,Correct_Rejections_Shape_3,S111
4.748,21,C4,35,Correct_Rejections_Shape_3,S111
2.999,22,T8,35,Correct_Rejections_Shape_3,S111
3.036,23,FC6,35,Correct_Rejections_Shape_3,S111
5.268,24,FC2,35,Correct_Rejections_Shape_3,S111
3.183,25,F4,35,Correct_Rejections_Shape_3,S111
0.666,26,F8,35,Correct_Rejections_Shape_3,S111
-0.807,27,FP2,35,Correct_Rejections_Shape_3,S111
-12.190,1,FP1,36,False_Alarms_Shape_3,S111
-2.497,2,Fz,36,False_Alarms_Shape_3,S111
-3.832,3,F3,36,False_Alarms_Shape_3,S111
-4.179,4,F7,36,False_Alarms_Shape_3,S111
-1.906,5,FC5,36,False_Alarms_Shape_3,S111
-1.659,6,FC1,36,False_Alarms_Shape_3,S111
-0.425,7,C3,36,False_Alarms_Shape_3,S111
-1.427,8,T7,36,False_Alarms_Shape_3,S111
0.528,9,CP5,36,False_Alarms_Shape_3,S111
0.289,10,CP1,36,False_Alarms_Shape_3,S111
-0.113,11,Pz,36,False_Alarms_Shape_3,S111
0.027,12,P3,36,False_Alarms_Shape_3,S111
-1.640,13,P7,36,False_Alarms_Shape_3,S111
-2.055,14,O1,36,False_Alarms_Shape_3,S111
-2.777,15,O2,36,False_Alarms_Shape_3,S111
-0.724,16,P4,36,False_Alarms_Shape_3,S111
-3.411,17,P8,36,False_Alarms_Shape_3,S111
-0.222,18,CP6,36,False_Alarms_Shape_3,S111
0.294,19,CP2,36,False_Alarms_Shape_3,S111
-0.358,20,CZ,36,False_Alarms_Shape_3,S111
0.004,21,C4,36,False_Alarms_Shape_3,S111
-0.852,22,T8,36,False_Alarms_Shape_3,S111
-1.803,23,FC6,36,False_Alarms_Shape_3,S111
-0.591,24,FC2,36,False_Alarms_Shape_3,S111
-3.032,25,F4,36,False_Alarms_Shape_3,S111
-3.238,26,F8,36,False_Alarms_Shape_3,S111
-11.600,27,FP2,36,False_Alarms_Shape_3,S111
-8.667,1,FP1,37,Hits,S111
-0.161,2,Fz,37,Hits,S111
-0.306,3,F3,37,Hits,S111
-0.569,4,F7,37,Hits,S111
