value,chindex,chlabel,bini,binlabel,SubjID
1.513,23,FC6,29,Hits_Shape_2,S106
3.409,24,FC2,29,Hits_Shape_2,S106
-0.099,25,F4,29,Hits_Shape_2,S106
0.416,26,F8,29,Hits_Shape_2,S106
0.603,27,FP2,29,Hits_Shape_2,S106
5.600,1,FP1,30,Misses_Shape_2,S106
10.143,2,Fz,30,Misses_Shape_2,S106
11.577,3,F3,30,Misses_Shape_2,S106
6.781,4,F7,30,Misses_Shape_2,S106
8.753,5,FC5,30,Misses_Shape_2,S106
9.680,6,FC1,30,Misses_Shape_2,S106
8.646,7,C3,30,Misses_Shape_2,S106
3.164,8,T7,30,Misses_Shape_2,S106
3.985,9,CP5,30,Misses_Shape_2,S106
7.470,10,CP1,30,Misses_Shape_2,S106
4.641,11,Pz,30,Misses_Shape_2,S106
4.578,12,P3,30,Misses_Shape_2,S106
1.522,13,P7,30,Misses_Shape_2,S106
1.173,14,O1,30,Misses_Shape_2,S106
4.205,15,O2,30,Misses_Shape_2,S106
6.110,16,P4,30,Misses_Shape_2,S106
1.728,17,P8,30,Misses_Shape_2,S106
5.556,18,CP6,30,Misses_Shape_2,S106
7.602,19,CP2,30,Misses_Shape_2,S106
7.914,20,CZ,30,Misses_Shape_2,S106
8.391,21,C4,30,Misses_Shape_2,S106
3.731,22,T8,30,Misses_Shape_2,S106
7.033,23,FC6,30,Misses_Shape_2,S106
9.419,24,FC2,30,Misses_Shape_2,S106
8.822,25,F4,30,Misses_Shape_2,S106
4.206,26,F8,30,Misses_Shape_2,S106
4.645,27,FP2,30,Misses_Shape_2,S106
4.700,1,FP1,31,Correct_Rejections_Shape_2,S106
5.807,2,Fz,31,Correct_Rejections_Shape_2,S106
7.952,3,F3,31,Correct_Rejections_Shape_2,S106
5.439,4,F7,31,Correct_Rejections_Shape_2,S106
6.993,5,FC5,31,Correct_Rejections_Shape_2,S106
7.891,6,FC1,31,Correct_Rejections_Shape_2,S106
7.814,7,C3,31,Correct_Rejections_Shape_2,S106
2.029,8,T7,31,Correct_Rejections_Shape_2,S106
4.141,9,CP5,31,Correct_Rejections_Shape_2,S106
6.758,10,CP1,31,Correct_Rejections_Shape_2,S106
5.963,11,Pz,31,Correct_Rejections_Shape_2,S106
5.697,12,P3,31,Correct_Rejections_Shape_2,S106
4.635,13,P7,31,Correct_Rejections_Shape_2,S106
5.171,14,O1,31,Correct_Rejections_Shape_2,S106
7.232,15,O2,31,Correct_Rejections_Shape_2,S106
6.601,16,P4,31,Correct_Rejections_Shape_2,S106
3.691,17,P8,31,Correct_Rejections_Shape_2,S106
4.655,18,CP6,31,Correct_Rejections_Shape_2,S106
7.468,19,CP2,31,Correct_Rejections_Shape_2,S106
7.710,20,CZ,31,Correct_Rejections_Shape_2,S106
6.894,21,C4,31,Correct_Rejections_Shape_2,S106
0.731,22,T8,31,Correct_Rejections_Shape_2,S106
3.693,23,FC6,31,Correct_Rejections_Shape_2,S106
6.575,24,FC2,31,Correct_Rejections_Shape_2,S106
4.513,25,F4,31,Correct_Rejections_Shape_2,S106
4.050,26,F8,31,Correct_Rejections_Shape_2,S106
3.697,27,FP2,31,Correct_Rejections_Shape_2,S106
-0.212,1,FP1,32,False_Alarms_Shape_2,S106
0.655,2,Fz,32,False_Alarms_Shape_2,S106
-0.431,3,F3,32,False_Alarms_Shape_2,S106
-0.146,4,F7,32,False_Alarms_Shape_2,S106
-1.771,5,FC5,32,False_Alarms_Shape_2,S106
-2.512,6,FC1,32,False_Alarms_Shape_2,S106
-4.377,7,C3,32,False_Alarms_Shape_2,S106
-3.594,8,T7,32,False_Alarms_Shape_2,S106
-4.649,9,CP5,32,False_Alarms_Shape_2,S106
-5.211,10,CP1,32,False_Alarms_Shape_2,S106
-4.350,11,Pz,32,False_Alarms_Shape_2,S106
-4.073,12,P3,32,False_Alarms_Shape_2,S106
-3.979,13,P7,32,False_Alarms_Shape_2,S106
0.106,14,O1,32,False_Alarms_Shape_2,S106
1.762,15,O2,32,False_Alarms_Shape_2,S106
0.125,16,P4,32,False_Alarms_Shape_2,S106
-0.338,17,P8,32,False_Alarms_Shape_2,S106
0.107,18,CP6,32,False_Alarms_Shape_2,S106
-2.486,19,CP2,32,False_Alarms_Shape_2,S106
-4.039,20,CZ,32,False_Alarms_Shape_2,S106
-0.409,21,C4,32,False_Alarms_Shape_2,S106
1.703,22,T8,32,False_Alarms_Shape_2,S106
0.239,23,FC6,32,False_Alarms_Shape_2,S106
-1.943,24,FC2,32,False_Alarms_Shape_2,S106
-1.505,25,F4,32,False_Alarms_Shape_2,S106
3.231,26,F8,32,False_Alarms_Shape_2,S106
2.268,27,FP2,32,False_Alarms_Shape_2,S106
3.792,1,FP1,33,Hits_Shape_3,S106
8.307,2,Fz,33,Hits_Shape_3,S106
8.829,3,F3,33,Hits_Shape_3,S106
3.623,4,F7,33,Hits_Shape_3,S106
6.146,5,FC5,33,Hits_Shape_3,S106
10.151,6,FC1,33,Hits_Shape_3,S106
7.448,7,C3,33,Hits_Shape_3,S106
2.444,8,T7,33,Hits_Shape_3,S106
4.059,9,CP5,33,Hits_Shape_3,S106
8.444,10,CP1,33,Hits_Shape_3,S106
6.561,11,Pz,33,Hits_Shape_3,S106
5.698,12,P3,33,Hits_Shape_3,S106
2.937,13,P7,33,Hits_Shape_3,S106
3.189,14,O1,33,Hits_Shape_3,S106
5.527,15,O2,33,Hits_Shape_3,S106
7.393,16,P4,33,Hits_Shape_3,S106
1.474,17,P8,33,Hits_Shape_3,S106
4.967,18,CP6,33,Hits_Shape_3,S106
9.159,19,CP2,33,Hits_Shape_3,S106
10.943,20,CZ,33,Hits_Shape_3,S106
9.565,21,C4,33,Hits_Shape_3,S106
1.164,22,T8,33,Hits_Shape_3,S106
4.623,23,FC6,33,Hits_Shape_3,S106
9.058,24,FC2,33,Hits_Shape_3,S106
4.185,25,F4,33,Hits_Shape_3,S106
2.131,26,F8,33,Hits_Shape_3,S106
3.273,27,FP2,33,Hits_Shape_3,S106
-2.961,1,FP1,34,Misses_Shape_3,S106
-2.271,2,Fz,34,Misses_Shape_3,S106
-0.838,3,F3,34,Misses_Shape_3,S106
0.625,4,F7,34,Misses_Shape_3,S106
1.299,5,FC5,34,Misses_Shape_3,S106
0.502,6,FC1,34,Misses_Shape_3,S106
0.277,7,C3,34,Misses_Shape_3,S106
-1.521,8,T7,34,Misses_Shape_3,S106
-1.096,9,CP5,34,Misses_Shape_3,S106
-2.521,10,CP1,34,Misses_Shape_3,S106
-3.286,11,Pz,34,Misses_Shape_3,S106
-1.506,12,P3,34,Misses_Shape_3,S106
1.196,13,P7,34,Misses_Shape_3,S106
-0.096,14,O1,34,Misses_Shape_3,S106
0.563,15,O2,34,Misses_Shape_3,S106
-0.989,16,P4,34,Misses_Shape_3,S106
-1.928,17,P8,34,Misses_Shape_3,S106
-3.500,18,CP6,34,Misses_Shape_3,S106
-1.906,19,CP2,34,Misses_Shape_3,S106
-1.573,20,CZ,34,Misses_Shape_3,S106
-0.122,21,C4,34,Misses_Shape_3,S106
-4.959,22,T8,34,Misses_Shape_3,S106
-3.922,23,FC6,34,Misses_Shape_3,S106
-2.200,24,FC2,34,Misses_Shape_3,S106
-3.624,25,F4,34,Misses_Shape_3,S106
-3.337,26,F8,34,Misses_Shape_3,S106
-3.906,27,FP2,34,Misses_Shape_3,S106
1.532,1,FP1,35,Correct_Rejections_Shape_3,S106
5.526,2,Fz,35,Correct_Rejections_Shape_3,S106
5.461,3,F3,35,Correct_Rejections_Shape_3,S106
2.502,4,F7,35,Correct_Rejections_Shape_3,S106
5.018,5,FC5,35,Correct_Rejections_Shape_3,S106
6.179,6,FC1,35,Correct_Rejections_Shape_3,S106
6.857,7,C3,35,Correct_Rejections_Shape_3,S106
2.510,8,T7,35,Correct_Rejections_Shape_3,S106
6.575,9,CP5,35,Correct_Rejections_Shape_3,S106
7.296,10,CP1,35,Correct_Rejections_Shape_3,S106
8.119,11,Pz,35,Correct_Rejections_Shape_3,S106
8.395,12,P3,35,Correct_Rejections_Shape_3,S106
6.392,13,P7,35,Correct_Rejections_Shape_3,S106
6.025,14,O1,35,Correct_Rejections_Shape_3,S106
9.670,15,O2,35,Correct_Rejections_Shape_3,S106
9.390,16,P4,35,Correct_Rejections_Shape_3,S106
4.982,17,P8,35,Correct_Rejections_Shape_3,S106
6.313,18,CP6,35,Correct_Rejections_Shape_3,S106
8.528,19,CP2,35,Correct_Rejections_Shape_3,S106
7.372,20,CZ,35,Correct_Rejections_Shape_3,S106
7.905,21,C4,35,Correct_Rejections_Shape_3,S106
1.094,22,T8,35,Correct_Rejections_Shape_3,S106
4.326,23,FC6,35,Correct_Rejections_Shape_3,S106
6.604,24,FC2,35,Correct_Rejections_Shape_3,S106
3.941,25,F4,35,Correct_Rejections_Shape_3,S106
3.182,26,F8,35,Correct_Rejections_Shape_3,S106
0.663,27,FP2,35,Correct_Rejections_Shape_3,S106
-8.323,1,FP1,36,False_Alarms_Shape_3,S106
1.435,2,Fz,36,False_Alarms_Shape_3,S106
0.406,3,F3,36,False_Alarms_Shape_3,S106
-1.715,4,F7,36,False_Alarms_Shape_3,S106
-0.269,5,FC5,36,False_Alarms_Shape_3,S106
1.269,6,FC1,36,False_Alarms_Shape_3,S106
-2.835,7,C3,36,False_Alarms_Shape_3,S106
-5.326,8,T7,36,False_Alarms_Shape_3,S106
-4.519,9,CP5,36,False_Alarms_Shape_3,S106
-1.356,10,CP1,36,False_Alarms_Shape_3,S106
-1.748,11,Pz,36,False_Alarms_Shape_3,S106
-2.362,12,P3,36,False_Alarms_Shape_3,S106
-4.591,13,P7,36,False_Alarms_Shape_3,S106
-2.507,14,O1,36,False_Alarms_Shape_3,S106
0.775,15,O2,36,False_Alarms_Shape_3,S106
2.788,16,P4,36,False_Alarms_Shape_3,S106
-0.253,17,P8,36,False_Alarms_Shape_3,S106
2.378,18,CP6,36,False_Alarms_Shape_3,S106
2.151,19,CP2,36,False_Alarms_Shape_3,S106
-0.038,20,CZ,36,False_Alarms_Shape_3,S106
3.413,21,C4,36,False_Alarms_Shape_3,S106
0.178,22,T8,36,False_Alarms_Shape_3,S106
-0.196,23,FC6,36,False_Alarms_Shape_3,S106
1.575,24,FC2,36,False_Alarms_Shape_3,S106
-4.008,25,F4,36,False_Alarms_Shape_3,S106
-2.452,26,F8,36,False_Alarms_Shape_3,S106
-7.781,27,FP2,36,False_Alarms_Shape_3,S106
-1.844,1,FP1,37,Hits,S106
0.393,2,Fz,37,Hits,S106
1.381,3,F3,37,Hits,S106
-0.081,4,F7,37,Hits,S106
1.701,5,FC5,37,Hits,S106
2.091,6,FC1,37,Hits,S106
2.443,7,C3,37,Hits,S106
-0.005,8,T7,37,Hits,S106
1.786,9,CP5,37,Hits,S106
2.768,10,CP1,37,Hits,S106
2.529,11,Pz,37,Hits,S106
3.243,12,P3,37,Hits,S106
2.705,13,P7,37,Hits,S106
4.425,14,O1,37,Hits,S106
5.070,15,O2,37,Hits,S106
3.383,16,P4,37,Hits,S106
1.066,17,P8,37,Hits,S106
1.046,18,CP6,37,Hits,S106
3.087,19,CP2,37,Hits,S106
2.471,20,CZ,37,Hits,S106
2.712,21,C4,37,Hits,S106
-1.573,22,T8,37,Hits,S106
-0.409,23,FC6,37,Hits,S106
1.605,24,FC2,37,Hits,S106
-1.749,25,F4,37,Hits,S106
-1.761,26,F8,37,Hits,S106
-2.421,27,FP2,37,Hits,S106
-0.358,1,FP1,38,Misses,S106
1.730,2,Fz,38,Misses,S106
2.912,3,F3,38,Misses,S106
2.153,4,F7,38,Misses,S106
3.823,5,FC5,38,Misses,S106
2.571,6,FC1,38,Misses,S106
3.311,7,C3,38,Misses,S106
0.747,8,T7,38,Misses,S106
2.060,9,CP5,38,Misses,S106
1.591,10,CP1,38,Misses,S106
0.844,11,Pz,38,Misses,S106
2.419,12,P3,38,Misses,S106
3.053,13,P7,38,Misses,S106
2.831,14,O1,38,Misses,S106
3.468,15,O2,38,Misses,S106
2.555,16,P4,38,Misses,S106
0.692,17,P8,38,Misses,S106
0.590,18,CP6,38,Misses,S106
1.949,19,CP2,38,Misses,S106
1.360,20,CZ,38,Misses,S106
2.674,21,C4,38,Misses,S106
-1.141,22,T8,38,Misses,S106
0.887,23,FC6,38,Misses,S106
2.054,24,FC2,38,Misses,S106
1.430,25,F4,38,Misses,S106
0.156,26,F8,38,Misses,S106
-0.519,27,FP2,38,Misses,S106
2.242,1,FP1,39,Correct_Rejections,S106
3.765,2,Fz,39,Correct_Rejections,S106
5.461,3,F3,39,Correct_Rejections,S106
3.841,4,F7,39,Correct_Rejections,S106
5.686,5,FC5,39,Correct_Rejections,S106
5.270,6,FC1,39,Correct_Rejections,S106
6.107,7,C3,39,Correct_Rejections,S106
2.721,8,T7,39,Correct_Rejections,S106
4.699,9,CP5,39,Correct_Rejections,S106
5.208,10,CP1,39,Correct_Rejections,S106
4.817,11,Pz,39,Correct_Rejections,S106
5.714,12,P3,39,Correct_Rejections,S106
4.807,13,P7,39,Correct_Rejections,S106
5.035,14,O1,39,Correct_Rejections,S106
6.761,15,O2,39,Correct_Rejections,S106
6.240,16,P4,39,Correct_Rejections,S106
3.059,17,P8,39,Correct_Rejections,S106
4.497,18,CP6,39,Correct_Rejections,S106
6.151,19,CP2,39,Correct_Rejections,S106
5.187,20,CZ,39,Correct_Rejections,S106
6.022,21,C4,39,Correct_Rejections,S106
0.876,22,T8,39,Correct_Rejections,S106
3.378,23,FC6,39,Correct_Rejections,S106
4.826,24,FC2,39,Correct_Rejections,S106
3.094,25,F4,39,Correct_Rejections,S106
2.769,26,F8,39,Correct_Rejections,S106
1.558,27,FP2,39,Correct_Rejections,S106
-6.626,1,FP1,40,False_Alarms,S106
-1.246,2,Fz,40,False_Alarms,S106
-0.509,3,F3,40,False_Alarms,S106
-0.751,4,F7,40,False_Alarms,S106
-0.156,5,FC5,40,False_Alarms,S106
-1.077,6,FC1,40,False_Alarms,S106
-1.557,7,C3,40,False_Alarms,S106
-2.301,8,T7,40,False_Alarms,S106
-0.948,9,CP5,40,False_Alarms,S106
-1.963,10,CP1,40,False_Alarms,S106
-1.894,11,Pz,40,False_Alarms,S106
0.208,12,P3,40,False_Alarms,S106
0.886,13,P7,40,False_Alarms,S106
2.506,14,O1,40,False_Alarms,S106
2.817,15,O2,40,False_Alarms,S106
1.518,16,P4,40,False_Alarms,S106
0.303,17,P8,40,False_Alarms,S106
0.726,18,CP6,40,False_Alarms,S106
-0.007,19,CP2,40,False_Alarms,S106
-1.782,20,CZ,40,False_Alarms,S106
0.520,21,C4,40,False_Alarms,S106
-0.086,22,T8,40,False_Alarms,S106
-0.392,23,FC6,40,False_Alarms,S106
-0.975,24,FC2,40,False_Alarms,S106
-2.824,25,F4,40,False_Alarms,S106
-0.446,26,F8,40,False_Alarms,S106
-4.186,27,FP2,40,False_Alarms,S106
-1.101,1,FP1,41,Old,S106
1.061,2,Fz,41,Old,S106
2.146,3,F3,41,Old,S106
1.036,4,F7,41,Old,S106
2.762,5,FC5,41,Old,S106
2.331,6,FC1,41,Old,S106
2.877,7,C3,41,Old,S106
0.371,8,T7,41,Old,S106
1.923,9,CP5,41,Old,S106
2.179,10,CP1,41,Old,S106
1.686,11,Pz,41,Old,S106
2.831,12,P3,41,Old,S106
2.879,13,P7,41,Old,S106
3.628,14,O1,41,Old,S106
4.269,15,O2,41,Old,S106
2.969,16,P4,41,Old,S106
0.879,17,P8,41,Old,S106
0.818,18,CP6,41,Old,S106
2.518,19,CP2,41,Old,S106
1.915,20,CZ,41,Old,S106
2.693,21,C4,41,Old,S106
-1.357,22,T8,41,Old,S106
0.239,23,FC6,41,Old,S106
1.830,24,FC2,41,Old,S106
-0.160,25,F4,41,Old,S106
-0.803,26,F8,41,Old,S106
-1.470,27,FP2,41,Old,S106
-2.192,1,FP1,42,New,S106
1.260,2,Fz,42,New,S106
2.476,3,F3,42,New,S106
1.545,4,F7,42,New,S106
2.765,5,FC5,42,New,S106
2.096,6,FC1,42,New,S106
2.275,7,C3,42,New,S106
0.210,8,T7,42,New,S106
1.876,9,CP5,42,New,S106
1.622,10,CP1,42,New,S106
1.462,11,Pz,42,New,S106
2.961,12,P3,42,New,S106
2.846,13,P7,42,New,S106
3.770,14,O1,42,New,S106
4.789,15,O2,42,New,S106
3.879,16,P4,42,New,S106
1.681,17,P8,42,New,S106
2.612,18,CP6,42,New,S106
3.072,19,CP2,42,New,S106
1.702,20,CZ,42,New,S106
3.271,21,C4,42,New,S106
0.395,22,T8,42,New,S106
1.493,23,FC6,42,New,S106
1.926,24,FC2,42,New,S106
0.135,25,F4,42,New,S106
1.161,26,F8,42,New,S106
-1.314,27,FP2,42,New,S106
0.199,1,FP1,43,Correct_Responses,S106
2.079,2,Fz,43,Correct_Responses,S106
3.421,3,F3,43,Correct_Responses,S106
1.880,4,F7,43,Correct_Responses,S106
3.693,5,FC5,43,Correct_Responses,S106
3.681,6,FC1,43,Correct_Responses,S106
4.275,7,C3,43,Correct_Responses,S106
1.358,8,T7,43,Correct_Responses,S106
3.242,9,CP5,43,Correct_Responses,S106
3.988,10,CP1,43,Correct_Responses,S106
3.673,11,Pz,43,Correct_Responses,S106
4.478,12,P3,43,Correct_Responses,S106
3.756,13,P7,43,Correct_Responses,S106
4.730,14,O1,43,Correct_Responses,S106
5.915,15,O2,43,Correct_Responses,S106
4.812,16,P4,43,Correct_Responses,S106
2.062,17,P8,43,Correct_Responses,S106
2.771,18,CP6,43,Correct_Responses,S106
4.619,19,CP2,43,Correct_Responses,S106
3.829,20,CZ,43,Correct_Responses,S106
4.367,21,C4,43,Correct_Responses,S106
-0.348,22,T8,43,Correct_Responses,S106
1.485,23,FC6,43,Correct_Responses,S106
3.216,24,FC2,43,Correct_Responses,S106
0.672,25,F4,43,Correct_Responses,S106
0.504,26,F8,43,Correct_Responses,S106
-0.431,27,FP2,43,Correct_Responses,S106
-3.492,1,FP1,44,Incorrect_Responses,S106
0.242,2,Fz,44,Incorrect_Responses,S106
1.202,3,F3,44,Incorrect_Responses,S106
0.701,4,F7,44,Incorrect_Responses,S106
1.833,5,FC5,44,Incorrect_Responses,S106
0.747,6,FC1,44,Incorrect_Responses,S106
0.877,7,C3,44,Incorrect_Responses,S106
-0.777,8,T7,44,Incorrect_Responses,S106
0.556,9,CP5,44,Incorrect_Responses,S106
-0.186,10,CP1,44,Incorrect_Responses,S106
-0.525,11,Pz,44,Incorrect_Responses,S106
1.314,12,P3,44,Incorrect_Responses,S106
1.970,13,P7,44,Incorrect_Responses,S106
2.669,14,O1,44,Incorrect_Responses,S106
3.142,15,O2,44,Incorrect_Responses,S106
2.037,16,P4,44,Incorrect_Responses,S106
0.497,17,P8,44,Incorrect_Responses,S106
0.658,18,CP6,44,Incorrect_Responses,S106
0.971,19,CP2,44,Incorrect_Responses,S106
-0.211,20,CZ,44,Incorrect_Responses,S106
1.597,21,C4,44,Incorrect_Responses,S106
-0.613,22,T8,44,Incorrect_Responses,S106
0.248,23,FC6,44,Incorrect_Responses,S106
0.539,24,FC2,44,Incorrect_Responses,S106
-0.697,25,F4,44,Incorrect_Responses,S106
-0.145,26,F8,44,Incorrect_Responses,S106
-2.352,27,FP2,44,Incorrect_Responses,S106
4.782,1,FP1,45,Hits_Minus_False_Alarms,S106
1.638,2,Fz,45,Hits_Minus_False_Alarms,S106
1.890,3,F3,45,Hits_Minus_False_Alarms,S106
0.671,4,F7,45,Hits_Minus_False_Alarms,S106
1.857,5,FC5,45,Hits_Minus_False_Alarms,S106
3.169,6,FC1,45,Hits_Minus_False_Alarms,S106
4.000,7,C3,45,Hits_Minus_False_Alarms,S106
2.296,8,T7,45,Hits_Minus_False_Alarms,S106
2.733,9,CP5,45,Hits_Minus_False_Alarms,S106
4.730,10,CP1,45,Hits_Minus_False_Alarms,S106
4.422,11,Pz,45,Hits_Minus_False_Alarms,S106
3.035,12,P3,45,Hits_Minus_False_Alarms,S106
1.819,13,P7,45,Hits_Minus_False_Alarms,S106
1.919,14,O1,45,Hits_Minus_False_Alarms,S106
2.253,15,O2,45,Hits_Minus_False_Alarms,S106
1.865,16,P4,45,Hits_Minus_False_Alarms,S106
0.763,17,P8,45,Hits_Minus_False_Alarms,S106
0.320,18,CP6,45,Hits_Minus_False_Alarms,S106
3.094,19,CP2,45,Hits_Minus_False_Alarms,S106
4.253,20,CZ,45,Hits_Minus_False_Alarms,S106
2.192,21,C4,45,Hits_Minus_False_Alarms,S106
-1.487,22,T8,45,Hits_Minus_False_Alarms,S106
-0.017,23,FC6,45,Hits_Minus_False_Alarms,S106
2.580,24,FC2,45,Hits_Minus_False_Alarms,S106
1.075,25,F4,45,Hits_Minus_False_Alarms,S106
-1.316,26,F8,45,Hits_Minus_False_Alarms,S106
1.764,27,FP2,45,Hits_Minus_False_Alarms,S106
