       value	     chindex	     chlabel	        bini	                     binlabel	         ERPset
       1.010	           7	          C3	          26	               Misses_Shape_1	S106_vsl_dprime
       0.599	           8	          T7	          26	               Misses_Shape_1	S106_vsl_dprime
       3.291	           9	         CP5	          26	               Misses_Shape_1	S106_vsl_dprime
      -0.175	          10	         CP1	          26	               Misses_Shape_1	S106_vsl_dprime
       1.177	          11	          Pz	          26	               Misses_Shape_1	S106_vsl_dprime
       4.185	          12	          P3	          26	               Misses_Shape_1	S106_vsl_dprime
       6.441	          13	          P7	          26	               Misses_Shape_1	S106_vsl_dprime
       7.416	          14	          O1	          26	               Misses_Shape_1	S106_vsl_dprime
       5.635	          15	          O2	          26	               Misses_Shape_1	S106_vsl_dprime
       2.545	          16	          P4	          26	               Misses_Shape_1	S106_vsl_dprime
       2.277	          17	          P8	          26	               Misses_Shape_1	S106_vsl_dprime
      -0.285	          18	         CP6	          26	               Misses_Shape_1	S106_vsl_dprime
       0.150	          19	         CP2	          26	               Misses_Shape_1	S106_vsl_dprime
      -2.262	          20	          CZ	          26	               Misses_Shape_1	S106_vsl_dprime
      -0.248	          21	          C4	          26	               Misses_Shape_1	S106_vsl_dprime
      -2.194	          22	          T8	          26	               Misses_Shape_1	S106_vsl_dprime
      -0.452	          23	         FC6	          26	               Misses_Shape_1	S106_vsl_dprime
      -1.056	          24	         FC2	          26	               Misses_Shape_1	S106_vsl_dprime
      -0.909	          25	          F4	          26	               Misses_Shape_1	S106_vsl_dprime
      -0.403	          26	          F8	          26	               Misses_Shape_1	S106_vsl_dprime
      -2.296	          27	         FP2	          26	               Misses_Shape_1	S106_vsl_dprime
       0.494	           1	         FP1	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
      -0.038	           2	          Fz	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       2.971	           3	          F3	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       3.584	           4	          F7	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       5.046	           5	         FC5	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       1.739	           6	         FC1	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       3.651	           7	          C3	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       3.623	           8	          T7	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       3.382	           9	         CP5	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       1.570	          10	         CP1	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       0.370	          11	          Pz	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       3.049	          12	          P3	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       3.393	          13	          P7	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       3.908	          14	          O1	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       3.381	          15	          O2	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       2.730	          16	          P4	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       0.505	          17	          P8	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       2.523	          18	         CP6	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       2.455	          19	         CP2	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       0.478	          20	          CZ	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       3.266	          21	          C4	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       0.803	          22	          T8	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       2.115	          23	         FC6	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       1.301	          24	         FC2	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       0.827	          25	          F4	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       1.074	          26	          F8	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
       0.315	          27	         FP2	          27	   Correct_Rejections_Shape_1	S106_vsl_dprime
     -11.344	           1	         FP1	          28	         False_Alarms_Shape_1	S106_vsl_dprime
      -5.826	           2	          Fz	          28	         False_Alarms_Shape_1	S106_vsl_dprime
      -1.501	           3	          F3	          28	         False_Alarms_Shape_1	S106_vsl_dprime
      -0.394	           4	          F7	          28	         False_Alarms_Shape_1	S106_vsl_dprime
       1.571	           5	         FC5	          28	         False_Alarms_Shape_1	S106_vsl_dprime
      -1.989	           6	         FC1	          28	         False_Alarms_Shape_1	S106_vsl_dprime
       2.541	           7	          C3	          28	         False_Alarms_Shape_1	S106_vsl_dprime
       2.016	           8	          T7	          28	         False_Alarms_Shape_1	S106_vsl_dprime
       6.326	           9	         CP5	          28	         False_Alarms_Shape_1	S106_vsl_dprime
       0.679	          10	         CP1	          28	         False_Alarms_Shape_1	S106_vsl_dprime
       0.418	          11	          Pz	          28	         False_Alarms_Shape_1	S106_vsl_dprime
       7.059	          12	          P3	          28	         False_Alarms_Shape_1	S106_vsl_dprime
      11.228	          13	          P7	          28	         False_Alarms_Shape_1	S106_vsl_dprime
       9.919	          14	          O1	          28	         False_Alarms_Shape_1	S106_vsl_dprime
       5.913	          15	          O2	          28	         False_Alarms_Shape_1	S106_vsl_dprime
       1.641	          16	          P4	          28	         False_Alarms_Shape_1	S106_vsl_dprime
       1.500	          17	          P8	          28	         False_Alarms_Shape_1	S106_vsl_dprime
      -0.307	          18	         CP6	          28	         False_Alarms_Shape_1	S106_vsl_dprime
       0.315	          19	         CP2	          28	         False_Alarms_Shape_1	S106_vsl_dprime
      -1.268	          20	          CZ	          28	         False_Alarms_Shape_1	S106_vsl_dprime
      -1.444	          21	          C4	          28	         False_Alarms_Shape_1	S106_vsl_dprime
      -2.140	          22	          T8	          28	         False_Alarms_Shape_1	S106_vsl_dprime
      -1.217	          23	         FC6	          28	         False_Alarms_Shape_1	S106_vsl_dprime
      -2.557	          24	         FC2	          28	         False_Alarms_Shape_1	S106_vsl_dprime
      -2.959	          25	          F4	          28	         False_Alarms_Shape_1	S106_vsl_dprime
      -2.117	          26	          F8	          28	         False_Alarms_Shape_1	S106_vsl_dprime
      -7.043	          27	         FP2	          28	         False_Alarms_Shape_1	S106_vsl_dprime
       0.278	           1	         FP1	          29	                 Hits_Shape_2	S106_vsl_dprime
       2.096	           2	          Fz	          29	                 Hits_Shape_2	S106_vsl_dprime
       2.747	           3	          F3	          29	                 Hits_Shape_2	S106_vsl_dprime
       0.511	           4	          F7	          29	                 Hits_Shape_2	S106_vsl_dprime
       2.124	           5	         FC5	          29	                 Hits_Shape_2	S106_vsl_dprime
       3.390	           6	         FC1	          29	                 Hits_Shape_2	S106_vsl_dprime
       3.400	           7	          C3	          29	                 Hits_Shape_2	S106_vsl_dprime
      -0.996	           8	          T7	          29	                 Hits_Shape_2	S106_vsl_dprime
       1.762	           9	         CP5	          29	                 Hits_Shape_2	S106_vsl_dprime
       4.401	          10	         CP1	          29	                 Hits_Shape_2	S106_vsl_dprime
       4.700	          11	          Pz	          29	                 Hits_Shape_2	S106_vsl_dprime
       4.114	          12	          P3	          29	                 Hits_Shape_2	S106_vsl_dprime
       1.772	          13	          P7	          29	                 Hits_Shape_2	S106_vsl_dprime
       3.795	          14	          O1	          29	                 Hits_Shape_2	S106_vsl_dprime
       3.982	          15	          O2	          29	                 Hits_Shape_2	S106_vsl_dprime
       4.836	          16	          P4	          29	                 Hits_Shape_2	S106_vsl_dprime
       0.962	          17	          P8	          29	                 Hits_Shape_2	S106_vsl_dprime
       2.318	          18	         CP6	          29	                 Hits_Shape_2	S106_vsl_dprime
       5.520	          19	         CP2	          29	                 Hits_Shape_2	S106_vsl_dprime
       4.029	          20	          CZ	          29	                 Hits_Shape_2	S106_vsl_dprime
       4.421	          21	          C4	          29	                 Hits_Shape_2	S106_vsl_dprime
      -0.852	          22	          T8	          29	                 Hits_Shape_2	S106_vsl_dprime
       1.513	          23	         FC6	          29	                 Hits_Shape_2	S106_vsl_dprime
       3.409	          24	         FC2	          29	                 Hits_Shape_2	S106_vsl_dprime
      -0.099	          25	          F4	          29	                 Hits_Shape_2	S106_vsl_dprime
       0.416	          26	          F8	          29	                 Hits_Shape_2	S106_vsl_dprime
       0.603	          27	         FP2	          29	                 Hits_Shape_2	S106_vsl_dprime
       5.600	           1	         FP1	          30	               Misses_Shape_2	S106_vsl_dprime
      10.143	           2	          Fz	          30	               Misses_Shape_2	S106_vsl_dprime
      11.577	           3	          F3	          30	               Misses_Shape_2	S106_vsl_dprime
       6.781	           4	          F7	          30	               Misses_Shape_2	S106_vsl_dprime
       8.753	           5	         FC5	          30	               Misses_Shape_2	S106_vsl_dprime
       9.680	           6	         FC1	          30	               Misses_Shape_2	S106_vsl_dprime
       8.646	           7	          C3	          30	               Misses_Shape_2	S106_vsl_dprime
       3.164	           8	          T7	          30	               Misses_Shape_2	S106_vsl_dprime
       3.985	           9	         CP5	          30	               Misses_Shape_2	S106_vsl_dprime
       7.470	          10	         CP1	          30	               Misses_Shape_2	S106_vsl_dprime
       4.641	          11	          Pz	          30	               Misses_Shape_2	S106_vsl_dprime
       4.578	          12	          P3	          30	               Misses_Shape_2	S106_vsl_dprime
       1.522	          13	          P7	          30	               Misses_Shape_2	S106_vsl_dprime
       1.173	          14	          O1	          30	               Misses_Shape_2	S106_vsl_dprime
       4.205	          15	          O2	          30	               Misses_Shape_2	S106_vsl_dprime
       6.110	          16	          P4	          30	               Misses_Shape_2	S106_vsl_dprime
       1.728	          17	          P8	          30	               Misses_Shape_2	S106_vsl_dprime
       5.556	          18	         CP6	          30	               Misses_Shape_2	S106_vsl_dprime
       7.602	          19	         CP2	          30	               Misses_Shape_2	S106_vsl_dprime
       7.914	          20	          CZ	          30	               Misses_Shape_2	S106_vsl_dprime
       8.391	          21	          C4	          30	               Misses_Shape_2	S106_vsl_dprime
       3.731	          22	          T8	          30	               Misses_Shape_2	S106_vsl_dprime
       7.033	          23	         FC6	          30	               Misses_Shape_2	S106_vsl_dprime
       9.419	          24	         FC2	          30	               Misses_Shape_2	S106_vsl_dprime
       8.822	          25	          F4	          30	               Misses_Shape_2	S106_vsl_dprime
       4.206	          26	          F8	          30	               Misses_Shape_2	S106_vsl_dprime
       4.645	          27	         FP2	          30	               Misses_Shape_2	S106_vsl_dprime
       4.700	           1	         FP1	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       5.807	           2	          Fz	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       7.952	           3	          F3	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       5.439	           4	          F7	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       6.993	           5	         FC5	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       7.891	           6	         FC1	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       7.814	           7	          C3	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       2.029	           8	          T7	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       4.141	           9	         CP5	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       6.758	          10	         CP1	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       5.963	          11	          Pz	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       5.697	          12	          P3	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       4.635	          13	          P7	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       5.171	          14	          O1	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       7.232	          15	          O2	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       6.601	          16	          P4	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       3.691	          17	          P8	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       4.655	          18	         CP6	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       7.468	          19	         CP2	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       7.710	          20	          CZ	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       6.894	          21	          C4	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       0.731	          22	          T8	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       3.693	          23	         FC6	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       6.575	          24	         FC2	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       4.513	          25	          F4	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       4.050	          26	          F8	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       3.697	          27	         FP2	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
      -0.212	           1	         FP1	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       0.655	           2	          Fz	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -0.431	           3	          F3	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -0.146	           4	          F7	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -1.771	           5	         FC5	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -2.512	           6	         FC1	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -4.377	           7	          C3	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -3.594	           8	          T7	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -4.649	           9	         CP5	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -5.211	          10	         CP1	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -4.350	          11	          Pz	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -4.073	          12	          P3	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -3.979	          13	          P7	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       0.106	          14	          O1	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       1.762	          15	          O2	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       0.125	          16	          P4	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -0.338	          17	          P8	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       0.107	          18	         CP6	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -2.486	          19	         CP2	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -4.039	          20	          CZ	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -0.409	          21	          C4	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       1.703	          22	          T8	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       0.239	          23	         FC6	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -1.943	          24	         FC2	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -1.505	          25	          F4	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       3.231	          26	          F8	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       2.268	          27	         FP2	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       3.792	           1	         FP1	          33	                 Hits_Shape_3	S106_vsl_dprime
       8.307	           2	          Fz	          33	                 Hits_Shape_3	S106_vsl_dprime
       8.829	           3	          F3	          33	                 Hits_Shape_3	S106_vsl_dprime
       3.623	           4	          F7	          33	                 Hits_Shape_3	S106_vsl_dprime
       6.146	           5	         FC5	          33	                 Hits_Shape_3	S106_vsl_dprime
      10.151	           6	         FC1	          33	                 Hits_Shape_3	S106_vsl_dprime
       7.448	           7	          C3	          33	                 Hits_Shape_3	S106_vsl_dprime
       2.444	           8	          T7	          33	                 Hits_Shape_3	S106_vsl_dprime
       4.059	           9	         CP5	          33	                 Hits_Shape_3	S106_vsl_dprime
       8.444	          10	         CP1	          33	                 Hits_Shape_3	S106_vsl_dprime
       6.561	          11	          Pz	          33	                 Hits_Shape_3	S106_vsl_dprime
       5.698	          12	          P3	          33	                 Hits_Shape_3	S106_vsl_dprime
       2.937	          13	          P7	          33	                 Hits_Shape_3	S106_vsl_dprime
       3.189	          14	          O1	          33	                 Hits_Shape_3	S106_vsl_dprime
       5.527	          15	          O2	          33	                 Hits_Shape_3	S106_vsl_dprime
       7.393	          16	          P4	          33	                 Hits_Shape_3	S106_vsl_dprime
       1.474	          17	          P8	          33	                 Hits_Shape_3	S106_vsl_dprime
       4.967	          18	         CP6	          33	                 Hits_Shape_3	S106_vsl_dprime
       9.159	          19	         CP2	          33	                 Hits_Shape_3	S106_vsl_dprime
      10.943	          20	          CZ	          33	                 Hits_Shape_3	S106_vsl_dprime
       9.565	          21	          C4	          33	                 Hits_Shape_3	S106_vsl_dprime
       1.164	          22	          T8	          33	                 Hits_Shape_3	S106_vsl_dprime
       4.623	          23	         FC6	          33	                 Hits_Shape_3	S106_vsl_dprime
       9.058	          24	         FC2	          33	                 Hits_Shape_3	S106_vsl_dprime
       4.185	          25	          F4	          33	                 Hits_Shape_3	S106_vsl_dprime
       2.131	          26	          F8	          33	                 Hits_Shape_3	S106_vsl_dprime
       3.273	          27	         FP2	          33	                 Hits_Shape_3	S106_vsl_dprime
      -2.961	           1	         FP1	          34	               Misses_Shape_3	S106_vsl_dprime
      -2.271	           2	          Fz	          34	               Misses_Shape_3	S106_vsl_dprime
      -0.838	           3	          F3	          34	               Misses_Shape_3	S106_vsl_dprime
       0.625	           4	          F7	          34	               Misses_Shape_3	S106_vsl_dprime
       1.299	           5	         FC5	          34	               Misses_Shape_3	S106_vsl_dprime
       0.502	           6	         FC1	          34	               Misses_Shape_3	S106_vsl_dprime
       0.277	           7	          C3	          34	               Misses_Shape_3	S106_vsl_dprime
      -1.521	           8	          T7	          34	               Misses_Shape_3	S106_vsl_dprime
      -1.096	           9	         CP5	          34	               Misses_Shape_3	S106_vsl_dprime
      -2.521	          10	         CP1	          34	               Misses_Shape_3	S106_vsl_dprime
      -3.286	          11	          Pz	          34	               Misses_Shape_3	S106_vsl_dprime
      -1.506	          12	          P3	          34	               Misses_Shape_3	S106_vsl_dprime
       1.196	          13	          P7	          34	               Misses_Shape_3	S106_vsl_dprime
      -0.096	          14	          O1	          34	               Misses_Shape_3	S106_vsl_dprime
       0.563	          15	          O2	          34	               Misses_Shape_3	S106_vsl_dprime
      -0.989	          16	          P4	          34	               Misses_Shape_3	S106_vsl_dprime
      -1.928	          17	          P8	          34	               Misses_Shape_3	S106_vsl_dprime
      -3.500	          18	         CP6	          34	               Misses_Shape_3	S106_vsl_dprime
      -1.906	          19	         CP2	          34	               Misses_Shape_3	S106_vsl_dprime
      -1.573	          20	          CZ	          34	               Misses_Shape_3	S106_vsl_dprime
      -0.122	          21	          C4	          34	               Misses_Shape_3	S106_vsl_dprime
      -4.959	          22	          T8	          34	               Misses_Shape_3	S106_vsl_dprime
      -3.922	          23	         FC6	          34	               Misses_Shape_3	S106_vsl_dprime
      -2.200	          24	         FC2	          34	               Misses_Shape_3	S106_vsl_dprime
      -3.624	          25	          F4	          34	               Misses_Shape_3	S106_vsl_dprime
      -3.337	          26	          F8	          34	               Misses_Shape_3	S106_vsl_dprime
      -3.906	          27	         FP2	          34	               Misses_Shape_3	S106_vsl_dprime
       1.532	           1	         FP1	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       5.526	           2	          Fz	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       5.461	           3	          F3	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       2.502	           4	          F7	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       5.018	           5	         FC5	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       6.179	           6	         FC1	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       6.857	           7	          C3	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       2.510	           8	          T7	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       6.575	           9	         CP5	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       7.296	          10	         CP1	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       8.119	          11	          Pz	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       8.395	          12	          P3	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       6.392	          13	          P7	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       6.025	          14	          O1	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       9.670	          15	          O2	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       9.390	          16	          P4	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       4.982	          17	          P8	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       6.313	          18	         CP6	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       8.528	          19	         CP2	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       7.372	          20	          CZ	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       7.905	          21	          C4	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       1.094	          22	          T8	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       4.326	          23	         FC6	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       6.604	          24	         FC2	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       3.941	          25	          F4	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       3.182	          26	          F8	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       0.663	          27	         FP2	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
      -8.323	           1	         FP1	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       1.435	           2	          Fz	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       0.406	           3	          F3	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -1.715	           4	          F7	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -0.269	           5	         FC5	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       1.269	           6	         FC1	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -2.835	           7	          C3	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -5.326	           8	          T7	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -4.519	           9	         CP5	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -1.356	          10	         CP1	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -1.748	          11	          Pz	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -2.362	          12	          P3	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -4.591	          13	          P7	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -2.507	          14	          O1	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       0.775	          15	          O2	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       2.788	          16	          P4	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -0.253	          17	          P8	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       2.378	          18	         CP6	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       2.151	          19	         CP2	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -0.038	          20	          CZ	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       3.413	          21	          C4	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       0.178	          22	          T8	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -0.196	          23	         FC6	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       1.575	          24	         FC2	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -4.008	          25	          F4	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -2.452	          26	          F8	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -7.781	          27	         FP2	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -1.844	           1	         FP1	          37	                         Hits	S106_vsl_dprime
       0.393	           2	          Fz	          37	                         Hits	S106_vsl_dprime
       1.381	           3	          F3	          37	                         Hits	S106_vsl_dprime
      -0.081	           4	          F7	          37	                         Hits	S106_vsl_dprime
       1.701	           5	         FC5	          37	                         Hits	S106_vsl_dprime
       2.091	           6	         FC1	          37	                         Hits	S106_vsl_dprime
       2.443	           7	          C3	          37	                         Hits	S106_vsl_dprime
      -0.005	           8	          T7	          37	                         Hits	S106_vsl_dprime
       1.786	           9	         CP5	          37	                         Hits	S106_vsl_dprime
       2.768	          10	         CP1	          37	                         Hits	S106_vsl_dprime
       2.529	          11	          Pz	          37	                         Hits	S106_vsl_dprime
       3.243	          12	          P3	          37	                         Hits	S106_vsl_dprime
       2.705	          13	          P7	          37	                         Hits	S106_vsl_dprime
       4.425	          14	          O1	          37	                         Hits	S106_vsl_dprime
       5.070	          15	          O2	          37	                         Hits	S106_vsl_dprime
       3.383	          16	          P4	          37	                         Hits	S106_vsl_dprime
       1.066	          17	          P8	          37	                         Hits	S106_vsl_dprime
       1.046	          18	         CP6	          37	                         Hits	S106_vsl_dprime
       3.087	          19	         CP2	          37	                         Hits	S106_vsl_dprime
       2.471	          20	          CZ	          37	                         Hits	S106_vsl_dprime
       2.712	          21	          C4	          37	                         Hits	S106_vsl_dprime
      -1.573	          22	          T8	          37	                         Hits	S106_vsl_dprime
      -0.409	          23	         FC6	          37	                         Hits	S106_vsl_dprime
       1.605	          24	         FC2	          37	                         Hits	S106_vsl_dprime
      -1.749	          25	          F4	          37	                         Hits	S106_vsl_dprime
      -1.761	          26	          F8	          37	                         Hits	S106_vsl_dprime
      -2.421	          27	         FP2	          37	                         Hits	S106_vsl_dprime
      -0.358	           1	         FP1	          38	                       Misses	S106_vsl_dprime
       1.730	           2	          Fz	          38	                       Misses	S106_vsl_dprime
