       value	     chindex	     chlabel	        bini	                     binlabel	         ERPset
       4.042	          25	          F4	          51	        Incorrect_Responses_1	S114_vsl_dprime
       1.231	          26	          F8	          51	        Incorrect_Responses_1	S114_vsl_dprime
       1.966	          27	         FP2	          51	        Incorrect_Responses_1	S114_vsl_dprime
       6.779	           1	         FP1	          25	                 Hits_Shape_1	S115_vsl_dprime
       3.255	           2	          Fz	          25	                 Hits_Shape_1	S115_vsl_dprime
       3.636	           3	          F3	          25	                 Hits_Shape_1	S115_vsl_dprime
       4.908	           4	          F7	          25	                 Hits_Shape_1	S115_vsl_dprime
       3.704	           5	         FC5	          25	                 Hits_Shape_1	S115_vsl_dprime
       5.600	           6	         FC1	          25	                 Hits_Shape_1	S115_vsl_dprime
       5.700	           7	          C3	          25	                 Hits_Shape_1	S115_vsl_dprime
       2.129	           8	          T7	          25	                 Hits_Shape_1	S115_vsl_dprime
       3.843	           9	         CP5	          25	                 Hits_Shape_1	S115_vsl_dprime
       4.020	          10	         CP1	          25	                 Hits_Shape_1	S115_vsl_dprime
       1.672	          11	          Pz	          25	                 Hits_Shape_1	S115_vsl_dprime
       2.319	          12	          P3	          25	                 Hits_Shape_1	S115_vsl_dprime
       0.808	          13	          P7	          25	                 Hits_Shape_1	S115_vsl_dprime
       1.387	          14	          O1	          25	                 Hits_Shape_1	S115_vsl_dprime
       2.127	          15	          O2	          25	                 Hits_Shape_1	S115_vsl_dprime
      -0.659	          16	          P4	          25	                 Hits_Shape_1	S115_vsl_dprime
      -1.109	          17	          P8	          25	                 Hits_Shape_1	S115_vsl_dprime
      -3.739	          18	         CP6	          25	                 Hits_Shape_1	S115_vsl_dprime
       1.044	          19	         CP2	          25	                 Hits_Shape_1	S115_vsl_dprime
       4.589	          20	          CZ	          25	                 Hits_Shape_1	S115_vsl_dprime
      -1.448	          21	          C4	          25	                 Hits_Shape_1	S115_vsl_dprime
      -1.975	          22	          T8	          25	                 Hits_Shape_1	S115_vsl_dprime
      -2.516	          23	         FC6	          25	                 Hits_Shape_1	S115_vsl_dprime
       2.429	          24	         FC2	          25	                 Hits_Shape_1	S115_vsl_dprime
       0.355	          25	          F4	          25	                 Hits_Shape_1	S115_vsl_dprime
      -1.985	          26	          F8	          25	                 Hits_Shape_1	S115_vsl_dprime
       4.841	          27	         FP2	          25	                 Hits_Shape_1	S115_vsl_dprime
       5.773	           1	         FP1	          26	               Misses_Shape_1	S115_vsl_dprime
      11.543	           2	          Fz	          26	               Misses_Shape_1	S115_vsl_dprime
       5.886	           3	          F3	          26	               Misses_Shape_1	S115_vsl_dprime
       3.682	           4	          F7	          26	               Misses_Shape_1	S115_vsl_dprime
       7.626	           5	         FC5	          26	               Misses_Shape_1	S115_vsl_dprime
      12.228	           6	         FC1	          26	               Misses_Shape_1	S115_vsl_dprime
      10.495	           7	          C3	          26	               Misses_Shape_1	S115_vsl_dprime
       4.541	           8	          T7	          26	               Misses_Shape_1	S115_vsl_dprime
       8.257	           9	         CP5	          26	               Misses_Shape_1	S115_vsl_dprime
      10.676	          10	         CP1	          26	               Misses_Shape_1	S115_vsl_dprime
       8.967	          11	          Pz	          26	               Misses_Shape_1	S115_vsl_dprime
      13.678	          12	          P3	          26	               Misses_Shape_1	S115_vsl_dprime
       4.651	          13	          P7	          26	               Misses_Shape_1	S115_vsl_dprime
       7.076	          14	          O1	          26	               Misses_Shape_1	S115_vsl_dprime
       8.003	          15	          O2	          26	               Misses_Shape_1	S115_vsl_dprime
       8.424	          16	          P4	          26	               Misses_Shape_1	S115_vsl_dprime
       6.271	          17	          P8	          26	               Misses_Shape_1	S115_vsl_dprime
       4.348	          18	         CP6	          26	               Misses_Shape_1	S115_vsl_dprime
       9.381	          19	         CP2	          26	               Misses_Shape_1	S115_vsl_dprime
      14.838	          20	          CZ	          26	               Misses_Shape_1	S115_vsl_dprime
       7.147	          21	          C4	          26	               Misses_Shape_1	S115_vsl_dprime
       4.712	          22	          T8	          26	               Misses_Shape_1	S115_vsl_dprime
       4.439	          23	         FC6	          26	               Misses_Shape_1	S115_vsl_dprime
      10.177	          24	         FC2	          26	               Misses_Shape_1	S115_vsl_dprime
       6.880	          25	          F4	          26	               Misses_Shape_1	S115_vsl_dprime
       4.966	          26	          F8	          26	               Misses_Shape_1	S115_vsl_dprime
       6.059	          27	         FP2	          26	               Misses_Shape_1	S115_vsl_dprime
      -4.990	           1	         FP1	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
      -1.090	           2	          Fz	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
      -1.145	           3	          F3	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
      -1.509	           4	          F7	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
       0.197	           5	         FC5	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
       1.912	           6	         FC1	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
       4.500	           7	          C3	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
       0.697	           8	          T7	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
       2.401	           9	         CP5	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
       4.677	          10	         CP1	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
       2.111	          11	          Pz	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
       2.409	          12	          P3	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
       1.247	          13	          P7	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
      -0.243	          14	          O1	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
      -2.304	          15	          O2	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
       0.175	          16	          P4	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
      -1.105	          17	          P8	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
      -1.108	          18	         CP6	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
       3.045	          19	         CP2	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
       5.825	          20	          CZ	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
       1.330	          21	          C4	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
       0.180	          22	          T8	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
      -2.032	          23	         FC6	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
       0.723	          24	         FC2	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
      -3.773	          25	          F4	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
      -1.211	          26	          F8	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
      -3.395	          27	         FP2	          27	   Correct_Rejections_Shape_1	S115_vsl_dprime
       2.863	           1	         FP1	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       8.899	           2	          Fz	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       8.116	           3	          F3	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       3.356	           4	          F7	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       5.777	           5	         FC5	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       9.770	           6	         FC1	          28	         False_Alarms_Shape_1	S115_vsl_dprime
      10.301	           7	          C3	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       4.702	           8	          T7	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       6.987	           9	         CP5	          28	         False_Alarms_Shape_1	S115_vsl_dprime
      10.567	          10	         CP1	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       8.800	          11	          Pz	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       8.905	          12	          P3	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       3.986	          13	          P7	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       3.524	          14	          O1	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       2.655	          15	          O2	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       6.482	          16	          P4	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       1.440	          17	          P8	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       4.109	          18	         CP6	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       9.183	          19	         CP2	          28	         False_Alarms_Shape_1	S115_vsl_dprime
      12.952	          20	          CZ	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       8.627	          21	          C4	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       1.651	          22	          T8	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       4.584	          23	         FC6	          28	         False_Alarms_Shape_1	S115_vsl_dprime
      10.594	          24	         FC2	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       6.161	          25	          F4	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       3.049	          26	          F8	          28	         False_Alarms_Shape_1	S115_vsl_dprime
       3.356	          27	         FP2	          28	         False_Alarms_Shape_1	S115_vsl_dprime
      -4.617	           1	         FP1	          29	                 Hits_Shape_2	S115_vsl_dprime
      -2.687	           2	          Fz	          29	                 Hits_Shape_2	S115_vsl_dprime
      -2.365	           3	          F3	          29	                 Hits_Shape_2	S115_vsl_dprime
      -1.536	           4	          F7	          29	                 Hits_Shape_2	S115_vsl_dprime
      -1.768	           5	         FC5	          29	                 Hits_Shape_2	S115_vsl_dprime
      -1.361	           6	         FC1	          29	                 Hits_Shape_2	S115_vsl_dprime
       0.490	           7	          C3	          29	                 Hits_Shape_2	S115_vsl_dprime
       1.970	           8	          T7	          29	                 Hits_Shape_2	S115_vsl_dprime
       2.109	           9	         CP5	          29	                 Hits_Shape_2	S115_vsl_dprime
       1.231	          10	         CP1	          29	                 Hits_Shape_2	S115_vsl_dprime
       1.621	          11	          Pz	          29	                 Hits_Shape_2	S115_vsl_dprime
       3.824	          12	          P3	          29	                 Hits_Shape_2	S115_vsl_dprime
       4.327	          13	          P7	          29	                 Hits_Shape_2	S115_vsl_dprime
       2.982	          14	          O1	          29	                 Hits_Shape_2	S115_vsl_dprime
      -0.776	          15	          O2	          29	                 Hits_Shape_2	S115_vsl_dprime
       0.376	          16	          P4	          29	                 Hits_Shape_2	S115_vsl_dprime
       0.206	          17	          P8	          29	                 Hits_Shape_2	S115_vsl_dprime
      -1.708	          18	         CP6	          29	                 Hits_Shape_2	S115_vsl_dprime
      -0.196	          19	         CP2	          29	                 Hits_Shape_2	S115_vsl_dprime
      -1.450	          20	          CZ	          29	                 Hits_Shape_2	S115_vsl_dprime
      -1.762	          21	          C4	          29	                 Hits_Shape_2	S115_vsl_dprime
      -1.582	          22	          T8	          29	                 Hits_Shape_2	S115_vsl_dprime
      -2.775	          23	         FC6	          29	                 Hits_Shape_2	S115_vsl_dprime
      -2.324	          24	         FC2	          29	                 Hits_Shape_2	S115_vsl_dprime
      -3.699	          25	          F4	          29	                 Hits_Shape_2	S115_vsl_dprime
      -3.075	          26	          F8	          29	                 Hits_Shape_2	S115_vsl_dprime
      -4.522	          27	         FP2	          29	                 Hits_Shape_2	S115_vsl_dprime
       2.149	           1	         FP1	          30	               Misses_Shape_2	S115_vsl_dprime
       5.133	           2	          Fz	          30	               Misses_Shape_2	S115_vsl_dprime
       4.237	           3	          F3	          30	               Misses_Shape_2	S115_vsl_dprime
       3.780	           4	          F7	          30	               Misses_Shape_2	S115_vsl_dprime
       3.894	           5	         FC5	          30	               Misses_Shape_2	S115_vsl_dprime
       5.557	           6	         FC1	          30	               Misses_Shape_2	S115_vsl_dprime
       5.695	           7	          C3	          30	               Misses_Shape_2	S115_vsl_dprime
       2.406	           8	          T7	          30	               Misses_Shape_2	S115_vsl_dprime
       3.563	           9	         CP5	          30	               Misses_Shape_2	S115_vsl_dprime
       5.694	          10	         CP1	          30	               Misses_Shape_2	S115_vsl_dprime
       3.823	          11	          Pz	          30	               Misses_Shape_2	S115_vsl_dprime
       3.084	          12	          P3	          30	               Misses_Shape_2	S115_vsl_dprime
       4.076	          13	          P7	          30	               Misses_Shape_2	S115_vsl_dprime
       1.981	          14	          O1	          30	               Misses_Shape_2	S115_vsl_dprime
      -2.608	          15	          O2	          30	               Misses_Shape_2	S115_vsl_dprime
       1.943	          16	          P4	          30	               Misses_Shape_2	S115_vsl_dprime
      -0.462	          17	          P8	          30	               Misses_Shape_2	S115_vsl_dprime
       2.637	          18	         CP6	          30	               Misses_Shape_2	S115_vsl_dprime
       5.454	          19	         CP2	          30	               Misses_Shape_2	S115_vsl_dprime
       6.791	          20	          CZ	          30	               Misses_Shape_2	S115_vsl_dprime
       5.813	          21	          C4	          30	               Misses_Shape_2	S115_vsl_dprime
       1.908	          22	          T8	          30	               Misses_Shape_2	S115_vsl_dprime
       4.636	          23	         FC6	          30	               Misses_Shape_2	S115_vsl_dprime
       6.407	          24	         FC2	          30	               Misses_Shape_2	S115_vsl_dprime
       4.990	          25	          F4	          30	               Misses_Shape_2	S115_vsl_dprime
       5.411	          26	          F8	          30	               Misses_Shape_2	S115_vsl_dprime
       2.493	          27	         FP2	          30	               Misses_Shape_2	S115_vsl_dprime
     -11.514	           1	         FP1	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -6.460	           2	          Fz	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -7.076	           3	          F3	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -4.984	           4	          F7	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -4.358	           5	         FC5	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -5.850	           6	         FC1	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -4.049	           7	          C3	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -5.753	           8	          T7	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -7.302	           9	         CP5	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -4.713	          10	         CP1	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -5.760	          11	          Pz	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -4.216	          12	          P3	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -9.158	          13	          P7	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -6.253	          14	          O1	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -5.938	          15	          O2	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -5.033	          16	          P4	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -7.905	          17	          P8	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -4.036	          18	         CP6	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -4.341	          19	         CP2	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -4.510	          20	          CZ	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -2.436	          21	          C4	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
       0.378	          22	          T8	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -0.170	          23	         FC6	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -3.812	          24	         FC2	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -4.872	          25	          F4	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -2.073	          26	          F8	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
     -11.962	          27	         FP2	          31	   Correct_Rejections_Shape_2	S115_vsl_dprime
      -0.549	           1	         FP1	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       2.712	           2	          Fz	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       1.603	           3	          F3	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       0.588	           4	          F7	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       2.168	           5	         FC5	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       3.173	           6	         FC1	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       5.285	           7	          C3	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       1.163	           8	          T7	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       2.765	           9	         CP5	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       4.090	          10	         CP1	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       1.403	          11	          Pz	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       2.195	          12	          P3	          32	         False_Alarms_Shape_2	S115_vsl_dprime
      -0.345	          13	          P7	          32	         False_Alarms_Shape_2	S115_vsl_dprime
      -0.586	          14	          O1	          32	         False_Alarms_Shape_2	S115_vsl_dprime
      -3.916	          15	          O2	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       0.025	          16	          P4	          32	         False_Alarms_Shape_2	S115_vsl_dprime
      -2.464	          17	          P8	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       1.165	          18	         CP6	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       3.638	          19	         CP2	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       5.285	          20	          CZ	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       4.363	          21	          C4	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       1.568	          22	          T8	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       2.197	          23	         FC6	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       4.594	          24	         FC2	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       2.042	          25	          F4	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       1.235	          26	          F8	          32	         False_Alarms_Shape_2	S115_vsl_dprime
      -0.750	          27	         FP2	          32	         False_Alarms_Shape_2	S115_vsl_dprime
       5.890	           1	         FP1	          33	                 Hits_Shape_3	S115_vsl_dprime
      12.212	           2	          Fz	          33	                 Hits_Shape_3	S115_vsl_dprime
       7.150	           3	          F3	          33	                 Hits_Shape_3	S115_vsl_dprime
       5.297	           4	          F7	          33	                 Hits_Shape_3	S115_vsl_dprime
       6.805	           5	         FC5	          33	                 Hits_Shape_3	S115_vsl_dprime
      11.715	           6	         FC1	          33	                 Hits_Shape_3	S115_vsl_dprime
       8.645	           7	          C3	          33	                 Hits_Shape_3	S115_vsl_dprime
       3.517	           8	          T7	          33	                 Hits_Shape_3	S115_vsl_dprime
       4.980	           9	         CP5	          33	                 Hits_Shape_3	S115_vsl_dprime
       8.868	          10	         CP1	          33	                 Hits_Shape_3	S115_vsl_dprime
       7.742	          11	          Pz	          33	                 Hits_Shape_3	S115_vsl_dprime
       6.881	          12	          P3	          33	                 Hits_Shape_3	S115_vsl_dprime
       3.578	          13	          P7	          33	                 Hits_Shape_3	S115_vsl_dprime
       3.121	          14	          O1	          33	                 Hits_Shape_3	S115_vsl_dprime
       0.322	          15	          O2	          33	                 Hits_Shape_3	S115_vsl_dprime
       7.904	          16	          P4	          33	                 Hits_Shape_3	S115_vsl_dprime
       3.965	          17	          P8	          33	                 Hits_Shape_3	S115_vsl_dprime
       8.354	          18	         CP6	          33	                 Hits_Shape_3	S115_vsl_dprime
      10.021	          19	         CP2	          33	                 Hits_Shape_3	S115_vsl_dprime
      12.763	          20	          CZ	          33	                 Hits_Shape_3	S115_vsl_dprime
      10.539	          21	          C4	          33	                 Hits_Shape_3	S115_vsl_dprime
       5.468	          22	          T8	          33	                 Hits_Shape_3	S115_vsl_dprime
       9.642	          23	         FC6	          33	                 Hits_Shape_3	S115_vsl_dprime
      13.776	          24	         FC2	          33	                 Hits_Shape_3	S115_vsl_dprime
      12.618	          25	          F4	          33	                 Hits_Shape_3	S115_vsl_dprime
       9.898	          26	          F8	          33	                 Hits_Shape_3	S115_vsl_dprime
       9.718	          27	         FP2	          33	                 Hits_Shape_3	S115_vsl_dprime
       1.677	           1	         FP1	          34	               Misses_Shape_3	S115_vsl_dprime
       4.677	           2	          Fz	          34	               Misses_Shape_3	S115_vsl_dprime
       1.937	           3	          F3	          34	               Misses_Shape_3	S115_vsl_dprime
       2.764	           4	          F7	          34	               Misses_Shape_3	S115_vsl_dprime
       2.743	           5	         FC5	          34	               Misses_Shape_3	S115_vsl_dprime
       3.296	           6	         FC1	          34	               Misses_Shape_3	S115_vsl_dprime
       3.611	           7	          C3	          34	               Misses_Shape_3	S115_vsl_dprime
       2.482	           8	          T7	          34	               Misses_Shape_3	S115_vsl_dprime
       2.012	           9	         CP5	          34	               Misses_Shape_3	S115_vsl_dprime
       0.431	          10	         CP1	          34	               Misses_Shape_3	S115_vsl_dprime
      -3.266	          11	          Pz	          34	               Misses_Shape_3	S115_vsl_dprime
      -0.628	          12	          P3	          34	               Misses_Shape_3	S115_vsl_dprime
      -0.085	          13	          P7	          34	               Misses_Shape_3	S115_vsl_dprime
      -4.570	          14	          O1	          34	               Misses_Shape_3	S115_vsl_dprime
      -7.331	          15	          O2	          34	               Misses_Shape_3	S115_vsl_dprime
      -2.410	          16	          P4	          34	               Misses_Shape_3	S115_vsl_dprime
      -2.438	          17	          P8	          34	               Misses_Shape_3	S115_vsl_dprime
       1.017	          18	         CP6	          34	               Misses_Shape_3	S115_vsl_dprime
      -0.250	          19	         CP2	          34	               Misses_Shape_3	S115_vsl_dprime
       0.442	          20	          CZ	          34	               Misses_Shape_3	S115_vsl_dprime
       3.086	          21	          C4	          34	               Misses_Shape_3	S115_vsl_dprime
       1.866	          22	          T8	          34	               Misses_Shape_3	S115_vsl_dprime
       4.063	          23	         FC6	          34	               Misses_Shape_3	S115_vsl_dprime
       4.300	          24	         FC2	          34	               Misses_Shape_3	S115_vsl_dprime
       4.296	          25	          F4	          34	               Misses_Shape_3	S115_vsl_dprime
       4.291	          26	          F8	          34	               Misses_Shape_3	S115_vsl_dprime
       4.232	          27	         FP2	          34	               Misses_Shape_3	S115_vsl_dprime
      -7.410	           1	         FP1	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
      -3.407	           2	          Fz	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
      -2.776	           3	          F3	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
      -2.951	           4	          F7	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
      -1.047	           5	         FC5	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
      -1.231	           6	         FC1	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
       0.631	           7	          C3	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
       0.220	           8	          T7	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
       2.686	           9	         CP5	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
       3.001	          10	         CP1	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
       2.279	          11	          Pz	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
       3.766	          12	          P3	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
       1.976	          13	          P7	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
       3.324	          14	          O1	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
      -2.605	          15	          O2	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
       0.827	          16	          P4	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
      -2.508	          17	          P8	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
      -0.933	          18	         CP6	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
       2.899	          19	         CP2	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
       2.320	          20	          CZ	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
       1.278	          21	          C4	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
      -2.851	          22	          T8	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
      -0.506	          23	         FC6	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
      -0.008	          24	         FC2	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
      -0.682	          25	          F4	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
      -0.409	          26	          F8	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
      -5.201	          27	         FP2	          35	   Correct_Rejections_Shape_3	S115_vsl_dprime
       0.241	           1	         FP1	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       3.370	           2	          Fz	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       2.227	           3	          F3	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       0.149	           4	          F7	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       1.289	           5	         FC5	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       5.059	           6	         FC1	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       6.247	           7	          C3	          36	         False_Alarms_Shape_3	S115_vsl_dprime
      -0.852	           8	          T7	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       3.056	           9	         CP5	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       7.194	          10	         CP1	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       6.656	          11	          Pz	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       4.880	          12	          P3	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       1.985	          13	          P7	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       5.041	          14	          O1	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       1.131	          15	          O2	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       2.976	          16	          P4	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       0.039	          17	          P8	          36	         False_Alarms_Shape_3	S115_vsl_dprime
      -0.478	          18	         CP6	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       5.339	          19	         CP2	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       8.253	          20	          CZ	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       3.667	          21	          C4	          36	         False_Alarms_Shape_3	S115_vsl_dprime
      -0.695	          22	          T8	          36	         False_Alarms_Shape_3	S115_vsl_dprime
      -0.376	          23	         FC6	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       6.276	          24	         FC2	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       2.744	          25	          F4	          36	         False_Alarms_Shape_3	S115_vsl_dprime
      -0.452	          26	          F8	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       0.489	          27	         FP2	          36	         False_Alarms_Shape_3	S115_vsl_dprime
       2.684	           1	         FP1	          37	                         Hits	S115_vsl_dprime
       4.260	           2	          Fz	          37	                         Hits	S115_vsl_dprime
       2.807	           3	          F3	          37	                         Hits	S115_vsl_dprime
       2.890	           4	          F7	          37	                         Hits	S115_vsl_dprime
       2.914	           5	         FC5	          37	                         Hits	S115_vsl_dprime
       5.318	           6	         FC1	          37	                         Hits	S115_vsl_dprime
       4.945	           7	          C3	          37	                         Hits	S115_vsl_dprime
       2.539	           8	          T7	          37	                         Hits	S115_vsl_dprime
       3.644	           9	         CP5	          37	                         Hits	S115_vsl_dprime
       4.706	          10	         CP1	          37	                         Hits	S115_vsl_dprime
       3.678	          11	          Pz	          37	                         Hits	S115_vsl_dprime
       4.342	          12	          P3	          37	                         Hits	S115_vsl_dprime
       2.904	          13	          P7	          37	                         Hits	S115_vsl_dprime
       2.497	          14	          O1	          37	                         Hits	S115_vsl_dprime
       0.558	          15	          O2	          37	                         Hits	S115_vsl_dprime
       2.540	          16	          P4	          37	                         Hits	S115_vsl_dprime
       1.021	          17	          P8	          37	                         Hits	S115_vsl_dprime
       0.969	          18	         CP6	          37	                         Hits	S115_vsl_dprime
       3.623	          19	         CP2	          37	                         Hits	S115_vsl_dprime
       5.301	          20	          CZ	          37	                         Hits	S115_vsl_dprime
       2.443	          21	          C4	          37	                         Hits	S115_vsl_dprime
       0.637	          22	          T8	          37	                         Hits	S115_vsl_dprime
       1.450	          23	         FC6	          37	                         Hits	S115_vsl_dprime
       4.627	          24	         FC2	          37	                         Hits	S115_vsl_dprime
       3.091	          25	          F4	          37	                         Hits	S115_vsl_dprime
       1.613	          26	          F8	          37	                         Hits	S115_vsl_dprime
       3.346	          27	         FP2	          37	                         Hits	S115_vsl_dprime
