       value	     chindex	     chlabel	        bini	                     binlabel	         ERPset
       1.325	          19	         CP2	          51	        Incorrect_Responses_1	S104_vsl_dprime
      -1.673	          20	          CZ	          51	        Incorrect_Responses_1	S104_vsl_dprime
      -3.945	          21	          C4	          51	        Incorrect_Responses_1	S104_vsl_dprime
      -5.040	          22	          T8	          51	        Incorrect_Responses_1	S104_vsl_dprime
      -6.958	          23	         FC6	          51	        Incorrect_Responses_1	S104_vsl_dprime
      -4.384	          24	         FC2	          51	        Incorrect_Responses_1	S104_vsl_dprime
      -6.004	          25	          F4	          51	        Incorrect_Responses_1	S104_vsl_dprime
      -6.268	          26	          F8	          51	        Incorrect_Responses_1	S104_vsl_dprime
      -4.612	          27	         FP2	          51	        Incorrect_Responses_1	S104_vsl_dprime
      -2.204	           1	         FP1	          25	                 Hits_Shape_1	S114_vsl_dprime
      -0.272	           2	          Fz	          25	                 Hits_Shape_1	S114_vsl_dprime
      -0.408	           3	          F3	          25	                 Hits_Shape_1	S114_vsl_dprime
      -0.684	           4	          F7	          25	                 Hits_Shape_1	S114_vsl_dprime
      -2.635	           5	         FC5	          25	                 Hits_Shape_1	S114_vsl_dprime
      -1.455	           6	         FC1	          25	                 Hits_Shape_1	S114_vsl_dprime
      -2.907	           7	          C3	          25	                 Hits_Shape_1	S114_vsl_dprime
      -2.607	           8	          T7	          25	                 Hits_Shape_1	S114_vsl_dprime
      -2.313	           9	         CP5	          25	                 Hits_Shape_1	S114_vsl_dprime
      -4.681	          10	         CP1	          25	                 Hits_Shape_1	S114_vsl_dprime
      -4.581	          11	          Pz	          25	                 Hits_Shape_1	S114_vsl_dprime
      -2.553	          12	          P3	          25	                 Hits_Shape_1	S114_vsl_dprime
      -2.732	          13	          P7	          25	                 Hits_Shape_1	S114_vsl_dprime
      -1.266	          14	          O1	          25	                 Hits_Shape_1	S114_vsl_dprime
       0.346	          15	          O2	          25	                 Hits_Shape_1	S114_vsl_dprime
      -0.843	          16	          P4	          25	                 Hits_Shape_1	S114_vsl_dprime
       2.547	          17	          P8	          25	                 Hits_Shape_1	S114_vsl_dprime
      -2.437	          18	         CP6	          25	                 Hits_Shape_1	S114_vsl_dprime
      -4.819	          19	         CP2	          25	                 Hits_Shape_1	S114_vsl_dprime
      -9.128	          20	          CZ	          25	                 Hits_Shape_1	S114_vsl_dprime
      -2.551	          21	          C4	          25	                 Hits_Shape_1	S114_vsl_dprime
      -0.975	          22	          T8	          25	                 Hits_Shape_1	S114_vsl_dprime
      -2.277	          23	         FC6	          25	                 Hits_Shape_1	S114_vsl_dprime
      -3.670	          24	         FC2	          25	                 Hits_Shape_1	S114_vsl_dprime
      -3.226	          25	          F4	          25	                 Hits_Shape_1	S114_vsl_dprime
       1.007	          26	          F8	          25	                 Hits_Shape_1	S114_vsl_dprime
      -1.746	          27	         FP2	          25	                 Hits_Shape_1	S114_vsl_dprime
       2.150	           1	         FP1	          26	               Misses_Shape_1	S114_vsl_dprime
       4.206	           2	          Fz	          26	               Misses_Shape_1	S114_vsl_dprime
       4.019	           3	          F3	          26	               Misses_Shape_1	S114_vsl_dprime
       2.862	           4	          F7	          26	               Misses_Shape_1	S114_vsl_dprime
       3.538	           5	         FC5	          26	               Misses_Shape_1	S114_vsl_dprime
       2.930	           6	         FC1	          26	               Misses_Shape_1	S114_vsl_dprime
       2.670	           7	          C3	          26	               Misses_Shape_1	S114_vsl_dprime
       2.753	           8	          T7	          26	               Misses_Shape_1	S114_vsl_dprime
       2.551	           9	         CP5	          26	               Misses_Shape_1	S114_vsl_dprime
       1.045	          10	         CP1	          26	               Misses_Shape_1	S114_vsl_dprime
      -0.696	          11	          Pz	          26	               Misses_Shape_1	S114_vsl_dprime
       2.041	          12	          P3	          26	               Misses_Shape_1	S114_vsl_dprime
       2.345	          13	          P7	          26	               Misses_Shape_1	S114_vsl_dprime
       2.419	          14	          O1	          26	               Misses_Shape_1	S114_vsl_dprime
       4.762	          15	          O2	          26	               Misses_Shape_1	S114_vsl_dprime
       3.004	          16	          P4	          26	               Misses_Shape_1	S114_vsl_dprime
       5.840	          17	          P8	          26	               Misses_Shape_1	S114_vsl_dprime
       3.262	          18	         CP6	          26	               Misses_Shape_1	S114_vsl_dprime
      -2.030	          19	         CP2	          26	               Misses_Shape_1	S114_vsl_dprime
      -2.446	          20	          CZ	          26	               Misses_Shape_1	S114_vsl_dprime
      -0.076	          21	          C4	          26	               Misses_Shape_1	S114_vsl_dprime
      -0.401	          22	          T8	          26	               Misses_Shape_1	S114_vsl_dprime
       1.074	          23	         FC6	          26	               Misses_Shape_1	S114_vsl_dprime
       0.568	          24	         FC2	          26	               Misses_Shape_1	S114_vsl_dprime
       4.480	          25	          F4	          26	               Misses_Shape_1	S114_vsl_dprime
       1.533	          26	          F8	          26	               Misses_Shape_1	S114_vsl_dprime
       2.675	          27	         FP2	          26	               Misses_Shape_1	S114_vsl_dprime
      -0.158	           1	         FP1	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
      -1.003	           2	          Fz	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
      -0.019	           3	          F3	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
      -1.169	           4	          F7	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
       0.413	           5	         FC5	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
       0.143	           6	         FC1	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
       1.342	           7	          C3	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
      -0.332	           8	          T7	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
       2.345	           9	         CP5	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
       2.539	          10	         CP1	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
       2.683	          11	          Pz	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
       3.637	          12	          P3	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
       4.916	          13	          P7	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
       4.023	          14	          O1	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
       4.726	          15	          O2	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
       3.428	          16	          P4	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
       5.101	          17	          P8	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
       2.812	          18	         CP6	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
       2.018	          19	         CP2	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
       0.033	          20	          CZ	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
       1.169	          21	          C4	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
       0.278	          22	          T8	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
      -0.164	          23	         FC6	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
      -0.535	          24	         FC2	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
       1.001	          25	          F4	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
      -1.890	          26	          F8	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
      -0.064	          27	         FP2	          27	   Correct_Rejections_Shape_1	S114_vsl_dprime
      -2.062	           1	         FP1	          28	         False_Alarms_Shape_1	S114_vsl_dprime
      -1.754	           2	          Fz	          28	         False_Alarms_Shape_1	S114_vsl_dprime
      -0.965	           3	          F3	          28	         False_Alarms_Shape_1	S114_vsl_dprime
      -1.743	           4	          F7	          28	         False_Alarms_Shape_1	S114_vsl_dprime
      -0.721	           5	         FC5	          28	         False_Alarms_Shape_1	S114_vsl_dprime
      -0.365	           6	         FC1	          28	         False_Alarms_Shape_1	S114_vsl_dprime
       1.403	           7	          C3	          28	         False_Alarms_Shape_1	S114_vsl_dprime
      -0.271	           8	          T7	          28	         False_Alarms_Shape_1	S114_vsl_dprime
       2.403	           9	         CP5	          28	         False_Alarms_Shape_1	S114_vsl_dprime
       3.475	          10	         CP1	          28	         False_Alarms_Shape_1	S114_vsl_dprime
       4.081	          11	          Pz	          28	         False_Alarms_Shape_1	S114_vsl_dprime
       5.389	          12	          P3	          28	         False_Alarms_Shape_1	S114_vsl_dprime
       5.475	          13	          P7	          28	         False_Alarms_Shape_1	S114_vsl_dprime
       6.426	          14	          O1	          28	         False_Alarms_Shape_1	S114_vsl_dprime
       5.986	          15	          O2	          28	         False_Alarms_Shape_1	S114_vsl_dprime
       5.931	          16	          P4	          28	         False_Alarms_Shape_1	S114_vsl_dprime
       6.000	          17	          P8	          28	         False_Alarms_Shape_1	S114_vsl_dprime
       3.685	          18	         CP6	          28	         False_Alarms_Shape_1	S114_vsl_dprime
       3.233	          19	         CP2	          28	         False_Alarms_Shape_1	S114_vsl_dprime
       0.393	          20	          CZ	          28	         False_Alarms_Shape_1	S114_vsl_dprime
       1.037	          21	          C4	          28	         False_Alarms_Shape_1	S114_vsl_dprime
       2.061	          22	          T8	          28	         False_Alarms_Shape_1	S114_vsl_dprime
       0.336	          23	         FC6	          28	         False_Alarms_Shape_1	S114_vsl_dprime
      -0.606	          24	         FC2	          28	         False_Alarms_Shape_1	S114_vsl_dprime
      -0.596	          25	          F4	          28	         False_Alarms_Shape_1	S114_vsl_dprime
      -0.304	          26	          F8	          28	         False_Alarms_Shape_1	S114_vsl_dprime
      -0.794	          27	         FP2	          28	         False_Alarms_Shape_1	S114_vsl_dprime
      -8.379	           1	         FP1	          29	                 Hits_Shape_2	S114_vsl_dprime
      -8.715	           2	          Fz	          29	                 Hits_Shape_2	S114_vsl_dprime
      -9.999	           3	          F3	          29	                 Hits_Shape_2	S114_vsl_dprime
      -7.644	           4	          F7	          29	                 Hits_Shape_2	S114_vsl_dprime
      -8.370	           5	         FC5	          29	                 Hits_Shape_2	S114_vsl_dprime
     -10.971	           6	         FC1	          29	                 Hits_Shape_2	S114_vsl_dprime
      -8.085	           7	          C3	          29	                 Hits_Shape_2	S114_vsl_dprime
      -6.105	           8	          T7	          29	                 Hits_Shape_2	S114_vsl_dprime
      -4.466	           9	         CP5	          29	                 Hits_Shape_2	S114_vsl_dprime
      -6.048	          10	         CP1	          29	                 Hits_Shape_2	S114_vsl_dprime
      -3.347	          11	          Pz	          29	                 Hits_Shape_2	S114_vsl_dprime
      -2.115	          12	          P3	          29	                 Hits_Shape_2	S114_vsl_dprime
       1.977	          13	          P7	          29	                 Hits_Shape_2	S114_vsl_dprime
       2.718	          14	          O1	          29	                 Hits_Shape_2	S114_vsl_dprime
       2.584	          15	          O2	          29	                 Hits_Shape_2	S114_vsl_dprime
       0.318	          16	          P4	          29	                 Hits_Shape_2	S114_vsl_dprime
       4.869	          17	          P8	          29	                 Hits_Shape_2	S114_vsl_dprime
      -1.208	          18	         CP6	          29	                 Hits_Shape_2	S114_vsl_dprime
      -5.045	          19	         CP2	          29	                 Hits_Shape_2	S114_vsl_dprime
      -9.308	          20	          CZ	          29	                 Hits_Shape_2	S114_vsl_dprime
      -6.021	          21	          C4	          29	                 Hits_Shape_2	S114_vsl_dprime
      -1.340	          22	          T8	          29	                 Hits_Shape_2	S114_vsl_dprime
      -2.776	          23	         FC6	          29	                 Hits_Shape_2	S114_vsl_dprime
      -8.191	          24	         FC2	          29	                 Hits_Shape_2	S114_vsl_dprime
      -6.048	          25	          F4	          29	                 Hits_Shape_2	S114_vsl_dprime
      -2.157	          26	          F8	          29	                 Hits_Shape_2	S114_vsl_dprime
      -6.748	          27	         FP2	          29	                 Hits_Shape_2	S114_vsl_dprime
     -10.858	           1	         FP1	          30	               Misses_Shape_2	S114_vsl_dprime
      -6.721	           2	          Fz	          30	               Misses_Shape_2	S114_vsl_dprime
     -10.078	           3	          F3	          30	               Misses_Shape_2	S114_vsl_dprime
      -9.851	           4	          F7	          30	               Misses_Shape_2	S114_vsl_dprime
      -8.987	           5	         FC5	          30	               Misses_Shape_2	S114_vsl_dprime
      -7.072	           6	         FC1	          30	               Misses_Shape_2	S114_vsl_dprime
      -5.551	           7	          C3	          30	               Misses_Shape_2	S114_vsl_dprime
      -7.566	           8	          T7	          30	               Misses_Shape_2	S114_vsl_dprime
      -5.103	           9	         CP5	          30	               Misses_Shape_2	S114_vsl_dprime
      -1.243	          10	         CP1	          30	               Misses_Shape_2	S114_vsl_dprime
      -0.264	          11	          Pz	          30	               Misses_Shape_2	S114_vsl_dprime
      -0.656	          12	          P3	          30	               Misses_Shape_2	S114_vsl_dprime
      -0.857	          13	          P7	          30	               Misses_Shape_2	S114_vsl_dprime
       1.984	          14	          O1	          30	               Misses_Shape_2	S114_vsl_dprime
       2.252	          15	          O2	          30	               Misses_Shape_2	S114_vsl_dprime
       0.746	          16	          P4	          30	               Misses_Shape_2	S114_vsl_dprime
       4.070	          17	          P8	          30	               Misses_Shape_2	S114_vsl_dprime
      -1.181	          18	         CP6	          30	               Misses_Shape_2	S114_vsl_dprime
      -1.426	          19	         CP2	          30	               Misses_Shape_2	S114_vsl_dprime
      -3.511	          20	          CZ	          30	               Misses_Shape_2	S114_vsl_dprime
      -1.896	          21	          C4	          30	               Misses_Shape_2	S114_vsl_dprime
      -3.299	          22	          T8	          30	               Misses_Shape_2	S114_vsl_dprime
      -2.171	          23	         FC6	          30	               Misses_Shape_2	S114_vsl_dprime
      -3.941	          24	         FC2	          30	               Misses_Shape_2	S114_vsl_dprime
      -5.458	          25	          F4	          30	               Misses_Shape_2	S114_vsl_dprime
      -5.097	          26	          F8	          30	               Misses_Shape_2	S114_vsl_dprime
      -8.402	          27	         FP2	          30	               Misses_Shape_2	S114_vsl_dprime
      -0.488	           1	         FP1	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -2.695	           2	          Fz	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -2.869	           3	          F3	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -0.556	           4	          F7	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -2.924	           5	         FC5	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -5.284	           6	         FC1	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -3.653	           7	          C3	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -0.592	           8	          T7	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -0.425	           9	         CP5	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -3.811	          10	         CP1	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -0.778	          11	          Pz	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
       1.234	          12	          P3	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
       5.550	          13	          P7	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
       4.672	          14	          O1	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
       5.048	          15	          O2	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
       3.015	          16	          P4	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
       5.725	          17	          P8	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
       0.210	          18	         CP6	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -3.215	          19	         CP2	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -7.891	          20	          CZ	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -2.385	          21	          C4	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -0.246	          22	          T8	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -2.354	          23	         FC6	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -4.245	          24	         FC2	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -1.688	          25	          F4	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -3.068	          26	          F8	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -1.023	          27	         FP2	          31	   Correct_Rejections_Shape_2	S114_vsl_dprime
      -6.544	           1	         FP1	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -5.601	           2	          Fz	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -6.747	           3	          F3	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -6.438	           4	          F7	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -6.282	           5	         FC5	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -7.154	           6	         FC1	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -8.024	           7	          C3	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -5.191	           8	          T7	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -4.360	           9	         CP5	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -8.808	          10	         CP1	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -4.451	          11	          Pz	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -2.822	          12	          P3	          32	         False_Alarms_Shape_2	S114_vsl_dprime
       1.374	          13	          P7	          32	         False_Alarms_Shape_2	S114_vsl_dprime
       2.527	          14	          O1	          32	         False_Alarms_Shape_2	S114_vsl_dprime
       3.441	          15	          O2	          32	         False_Alarms_Shape_2	S114_vsl_dprime
       1.492	          16	          P4	          32	         False_Alarms_Shape_2	S114_vsl_dprime
       6.462	          17	          P8	          32	         False_Alarms_Shape_2	S114_vsl_dprime
       0.192	          18	         CP6	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -5.762	          19	         CP2	          32	         False_Alarms_Shape_2	S114_vsl_dprime
     -10.715	          20	          CZ	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -5.130	          21	          C4	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -3.596	          22	          T8	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -5.582	          23	         FC6	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -6.319	          24	         FC2	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -8.479	          25	          F4	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -6.598	          26	          F8	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -7.118	          27	         FP2	          32	         False_Alarms_Shape_2	S114_vsl_dprime
      -6.511	           1	         FP1	          33	                 Hits_Shape_3	S114_vsl_dprime
      -5.960	           2	          Fz	          33	                 Hits_Shape_3	S114_vsl_dprime
      -7.162	           3	          F3	          33	                 Hits_Shape_3	S114_vsl_dprime
      -7.734	           4	          F7	          33	                 Hits_Shape_3	S114_vsl_dprime
      -6.524	           5	         FC5	          33	                 Hits_Shape_3	S114_vsl_dprime
      -5.585	           6	         FC1	          33	                 Hits_Shape_3	S114_vsl_dprime
      -4.793	           7	          C3	          33	                 Hits_Shape_3	S114_vsl_dprime
      -5.308	           8	          T7	          33	                 Hits_Shape_3	S114_vsl_dprime
      -2.663	           9	         CP5	          33	                 Hits_Shape_3	S114_vsl_dprime
      -1.269	          10	         CP1	          33	                 Hits_Shape_3	S114_vsl_dprime
       1.667	          11	          Pz	          33	                 Hits_Shape_3	S114_vsl_dprime
       2.292	          12	          P3	          33	                 Hits_Shape_3	S114_vsl_dprime
       3.651	          13	          P7	          33	                 Hits_Shape_3	S114_vsl_dprime
       5.494	          14	          O1	          33	                 Hits_Shape_3	S114_vsl_dprime
       4.727	          15	          O2	          33	                 Hits_Shape_3	S114_vsl_dprime
       2.988	          16	          P4	          33	                 Hits_Shape_3	S114_vsl_dprime
       4.448	          17	          P8	          33	                 Hits_Shape_3	S114_vsl_dprime
      -0.374	          18	         CP6	          33	                 Hits_Shape_3	S114_vsl_dprime
      -2.121	          19	         CP2	          33	                 Hits_Shape_3	S114_vsl_dprime
      -4.265	          20	          CZ	          33	                 Hits_Shape_3	S114_vsl_dprime
      -2.820	          21	          C4	          33	                 Hits_Shape_3	S114_vsl_dprime
      -3.063	          22	          T8	          33	                 Hits_Shape_3	S114_vsl_dprime
      -4.415	          23	         FC6	          33	                 Hits_Shape_3	S114_vsl_dprime
      -3.230	          24	         FC2	          33	                 Hits_Shape_3	S114_vsl_dprime
      -5.432	          25	          F4	          33	                 Hits_Shape_3	S114_vsl_dprime
      -7.251	          26	          F8	          33	                 Hits_Shape_3	S114_vsl_dprime
      -6.253	          27	         FP2	          33	                 Hits_Shape_3	S114_vsl_dprime
     -15.834	           1	         FP1	          34	               Misses_Shape_3	S114_vsl_dprime
     -17.808	           2	          Fz	          34	               Misses_Shape_3	S114_vsl_dprime
     -16.005	           3	          F3	          34	               Misses_Shape_3	S114_vsl_dprime
      -9.600	           4	          F7	          34	               Misses_Shape_3	S114_vsl_dprime
     -10.450	           5	         FC5	          34	               Misses_Shape_3	S114_vsl_dprime
     -16.970	           6	         FC1	          34	               Misses_Shape_3	S114_vsl_dprime
     -12.274	           7	          C3	          34	               Misses_Shape_3	S114_vsl_dprime
      -5.727	           8	          T7	          34	               Misses_Shape_3	S114_vsl_dprime
      -7.147	           9	         CP5	          34	               Misses_Shape_3	S114_vsl_dprime
     -10.935	          10	         CP1	          34	               Misses_Shape_3	S114_vsl_dprime
      -9.615	          11	          Pz	          34	               Misses_Shape_3	S114_vsl_dprime
      -6.779	          12	          P3	          34	               Misses_Shape_3	S114_vsl_dprime
      -2.438	          13	          P7	          34	               Misses_Shape_3	S114_vsl_dprime
      -1.660	          14	          O1	          34	               Misses_Shape_3	S114_vsl_dprime
      -0.746	          15	          O2	          34	               Misses_Shape_3	S114_vsl_dprime
      -3.114	          16	          P4	          34	               Misses_Shape_3	S114_vsl_dprime
       1.995	          17	          P8	          34	               Misses_Shape_3	S114_vsl_dprime
      -7.222	          18	         CP6	          34	               Misses_Shape_3	S114_vsl_dprime
     -11.018	          19	         CP2	          34	               Misses_Shape_3	S114_vsl_dprime
     -15.905	          20	          CZ	          34	               Misses_Shape_3	S114_vsl_dprime
     -12.095	          21	          C4	          34	               Misses_Shape_3	S114_vsl_dprime
      -6.110	          22	          T8	          34	               Misses_Shape_3	S114_vsl_dprime
     -11.867	          23	         FC6	          34	               Misses_Shape_3	S114_vsl_dprime
     -16.686	          24	         FC2	          34	               Misses_Shape_3	S114_vsl_dprime
     -23.172	          25	          F4	          34	               Misses_Shape_3	S114_vsl_dprime
     -12.360	          26	          F8	          34	               Misses_Shape_3	S114_vsl_dprime
     -16.055	          27	         FP2	          34	               Misses_Shape_3	S114_vsl_dprime
      -6.009	           1	         FP1	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -6.698	           2	          Fz	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -5.516	           3	          F3	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -3.535	           4	          F7	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -3.989	           5	         FC5	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -6.617	           6	         FC1	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -3.698	           7	          C3	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -3.140	           8	          T7	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -1.696	           9	         CP5	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -2.958	          10	         CP1	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
       0.479	          11	          Pz	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
       1.017	          12	          P3	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
       3.409	          13	          P7	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
       4.641	          14	          O1	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
       6.494	          15	          O2	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
       3.558	          16	          P4	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
       5.613	          17	          P8	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
       2.464	          18	         CP6	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -3.004	          19	         CP2	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -5.960	          20	          CZ	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -4.645	          21	          C4	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -3.138	          22	          T8	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -6.889	          23	         FC6	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -5.167	          24	         FC2	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -3.407	          25	          F4	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -6.927	          26	          F8	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -9.805	          27	         FP2	          35	   Correct_Rejections_Shape_3	S114_vsl_dprime
      -4.708	           1	         FP1	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -6.312	           2	          Fz	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -5.297	           3	          F3	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -5.849	           4	          F7	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -5.188	           5	         FC5	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -6.128	           6	         FC1	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -3.786	           7	          C3	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -5.718	           8	          T7	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -2.545	           9	         CP5	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -3.570	          10	         CP1	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -0.301	          11	          Pz	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -0.452	          12	          P3	          36	         False_Alarms_Shape_3	S114_vsl_dprime
       1.533	          13	          P7	          36	         False_Alarms_Shape_3	S114_vsl_dprime
       0.998	          14	          O1	          36	         False_Alarms_Shape_3	S114_vsl_dprime
       3.528	          15	          O2	          36	         False_Alarms_Shape_3	S114_vsl_dprime
       2.657	          16	          P4	          36	         False_Alarms_Shape_3	S114_vsl_dprime
       4.749	          17	          P8	          36	         False_Alarms_Shape_3	S114_vsl_dprime
       0.880	          18	         CP6	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -2.858	          19	         CP2	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -6.494	          20	          CZ	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -4.070	          21	          C4	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -4.656	          22	          T8	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -7.599	          23	         FC6	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -6.496	          24	         FC2	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -4.887	          25	          F4	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -8.524	          26	          F8	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -6.344	          27	         FP2	          36	         False_Alarms_Shape_3	S114_vsl_dprime
      -5.698	           1	         FP1	          37	                         Hits	S114_vsl_dprime
      -4.982	           2	          Fz	          37	                         Hits	S114_vsl_dprime
      -5.856	           3	          F3	          37	                         Hits	S114_vsl_dprime
      -5.354	           4	          F7	          37	                         Hits	S114_vsl_dprime
      -5.843	           5	         FC5	          37	                         Hits	S114_vsl_dprime
      -6.003	           6	         FC1	          37	                         Hits	S114_vsl_dprime
      -5.261	           7	          C3	          37	                         Hits	S114_vsl_dprime
      -4.673	           8	          T7	          37	                         Hits	S114_vsl_dprime
      -3.147	           9	         CP5	          37	                         Hits	S114_vsl_dprime
      -3.999	          10	         CP1	          37	                         Hits	S114_vsl_dprime
      -2.087	          11	          Pz	          37	                         Hits	S114_vsl_dprime
      -0.792	          12	          P3	          37	                         Hits	S114_vsl_dprime
       0.965	          13	          P7	          37	                         Hits	S114_vsl_dprime
       2.315	          14	          O1	          37	                         Hits	S114_vsl_dprime
       2.552	          15	          O2	          37	                         Hits	S114_vsl_dprime
