       value	     chindex	     chlabel	        bini	                     binlabel	         ERPset
       4.897	          16	          P4	          30	               Misses_Shape_2	S106_vsl_dprime
       2.347	          17	          P8	          30	               Misses_Shape_2	S106_vsl_dprime
       4.398	          18	         CP6	          30	               Misses_Shape_2	S106_vsl_dprime
       8.239	          19	         CP2	          30	               Misses_Shape_2	S106_vsl_dprime
      10.477	          20	          CZ	          30	               Misses_Shape_2	S106_vsl_dprime
       9.829	          21	          C4	          30	               Misses_Shape_2	S106_vsl_dprime
       1.677	          22	          T8	          30	               Misses_Shape_2	S106_vsl_dprime
       4.945	          23	         FC6	          30	               Misses_Shape_2	S106_vsl_dprime
       8.745	          24	         FC2	          30	               Misses_Shape_2	S106_vsl_dprime
       7.372	          25	          F4	          30	               Misses_Shape_2	S106_vsl_dprime
       2.341	          26	          F8	          30	               Misses_Shape_2	S106_vsl_dprime
       5.044	          27	         FP2	          30	               Misses_Shape_2	S106_vsl_dprime
       5.018	           1	         FP1	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
      10.645	           2	          Fz	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       8.935	           3	          F3	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       3.803	           4	          F7	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       7.441	           5	         FC5	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
      13.146	           6	         FC1	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
      13.497	           7	          C3	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       5.587	           8	          T7	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
      10.265	           9	         CP5	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
      14.117	          10	         CP1	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
      12.638	          11	          Pz	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
      11.806	          12	          P3	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       7.310	          13	          P7	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       7.619	          14	          O1	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       7.863	          15	          O2	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
      11.412	          16	          P4	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       7.155	          17	          P8	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       9.653	          18	         CP6	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
      13.505	          19	         CP2	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
      14.124	          20	          CZ	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
      12.205	          21	          C4	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       2.804	          22	          T8	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       6.590	          23	         FC6	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
      12.387	          24	         FC2	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       9.001	          25	          F4	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       4.108	          26	          F8	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       4.620	          27	         FP2	          31	   Correct_Rejections_Shape_2	S106_vsl_dprime
       4.537	           1	         FP1	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      13.848	           2	          Fz	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       9.661	           3	          F3	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       4.817	           4	          F7	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       7.959	           5	         FC5	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      10.825	           6	         FC1	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       9.370	           7	          C3	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       4.912	           8	          T7	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       7.532	           9	         CP5	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       7.679	          10	         CP1	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       7.022	          11	          Pz	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       8.482	          12	          P3	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       4.330	          13	          P7	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       3.337	          14	          O1	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       2.514	          15	          O2	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       4.898	          16	          P4	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -0.472	          17	          P8	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       0.779	          18	         CP6	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       6.269	          19	         CP2	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       9.210	          20	          CZ	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       4.325	          21	          C4	          32	         False_Alarms_Shape_2	S106_vsl_dprime
      -1.351	          22	          T8	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       1.474	          23	         FC6	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       8.459	          24	         FC2	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       5.362	          25	          F4	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       0.486	          26	          F8	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       4.675	          27	         FP2	          32	         False_Alarms_Shape_2	S106_vsl_dprime
       2.431	           1	         FP1	          33	                 Hits_Shape_3	S106_vsl_dprime
       9.173	           2	          Fz	          33	                 Hits_Shape_3	S106_vsl_dprime
       7.551	           3	          F3	          33	                 Hits_Shape_3	S106_vsl_dprime
       1.378	           4	          F7	          33	                 Hits_Shape_3	S106_vsl_dprime
       4.931	           5	         FC5	          33	                 Hits_Shape_3	S106_vsl_dprime
      12.360	           6	         FC1	          33	                 Hits_Shape_3	S106_vsl_dprime
      12.010	           7	          C3	          33	                 Hits_Shape_3	S106_vsl_dprime
       4.928	           8	          T7	          33	                 Hits_Shape_3	S106_vsl_dprime
       9.550	           9	         CP5	          33	                 Hits_Shape_3	S106_vsl_dprime
      14.794	          10	         CP1	          33	                 Hits_Shape_3	S106_vsl_dprime
      12.846	          11	          Pz	          33	                 Hits_Shape_3	S106_vsl_dprime
      11.583	          12	          P3	          33	                 Hits_Shape_3	S106_vsl_dprime
       5.873	          13	          P7	          33	                 Hits_Shape_3	S106_vsl_dprime
       6.849	          14	          O1	          33	                 Hits_Shape_3	S106_vsl_dprime
       8.407	          15	          O2	          33	                 Hits_Shape_3	S106_vsl_dprime
      14.231	          16	          P4	          33	                 Hits_Shape_3	S106_vsl_dprime
       8.060	          17	          P8	          33	                 Hits_Shape_3	S106_vsl_dprime
      11.693	          18	         CP6	          33	                 Hits_Shape_3	S106_vsl_dprime
      15.750	          19	         CP2	          33	                 Hits_Shape_3	S106_vsl_dprime
      14.644	          20	          CZ	          33	                 Hits_Shape_3	S106_vsl_dprime
      14.295	          21	          C4	          33	                 Hits_Shape_3	S106_vsl_dprime
       4.099	          22	          T8	          33	                 Hits_Shape_3	S106_vsl_dprime
       6.705	          23	         FC6	          33	                 Hits_Shape_3	S106_vsl_dprime
      11.535	          24	         FC2	          33	                 Hits_Shape_3	S106_vsl_dprime
       6.712	          25	          F4	          33	                 Hits_Shape_3	S106_vsl_dprime
       1.895	          26	          F8	          33	                 Hits_Shape_3	S106_vsl_dprime
       4.557	          27	         FP2	          33	                 Hits_Shape_3	S106_vsl_dprime
       1.599	           1	         FP1	          34	               Misses_Shape_3	S106_vsl_dprime
       6.655	           2	          Fz	          34	               Misses_Shape_3	S106_vsl_dprime
       4.012	           3	          F3	          34	               Misses_Shape_3	S106_vsl_dprime
       2.546	           4	          F7	          34	               Misses_Shape_3	S106_vsl_dprime
       4.096	           5	         FC5	          34	               Misses_Shape_3	S106_vsl_dprime
       9.703	           6	         FC1	          34	               Misses_Shape_3	S106_vsl_dprime
       9.164	           7	          C3	          34	               Misses_Shape_3	S106_vsl_dprime
       3.678	           8	          T7	          34	               Misses_Shape_3	S106_vsl_dprime
       6.582	           9	         CP5	          34	               Misses_Shape_3	S106_vsl_dprime
       7.654	          10	         CP1	          34	               Misses_Shape_3	S106_vsl_dprime
       5.012	          11	          Pz	          34	               Misses_Shape_3	S106_vsl_dprime
       6.425	          12	          P3	          34	               Misses_Shape_3	S106_vsl_dprime
       6.086	          13	          P7	          34	               Misses_Shape_3	S106_vsl_dprime
       4.081	          14	          O1	          34	               Misses_Shape_3	S106_vsl_dprime
       5.124	          15	          O2	          34	               Misses_Shape_3	S106_vsl_dprime
       6.544	          16	          P4	          34	               Misses_Shape_3	S106_vsl_dprime
       4.019	          17	          P8	          34	               Misses_Shape_3	S106_vsl_dprime
       4.825	          18	         CP6	          34	               Misses_Shape_3	S106_vsl_dprime
       7.533	          19	         CP2	          34	               Misses_Shape_3	S106_vsl_dprime
       7.413	          20	          CZ	          34	               Misses_Shape_3	S106_vsl_dprime
       9.255	          21	          C4	          34	               Misses_Shape_3	S106_vsl_dprime
       2.004	          22	          T8	          34	               Misses_Shape_3	S106_vsl_dprime
       2.963	          23	         FC6	          34	               Misses_Shape_3	S106_vsl_dprime
       6.854	          24	         FC2	          34	               Misses_Shape_3	S106_vsl_dprime
       7.377	          25	          F4	          34	               Misses_Shape_3	S106_vsl_dprime
       2.547	          26	          F8	          34	               Misses_Shape_3	S106_vsl_dprime
       2.847	          27	         FP2	          34	               Misses_Shape_3	S106_vsl_dprime
       3.480	           1	         FP1	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       7.784	           2	          Fz	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       6.934	           3	          F3	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       2.319	           4	          F7	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       7.198	           5	         FC5	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       9.401	           6	         FC1	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
      11.153	           7	          C3	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       6.036	           8	          T7	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
      11.119	           9	         CP5	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
      12.316	          10	         CP1	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
      12.212	          11	          Pz	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
      11.907	          12	          P3	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       7.580	          13	          P7	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       6.562	          14	          O1	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
      10.443	          15	          O2	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
      14.473	          16	          P4	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
      10.482	          17	          P8	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
      12.255	          18	         CP6	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
      12.933	          19	         CP2	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
      10.527	          20	          CZ	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
      11.074	          21	          C4	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       4.152	          22	          T8	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       6.140	          23	         FC6	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       9.693	          24	         FC2	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       5.635	          25	          F4	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       3.333	          26	          F8	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
       1.603	          27	         FP2	          35	   Correct_Rejections_Shape_3	S106_vsl_dprime
      -7.782	           1	         FP1	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       3.674	           2	          Fz	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       4.467	           3	          F3	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -2.673	           4	          F7	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       2.848	           5	         FC5	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       7.877	           6	         FC1	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       6.311	           7	          C3	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       0.941	           8	          T7	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       5.030	           9	         CP5	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       7.487	          10	         CP1	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       5.831	          11	          Pz	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       6.351	          12	          P3	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       0.680	          13	          P7	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       2.521	          14	          O1	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       3.321	          15	          O2	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       8.446	          16	          P4	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       3.299	          17	          P8	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       8.004	          18	         CP6	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       9.420	          19	         CP2	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       6.174	          20	          CZ	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       7.471	          21	          C4	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       0.764	          22	          T8	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       2.087	          23	         FC6	          36	         False_Alarms_Shape_3	S106_vsl_dprime
       5.824	          24	         FC2	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -4.018	          25	          F4	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -1.928	          26	          F8	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -7.257	          27	         FP2	          36	         False_Alarms_Shape_3	S106_vsl_dprime
      -2.272	           1	         FP1	          37	                         Hits	S106_vsl_dprime
       1.041	           2	          Fz	          37	                         Hits	S106_vsl_dprime
       1.149	           3	          F3	          37	                         Hits	S106_vsl_dprime
      -1.905	           4	          F7	          37	                         Hits	S106_vsl_dprime
       1.336	           5	         FC5	          37	                         Hits	S106_vsl_dprime
       4.427	           6	         FC1	          37	                         Hits	S106_vsl_dprime
       6.500	           7	          C3	          37	                         Hits	S106_vsl_dprime
       2.025	           8	          T7	          37	                         Hits	S106_vsl_dprime
       6.390	           9	         CP5	          37	                         Hits	S106_vsl_dprime
       8.397	          10	         CP1	          37	                         Hits	S106_vsl_dprime
       7.952	          11	          Pz	          37	                         Hits	S106_vsl_dprime
       8.003	          12	          P3	          37	                         Hits	S106_vsl_dprime
       5.373	          13	          P7	          37	                         Hits	S106_vsl_dprime
       6.007	          14	          O1	          37	                         Hits	S106_vsl_dprime
       6.252	          15	          O2	          37	                         Hits	S106_vsl_dprime
       8.099	          16	          P4	          37	                         Hits	S106_vsl_dprime
       5.161	          17	          P8	          37	                         Hits	S106_vsl_dprime
       5.212	          18	         CP6	          37	                         Hits	S106_vsl_dprime
       8.282	          19	         CP2	          37	                         Hits	S106_vsl_dprime
       6.528	          20	          CZ	          37	                         Hits	S106_vsl_dprime
       6.302	          21	          C4	          37	                         Hits	S106_vsl_dprime
      -0.448	          22	          T8	          37	                         Hits	S106_vsl_dprime
       0.570	          23	         FC6	          37	                         Hits	S106_vsl_dprime
       3.682	          24	         FC2	          37	                         Hits	S106_vsl_dprime
      -0.749	          25	          F4	          37	                         Hits	S106_vsl_dprime
      -2.424	          26	          F8	          37	                         Hits	S106_vsl_dprime
      -1.755	          27	         FP2	          37	                         Hits	S106_vsl_dprime
       1.920	           1	         FP1	          38	                       Misses	S106_vsl_dprime
       6.198	           2	          Fz	          38	                       Misses	S106_vsl_dprime
       5.280	           3	          F3	          38	                       Misses	S106_vsl_dprime
       2.171	           4	          F7	          38	                       Misses	S106_vsl_dprime
