mlabel,value,chindex,chlabel,bini,binlabel,SubjID
n250,-2.461,1,FP1,1,Critical_word_small_family,S14
n250,-2.626,2,Fz,1,Critical_word_small_family,S14
n250,-2.358,3,F3,1,Critical_word_small_family,S14
n250,-1.233,4,F7,1,Critical_word_small_family,S14
n250,-0.697,5,FC5,1,Critical_word_small_family,S14
n250,-3.352,6,FC1,1,Critical_word_small_family,S14
n250,-1.929,7,C3,1,Critical_word_small_family,S14
n250,-0.581,8,T7,1,Critical_word_small_family,S14
n250,-0.925,9,CP5,1,Critical_word_small_family,S14
n250,-2.956,10,CP1,1,Critical_word_small_family,S14
n250,-2.931,11,Pz,1,Critical_word_small_family,S14
n250,-0.650,12,P3,1,Critical_word_small_family,S14
n250,0.382,13,P7,1,Critical_word_small_family,S14
n250,2.215,14,O1,1,Critical_word_small_family,S14
n250,1.092,15,O2,1,Critical_word_small_family,S14
n250,-0.447,16,P4,1,Critical_word_small_family,S14
n250,1.290,17,P8,1,Critical_word_small_family,S14
n250,0.000,18,CP6,1,Critical_word_small_family,S14
n250,-2.893,19,CP2,1,Critical_word_small_family,S14
n250,-3.812,20,CZ,1,Critical_word_small_family,S14
n250,-2.366,21,C4,1,Critical_word_small_family,S14
n250,-0.767,22,T8,1,Critical_word_small_family,S14
n250,-1.120,23,FC6,1,Critical_word_small_family,S14
n250,-3.268,24,FC2,1,Critical_word_small_family,S14
n250,-3.097,25,F4,1,Critical_word_small_family,S14
n250,-2.195,26,F8,1,Critical_word_small_family,S14
n250,-4.085,1,FP1,2,Critical_word_large_family,S14
n250,-3.082,2,Fz,2,Critical_word_large_family,S14
n250,-3.197,3,F3,2,Critical_word_large_family,S14
n250,-3.504,4,F7,2,Critical_word_large_family,S14
n250,-2.908,5,FC5,2,Critical_word_large_family,S14
n250,-3.443,6,FC1,2,Critical_word_large_family,S14
n250,-2.555,7,C3,2,Critical_word_large_family,S14
n250,-2.551,8,T7,2,Critical_word_large_family,S14
n250,-1.336,9,CP5,2,Critical_word_large_family,S14
n250,-2.214,10,CP1,2,Critical_word_large_family,S14
n250,-1.704,11,Pz,2,Critical_word_large_family,S14
n250,0.606,12,P3,2,Critical_word_large_family,S14
n250,1.644,13,P7,2,Critical_word_large_family,S14
n250,4.329,14,O1,2,Critical_word_large_family,S14
n250,3.793,15,O2,2,Critical_word_large_family,S14
n250,0.551,16,P4,2,Critical_word_large_family,S14
n250,1.746,17,P8,2,Critical_word_large_family,S14
n250,-0.914,18,CP6,2,Critical_word_large_family,S14
n250,-3.276,19,CP2,2,Critical_word_large_family,S14
n250,-4.879,20,CZ,2,Critical_word_large_family,S14
n250,-3.821,21,C4,2,Critical_word_large_family,S14
n250,-1.645,22,T8,2,Critical_word_large_family,S14
n250,-1.962,23,FC6,2,Critical_word_large_family,S14
n250,-3.582,24,FC2,2,Critical_word_large_family,S14
n250,-3.122,25,F4,2,Critical_word_large_family,S14
n250,-2.664,26,F8,2,Critical_word_large_family,S14
n250,-3.560,1,FP1,3,nonword_small_complex,S14
n250,-4.591,2,Fz,3,nonword_small_complex,S14
n250,-4.055,3,F3,3,nonword_small_complex,S14
n250,-2.408,4,F7,3,nonword_small_complex,S14
n250,-2.085,5,FC5,3,nonword_small_complex,S14
n250,-4.254,6,FC1,3,nonword_small_complex,S14
n250,-3.602,7,C3,3,nonword_small_complex,S14
n250,-0.403,8,T7,3,nonword_small_complex,S14
n250,-0.974,9,CP5,3,nonword_small_complex,S14
n250,-3.765,10,CP1,3,nonword_small_complex,S14
n250,-4.214,11,Pz,3,nonword_small_complex,S14
n250,-1.133,12,P3,3,nonword_small_complex,S14
n250,1.107,13,P7,3,nonword_small_complex,S14
n250,2.008,14,O1,3,nonword_small_complex,S14
n250,1.480,15,O2,3,nonword_small_complex,S14
n250,-1.439,16,P4,3,nonword_small_complex,S14
n250,-0.131,17,P8,3,nonword_small_complex,S14
n250,-3.208,18,CP6,3,nonword_small_complex,S14
n250,-5.044,19,CP2,3,nonword_small_complex,S14
n250,-5.276,20,CZ,3,nonword_small_complex,S14
n250,-5.899,21,C4,3,nonword_small_complex,S14
n250,-3.918,22,T8,3,nonword_small_complex,S14
n250,-5.510,23,FC6,3,nonword_small_complex,S14
n250,-4.813,24,FC2,3,nonword_small_complex,S14
n250,-7.050,25,F4,3,nonword_small_complex,S14
n250,-4.320,26,F8,3,nonword_small_complex,S14
n250,-1.039,1,FP1,4,nonword_large_complex,S14
n250,-1.251,2,Fz,4,nonword_large_complex,S14
n250,-0.484,3,F3,4,nonword_large_complex,S14
n250,-0.477,4,F7,4,nonword_large_complex,S14
n250,0.241,5,FC5,4,nonword_large_complex,S14
n250,-1.359,6,FC1,4,nonword_large_complex,S14
n250,1.189,7,C3,4,nonword_large_complex,S14
n250,0.996,8,T7,4,nonword_large_complex,S14
n250,2.351,9,CP5,4,nonword_large_complex,S14
n250,1.262,10,CP1,4,nonword_large_complex,S14
n250,2.337,11,Pz,4,nonword_large_complex,S14
n250,3.398,12,P3,4,nonword_large_complex,S14
n250,4.125,13,P7,4,nonword_large_complex,S14
n250,6.342,14,O1,4,nonword_large_complex,S14
n250,5.048,15,O2,4,nonword_large_complex,S14
n250,4.225,16,P4,4,nonword_large_complex,S14
n250,4.334,17,P8,4,nonword_large_complex,S14
n250,2.446,18,CP6,4,nonword_large_complex,S14
n250,0.987,19,CP2,4,nonword_large_complex,S14
n250,-0.819,20,CZ,4,nonword_large_complex,S14
n250,0.264,21,C4,4,nonword_large_complex,S14
n250,1.462,22,T8,4,nonword_large_complex,S14
n250,1.114,23,FC6,4,nonword_large_complex,S14
n250,-0.564,24,FC2,4,nonword_large_complex,S14
n250,0.183,25,F4,4,nonword_large_complex,S14
n250,0.748,26,F8,4,nonword_large_complex,S14
n250,-6.178,1,FP1,5,nonword_small_simple,S14
n250,-3.680,2,Fz,5,nonword_small_simple,S14
n250,-4.140,3,F3,5,nonword_small_simple,S14
n250,-3.813,4,F7,5,nonword_small_simple,S14
n250,-2.837,5,FC5,5,nonword_small_simple,S14
n250,-3.548,6,FC1,5,nonword_small_simple,S14
n250,-1.095,7,C3,5,nonword_small_simple,S14
n250,-1.862,8,T7,5,nonword_small_simple,S14
n250,0.577,9,CP5,5,nonword_small_simple,S14
n250,0.545,10,CP1,5,nonword_small_simple,S14
n250,1.090,11,Pz,5,nonword_small_simple,S14
n250,3.354,12,P3,5,nonword_small_simple,S14
n250,3.515,13,P7,5,nonword_small_simple,S14
n250,6.524,14,O1,5,nonword_small_simple,S14
n250,4.233,15,O2,5,nonword_small_simple,S14
n250,1.553,16,P4,5,nonword_small_simple,S14
n250,1.487,17,P8,5,nonword_small_simple,S14
n250,-1.467,18,CP6,5,nonword_small_simple,S14
n250,-0.888,19,CP2,5,nonword_small_simple,S14
n250,-3.016,20,CZ,5,nonword_small_simple,S14
n250,-2.761,21,C4,5,nonword_small_simple,S14
n250,-3.639,22,T8,5,nonword_small_simple,S14
n250,-4.456,23,FC6,5,nonword_small_simple,S14
n250,-3.474,24,FC2,5,nonword_small_simple,S14
n250,-4.330,25,F4,5,nonword_small_simple,S14
n250,-4.474,26,F8,5,nonword_small_simple,S14
n250,-7.987,1,FP1,6,nonword_large_simple,S14
n250,-8.409,2,Fz,6,nonword_large_simple,S14
n250,-6.726,3,F3,6,nonword_large_simple,S14
n250,-5.673,4,F7,6,nonword_large_simple,S14
n250,-6.084,5,FC5,6,nonword_large_simple,S14
n250,-8.737,6,FC1,6,nonword_large_simple,S14
n250,-6.490,7,C3,6,nonword_large_simple,S14
n250,-5.156,8,T7,6,nonword_large_simple,S14
n250,-4.868,9,CP5,6,nonword_large_simple,S14
n250,-6.320,10,CP1,6,nonword_large_simple,S14
n250,-5.593,11,Pz,6,nonword_large_simple,S14
n250,-2.583,12,P3,6,nonword_large_simple,S14
n250,0.758,13,P7,6,nonword_large_simple,S14
n250,2.571,14,O1,6,nonword_large_simple,S14
n250,0.332,15,O2,6,nonword_large_simple,S14
n250,-4.533,16,P4,6,nonword_large_simple,S14
n250,-2.021,17,P8,6,nonword_large_simple,S14
n250,-5.488,18,CP6,6,nonword_large_simple,S14
n250,-8.475,19,CP2,6,nonword_large_simple,S14
n250,-8.920,20,CZ,6,nonword_large_simple,S14
n250,-9.306,21,C4,6,nonword_large_simple,S14
n250,-5.988,22,T8,6,nonword_large_simple,S14
n250,-8.159,23,FC6,6,nonword_large_simple,S14
n250,-9.064,24,FC2,6,nonword_large_simple,S14
n250,-8.598,25,F4,6,nonword_large_simple,S14
n250,-6.653,26,F8,6,nonword_large_simple,S14
n250,3.967,1,FP1,1,Critical_word_small_family,S101
n250,2.581,2,Fz,1,Critical_word_small_family,S101
n250,3.447,3,F3,1,Critical_word_small_family,S101
n250,5.820,4,F7,1,Critical_word_small_family,S101
n250,4.095,5,FC5,1,Critical_word_small_family,S101
n250,1.958,6,FC1,1,Critical_word_small_family,S101
n250,2.052,7,C3,1,Critical_word_small_family,S101
n250,1.857,8,T7,1,Critical_word_small_family,S101
n250,0.728,9,CP5,1,Critical_word_small_family,S101
n250,2.008,10,CP1,1,Critical_word_small_family,S101
n250,1.277,11,Pz,1,Critical_word_small_family,S101
n250,0.365,12,P3,1,Critical_word_small_family,S101
n250,-4.215,13,P7,1,Critical_word_small_family,S101
n250,-4.268,14,O1,1,Critical_word_small_family,S101
n250,-5.414,15,O2,1,Critical_word_small_family,S101
n250,-1.153,16,P4,1,Critical_word_small_family,S101
n250,-7.795,17,P8,1,Critical_word_small_family,S101
n250,-1.261,18,CP6,1,Critical_word_small_family,S101
n250,1.340,19,CP2,1,Critical_word_small_family,S101
n250,2.184,20,CZ,1,Critical_word_small_family,S101
n250,1.637,21,C4,1,Critical_word_small_family,S101
n250,2.640,22,T8,1,Critical_word_small_family,S101
n250,3.621,23,FC6,1,Critical_word_small_family,S101
n250,2.025,24,FC2,1,Critical_word_small_family,S101
n250,3.824,25,F4,1,Critical_word_small_family,S101
n250,4.531,26,F8,1,Critical_word_small_family,S101
n250,0.000,1,FP1,2,Critical_word_large_family,S101
n250,0.000,2,Fz,2,Critical_word_large_family,S101
n250,0.000,3,F3,2,Critical_word_large_family,S101
n250,0.000,4,F7,2,Critical_word_large_family,S101
n250,0.000,5,FC5,2,Critical_word_large_family,S101
n250,0.000,6,FC1,2,Critical_word_large_family,S101
n250,0.000,7,C3,2,Critical_word_large_family,S101
n250,0.000,8,T7,2,Critical_word_large_family,S101
n250,0.000,9,CP5,2,Critical_word_large_family,S101
n250,0.000,10,CP1,2,Critical_word_large_family,S101
n250,0.000,11,Pz,2,Critical_word_large_family,S101
n250,0.000,12,P3,2,Critical_word_large_family,S101
n250,0.000,13,P7,2,Critical_word_large_family,S101
n250,0.000,14,O1,2,Critical_word_large_family,S101
n250,0.000,15,O2,2,Critical_word_large_family,S101
n250,0.000,16,P4,2,Critical_word_large_family,S101
n250,0.000,17,P8,2,Critical_word_large_family,S101
n250,0.000,18,CP6,2,Critical_word_large_family,S101
n250,0.000,19,CP2,2,Critical_word_large_family,S101
n250,0.000,20,CZ,2,Critical_word_large_family,S101
n250,0.000,21,C4,2,Critical_word_large_family,S101
n250,0.000,22,T8,2,Critical_word_large_family,S101
n250,0.000,23,FC6,2,Critical_word_large_family,S101
n250,0.000,24,FC2,2,Critical_word_large_family,S101
n250,0.000,25,F4,2,Critical_word_large_family,S101
n250,0.000,26,F8,2,Critical_word_large_family,S101
n250,0.000,1,FP1,3,nonword_small_complex,S101
n250,0.000,2,Fz,3,nonword_small_complex,S101
n250,0.000,3,F3,3,nonword_small_complex,S101
n250,0.000,4,F7,3,nonword_small_complex,S101
n250,0.000,5,FC5,3,nonword_small_complex,S101
n250,0.000,6,FC1,3,nonword_small_complex,S101
n250,0.000,7,C3,3,nonword_small_complex,S101
n250,0.000,8,T7,3,nonword_small_complex,S101
n250,0.000,9,CP5,3,nonword_small_complex,S101
n250,0.000,10,CP1,3,nonword_small_complex,S101
n250,0.000,11,Pz,3,nonword_small_complex,S101
n250,0.000,12,P3,3,nonword_small_complex,S101
n250,0.000,13,P7,3,nonword_small_complex,S101
n250,0.000,14,O1,3,nonword_small_complex,S101
n250,0.000,15,O2,3,nonword_small_complex,S101
n250,0.000,16,P4,3,nonword_small_complex,S101
n250,0.000,17,P8,3,nonword_small_complex,S101
n250,0.000,18,CP6,3,nonword_small_complex,S101
n250,0.000,19,CP2,3,nonword_small_complex,S101
n250,0.000,20,CZ,3,nonword_small_complex,S101
n250,0.000,21,C4,3,nonword_small_complex,S101
n250,0.000,22,T8,3,nonword_small_complex,S101
n250,0.000,23,FC6,3,nonword_small_complex,S101
n250,0.000,24,FC2,3,nonword_small_complex,S101
n250,0.000,25,F4,3,nonword_small_complex,S101
n250,0.000,26,F8,3,nonword_small_complex,S101
n250,0.000,1,FP1,4,nonword_large_complex,S101
n250,0.000,2,Fz,4,nonword_large_complex,S101
n250,0.000,3,F3,4,nonword_large_complex,S101
n250,0.000,4,F7,4,nonword_large_complex,S101
n250,0.000,5,FC5,4,nonword_large_complex,S101
n250,0.000,6,FC1,4,nonword_large_complex,S101
n250,0.000,7,C3,4,nonword_large_complex,S101
n250,0.000,8,T7,4,nonword_large_complex,S101
n250,0.000,9,CP5,4,nonword_large_complex,S101
n250,0.000,10,CP1,4,nonword_large_complex,S101
n250,0.000,11,Pz,4,nonword_large_complex,S101
n250,0.000,12,P3,4,nonword_large_complex,S101
n250,0.000,13,P7,4,nonword_large_complex,S101
n250,0.000,14,O1,4,nonword_large_complex,S101
n250,0.000,15,O2,4,nonword_large_complex,S101
n250,0.000,16,P4,4,nonword_large_complex,S101
n250,0.000,17,P8,4,nonword_large_complex,S101
n250,0.000,18,CP6,4,nonword_large_complex,S101
n250,0.000,19,CP2,4,nonword_large_complex,S101
n250,0.000,20,CZ,4,nonword_large_complex,S101
n250,0.000,21,C4,4,nonword_large_complex,S101
n250,0.000,22,T8,4,nonword_large_complex,S101
n250,0.000,23,FC6,4,nonword_large_complex,S101
n250,0.000,24,FC2,4,nonword_large_complex,S101
n250,0.000,25,F4,4,nonword_large_complex,S101
n250,0.000,26,F8,4,nonword_large_complex,S101
n250,0.000,1,FP1,5,nonword_small_simple,S101
n250,0.000,2,Fz,5,nonword_small_simple,S101
n250,0.000,3,F3,5,nonword_small_simple,S101
n250,0.000,4,F7,5,nonword_small_simple,S101
n250,0.000,5,FC5,5,nonword_small_simple,S101
n250,0.000,6,FC1,5,nonword_small_simple,S101
n250,0.000,7,C3,5,nonword_small_simple,S101
n250,0.000,8,T7,5,nonword_small_simple,S101
n250,0.000,9,CP5,5,nonword_small_simple,S101
n250,0.000,10,CP1,5,nonword_small_simple,S101
n250,0.000,11,Pz,5,nonword_small_simple,S101
n250,0.000,12,P3,5,nonword_small_simple,S101
n250,0.000,13,P7,5,nonword_small_simple,S101
n250,0.000,14,O1,5,nonword_small_simple,S101
n250,0.000,15,O2,5,nonword_small_simple,S101
n250,0.000,16,P4,5,nonword_small_simple,S101
n250,0.000,17,P8,5,nonword_small_simple,S101
n250,0.000,18,CP6,5,nonword_small_simple,S101
n250,0.000,19,CP2,5,nonword_small_simple,S101
n250,0.000,20,CZ,5,nonword_small_simple,S101
n250,0.000,21,C4,5,nonword_small_simple,S101
n250,0.000,22,T8,5,nonword_small_simple,S101
n250,0.000,23,FC6,5,nonword_small_simple,S101
n250,0.000,24,FC2,5,nonword_small_simple,S101
n250,0.000,25,F4,5,nonword_small_simple,S101
n250,0.000,26,F8,5,nonword_small_simple,S101
n250,0.000,1,FP1,6,nonword_large_simple,S101
n250,0.000,2,Fz,6,nonword_large_simple,S101
n250,0.000,3,F3,6,nonword_large_simple,S101
n250,0.000,4,F7,6,nonword_large_simple,S101
n250,0.000,5,FC5,6,nonword_large_simple,S101
n250,0.000,6,FC1,6,nonword_large_simple,S101
n250,0.000,7,C3,6,nonword_large_simple,S101
n250,0.000,8,T7,6,nonword_large_simple,S101
n250,0.000,9,CP5,6,nonword_large_simple,S101
n250,0.000,10,CP1,6,nonword_large_simple,S101
n250,0.000,11,Pz,6,nonword_large_simple,S101
n250,0.000,12,P3,6,nonword_large_simple,S101
n250,0.000,13,P7,6,nonword_large_simple,S101
n250,0.000,14,O1,6,nonword_large_simple,S101
n250,0.000,15,O2,6,nonword_large_simple,S101
n250,0.000,16,P4,6,nonword_large_simple,S101
n250,0.000,17,P8,6,nonword_large_simple,S101
n250,0.000,18,CP6,6,nonword_large_simple,S101
n250,0.000,19,CP2,6,nonword_large_simple,S101
n250,0.000,20,CZ,6,nonword_large_simple,S101
n250,0.000,21,C4,6,nonword_large_simple,S101
n250,0.000,22,T8,6,nonword_large_simple,S101
n250,0.000,23,FC6,6,nonword_large_simple,S101
n250,0.000,24,FC2,6,nonword_large_simple,S101
n250,0.000,25,F4,6,nonword_large_simple,S101
n250,0.000,26,F8,6,nonword_large_simple,S101
n250,-1.242,1,FP1,1,Critical_word_small_family,S104
n250,-1.062,2,Fz,1,Critical_word_small_family,S104
n250,-1.156,3,F3,1,Critical_word_small_family,S104
n250,0.044,4,F7,1,Critical_word_small_family,S104
n250,-0.993,5,FC5,1,Critical_word_small_family,S104
n250,-2.607,6,FC1,1,Critical_word_small_family,S104
n250,-3.158,7,C3,1,Critical_word_small_family,S104
n250,-1.001,8,T7,1,Critical_word_small_family,S104
n250,-3.495,9,CP5,1,Critical_word_small_family,S104
n250,-3.137,10,CP1,1,Critical_word_small_family,S104
n250,-2.275,11,Pz,1,Critical_word_small_family,S104
n250,-4.493,12,P3,1,Critical_word_small_family,S104
n250,-6.175,13,P7,1,Critical_word_small_family,S104
n250,-8.403,14,O1,1,Critical_word_small_family,S104
n250,-7.487,15,O2,1,Critical_word_small_family,S104
n250,-3.995,16,P4,1,Critical_word_small_family,S104
n250,-6.476,17,P8,1,Critical_word_small_family,S104
n250,-4.163,18,CP6,1,Critical_word_small_family,S104
n250,-2.642,19,CP2,1,Critical_word_small_family,S104
n250,-2.840,20,CZ,1,Critical_word_small_family,S104
n250,-2.910,21,C4,1,Critical_word_small_family,S104
n250,-1.056,22,T8,1,Critical_word_small_family,S104
n250,-0.808,23,FC6,1,Critical_word_small_family,S104
n250,-2.137,24,FC2,1,Critical_word_small_family,S104
n250,-0.590,25,F4,1,Critical_word_small_family,S104
n250,0.805,26,F8,1,Critical_word_small_family,S104
n250,-0.379,1,FP1,2,Critical_word_large_family,S104
n250,-1.213,2,Fz,2,Critical_word_large_family,S104
n250,-1.168,3,F3,2,Critical_word_large_family,S104
n250,1.569,4,F7,2,Critical_word_large_family,S104
n250,0.601,5,FC5,2,Critical_word_large_family,S104
n250,-0.987,6,FC1,2,Critical_word_large_family,S104
n250,-1.528,7,C3,2,Critical_word_large_family,S104
n250,-0.170,8,T7,2,Critical_word_large_family,S104
n250,-2.491,9,CP5,2,Critical_word_large_family,S104
n250,-1.856,10,CP1,2,Critical_word_large_family,S104
n250,-0.692,11,Pz,2,Critical_word_large_family,S104
n250,-3.248,12,P3,2,Critical_word_large_family,S104
n250,-5.104,13,P7,2,Critical_word_large_family,S104
n250,-6.752,14,O1,2,Critical_word_large_family,S104
n250,-5.455,15,O2,2,Critical_word_large_family,S104
n250,-1.840,16,P4,2,Critical_word_large_family,S104
n250,-4.430,17,P8,2,Critical_word_large_family,S104
n250,-2.472,18,CP6,2,Critical_word_large_family,S104
n250,-1.383,19,CP2,2,Critical_word_large_family,S104
n250,-1.303,20,CZ,2,Critical_word_large_family,S104
n250,-1.573,21,C4,2,Critical_word_large_family,S104
n250,-0.064,22,T8,2,Critical_word_large_family,S104
n250,-0.110,23,FC6,2,Critical_word_large_family,S104
n250,-1.341,24,FC2,2,Critical_word_large_family,S104
n250,-0.156,25,F4,2,Critical_word_large_family,S104
n250,0.952,26,F8,2,Critical_word_large_family,S104
n250,1.232,1,FP1,3,nonword_small_complex,S104
n250,-2.386,2,Fz,3,nonword_small_complex,S104
n250,-2.484,3,F3,3,nonword_small_complex,S104
n250,0.017,4,F7,3,nonword_small_complex,S104
n250,-1.499,5,FC5,3,nonword_small_complex,S104
n250,-1.496,6,FC1,3,nonword_small_complex,S104
n250,-1.919,7,C3,3,nonword_small_complex,S104
n250,-1.529,8,T7,3,nonword_small_complex,S104
n250,-3.768,9,CP5,3,nonword_small_complex,S104
n250,-0.896,10,CP1,3,nonword_small_complex,S104
n250,-0.614,11,Pz,3,nonword_small_complex,S104
n250,-3.130,12,P3,3,nonword_small_complex,S104
n250,-6.589,13,P7,3,nonword_small_complex,S104
n250,-9.560,14,O1,3,nonword_small_complex,S104
n250,-8.039,15,O2,3,nonword_small_complex,S104
n250,-2.382,16,P4,3,nonword_small_complex,S104
n250,-5.416,17,P8,3,nonword_small_complex,S104
n250,-2.837,18,CP6,3,nonword_small_complex,S104
n250,-1.023,19,CP2,3,nonword_small_complex,S104
n250,-1.019,20,CZ,3,nonword_small_complex,S104
n250,-2.401,21,C4,3,nonword_small_complex,S104
n250,-1.302,22,T8,3,nonword_small_complex,S104
n250,-1.384,23,FC6,3,nonword_small_complex,S104
n250,-1.862,24,FC2,3,nonword_small_complex,S104
n250,-1.586,25,F4,3,nonword_small_complex,S104
n250,-0.438,26,F8,3,nonword_small_complex,S104
n250,-0.921,1,FP1,4,nonword_large_complex,S104
n250,-1.457,2,Fz,4,nonword_large_complex,S104
n250,-1.106,3,F3,4,nonword_large_complex,S104
n250,0.858,4,F7,4,nonword_large_complex,S104
n250,0.304,5,FC5,4,nonword_large_complex,S104
n250,-2.735,6,FC1,4,nonword_large_complex,S104
n250,-1.320,7,C3,4,nonword_large_complex,S104
n250,0.584,8,T7,4,nonword_large_complex,S104
n250,-2.246,9,CP5,4,nonword_large_complex,S104
n250,-1.504,10,CP1,4,nonword_large_complex,S104
n250,-2.092,11,Pz,4,nonword_large_complex,S104
n250,-3.171,12,P3,4,nonword_large_complex,S104
n250,-5.335,13,P7,4,nonword_large_complex,S104
n250,-9.553,14,O1,4,nonword_large_complex,S104
n250,-8.665,15,O2,4,nonword_large_complex,S104
n250,-3.516,16,P4,4,nonword_large_complex,S104
n250,-7.223,17,P8,4,nonword_large_complex,S104
n250,-3.652,18,CP6,4,nonword_large_complex,S104
n250,-2.283,19,CP2,4,nonword_large_complex,S104
n250,-2.445,20,CZ,4,nonword_large_complex,S104
n250,-1.485,21,C4,4,nonword_large_complex,S104
n250,-1.283,22,T8,4,nonword_large_complex,S104
n250,-0.499,23,FC6,4,nonword_large_complex,S104
n250,-1.226,24,FC2,4,nonword_large_complex,S104
n250,-0.140,25,F4,4,nonword_large_complex,S104
n250,-0.037,26,F8,4,nonword_large_complex,S104
n250,-0.204,1,FP1,5,nonword_small_simple,S104
n250,-1.798,2,Fz,5,nonword_small_simple,S104
n250,-1.070,3,F3,5,nonword_small_simple,S104
n250,0.901,4,F7,5,nonword_small_simple,S104
n250,0.181,5,FC5,5,nonword_small_simple,S104
n250,-1.560,6,FC1,5,nonword_small_simple,S104
n250,-1.758,7,C3,5,nonword_small_simple,S104
n250,-0.743,8,T7,5,nonword_small_simple,S104
n250,-2.783,9,CP5,5,nonword_small_simple,S104
n250,-0.935,10,CP1,5,nonword_small_simple,S104
n250,-0.918,11,Pz,5,nonword_small_simple,S104
n250,-3.512,12,P3,5,nonword_small_simple,S104
n250,-6.580,13,P7,5,nonword_small_simple,S104
n250,-9.173,14,O1,5,nonword_small_simple,S104
n250,-8.604,15,O2,5,nonword_small_simple,S104
n250,-4.668,16,P4,5,nonword_small_simple,S104
n250,-7.814,17,P8,5,nonword_small_simple,S104
n250,-5.617,18,CP6,5,nonword_small_simple,S104
n250,-1.989,19,CP2,5,nonword_small_simple,S104
n250,-1.636,20,CZ,5,nonword_small_simple,S104
n250,-3.605,21,C4,5,nonword_small_simple,S104
n250,-3.080,22,T8,5,nonword_small_simple,S104
n250,-2.602,23,FC6,5,nonword_small_simple,S104
n250,-1.712,24,FC2,5,nonword_small_simple,S104
n250,-1.907,25,F4,5,nonword_small_simple,S104
n250,-1.825,26,F8,5,nonword_small_simple,S104
n250,-0.765,1,FP1,6,nonword_large_simple,S104
n250,-4.199,2,Fz,6,nonword_large_simple,S104
n250,-3.411,3,F3,6,nonword_large_simple,S104
n250,-1.050,4,F7,6,nonword_large_simple,S104
n250,-2.240,5,FC5,6,nonword_large_simple,S104
n250,-3.303,6,FC1,6,nonword_large_simple,S104
n250,-3.722,7,C3,6,nonword_large_simple,S104
n250,-2.822,8,T7,6,nonword_large_simple,S104
n250,-5.084,9,CP5,6,nonword_large_simple,S104
n250,-2.995,10,CP1,6,nonword_large_simple,S104
n250,-2.239,11,Pz,6,nonword_large_simple,S104
n250,-5.550,12,P3,6,nonword_large_simple,S104
n250,-8.449,13,P7,6,nonword_large_simple,S104
n250,-11.265,14,O1,6,nonword_large_simple,S104
n250,-7.405,15,O2,6,nonword_large_simple,S104
n250,-3.645,16,P4,6,nonword_large_simple,S104
n250,-5.902,17,P8,6,nonword_large_simple,S104
n250,-4.787,18,CP6,6,nonword_large_simple,S104
n250,-2.396,19,CP2,6,nonword_large_simple,S104
n250,-3.881,20,CZ,6,nonword_large_simple,S104
n250,-3.838,21,C4,6,nonword_large_simple,S104
n250,-3.080,22,T8,6,nonword_large_simple,S104
n250,-3.444,23,FC6,6,nonword_large_simple,S104
n250,-3.565,24,FC2,6,nonword_large_simple,S104
n250,-3.638,25,F4,6,nonword_large_simple,S104
n250,-2.756,26,F8,6,nonword_large_simple,S104
n250,-1.878,1,FP1,1,Critical_word_small_family,S105
n250,-3.292,2,Fz,1,Critical_word_small_family,S105
n250,-2.693,3,F3,1,Critical_word_small_family,S105
n250,-3.213,4,F7,1,Critical_word_small_family,S105
n250,-2.348,5,FC5,1,Critical_word_small_family,S105
n250,-3.576,6,FC1,1,Critical_word_small_family,S105
n250,-4.015,7,C3,1,Critical_word_small_family,S105
n250,-2.461,8,T7,1,Critical_word_small_family,S105
n250,-2.740,9,CP5,1,Critical_word_small_family,S105
n250,-3.349,10,CP1,1,Critical_word_small_family,S105
n250,-2.749,11,Pz,1,Critical_word_small_family,S105
n250,0.229,12,P3,1,Critical_word_small_family,S105
n250,3.612,13,P7,1,Critical_word_small_family,S105
n250,6.098,14,O1,1,Critical_word_small_family,S105
n250,-1.983,15,O2,1,Critical_word_small_family,S105
n250,-1.216,16,P4,1,Critical_word_small_family,S105
n250,3.584,17,P8,1,Critical_word_small_family,S105
n250,-0.012,18,CP6,1,Critical_word_small_family,S105
n250,-1.819,19,CP2,1,Critical_word_small_family,S105
n250,-3.542,20,CZ,1,Critical_word_small_family,S105
n250,-2.224,21,C4,1,Critical_word_small_family,S105
n250,-1.271,22,T8,1,Critical_word_small_family,S105
n250,-2.878,23,FC6,1,Critical_word_small_family,S105
n250,-3.621,24,FC2,1,Critical_word_small_family,S105
n250,-2.375,25,F4,1,Critical_word_small_family,S105
n250,-2.875,26,F8,1,Critical_word_small_family,S105
n250,-4.124,1,FP1,2,Critical_word_large_family,S105
n250,-3.310,2,Fz,2,Critical_word_large_family,S105
n250,-4.696,3,F3,2,Critical_word_large_family,S105
n250,-4.385,4,F7,2,Critical_word_large_family,S105
n250,-2.915,5,FC5,2,Critical_word_large_family,S105
n250,-3.035,6,FC1,2,Critical_word_large_family,S105
n250,-1.706,7,C3,2,Critical_word_large_family,S105
n250,-2.237,8,T7,2,Critical_word_large_family,S105
n250,0.088,9,CP5,2,Critical_word_large_family,S105
n250,1.597,10,CP1,2,Critical_word_large_family,S105
n250,3.505,11,Pz,2,Critical_word_large_family,S105
n250,4.924,12,P3,2,Critical_word_large_family,S105
n250,6.954,13,P7,2,Critical_word_large_family,S105
n250,11.119,14,O1,2,Critical_word_large_family,S105
n250,2.578,15,O2,2,Critical_word_large_family,S105
