mlabel,value,chindex,chlabel,bini,binlabel,SubjID
n400,-4.607,15,O2,1,Critical_word_small_family,S116_erp
n400,-4.453,16,P4,1,Critical_word_small_family,S116_erp
n400,-3.219,17,P8,1,Critical_word_small_family,S116_erp
n400,-1.330,18,CP6,1,Critical_word_small_family,S116_erp
n400,-6.764,19,CP2,1,Critical_word_small_family,S116_erp
n400,-8.044,20,CZ,1,Critical_word_small_family,S116_erp
n400,-3.517,21,C4,1,Critical_word_small_family,S116_erp
n400,0.870,22,T8,1,Critical_word_small_family,S116_erp
n400,0.941,23,FC6,1,Critical_word_small_family,S116_erp
n400,-4.635,24,FC2,1,Critical_word_small_family,S116_erp
n400,0.199,25,F4,1,Critical_word_small_family,S116_erp
n400,2.275,26,F8,1,Critical_word_small_family,S116_erp
n400,3.681,1,FP1,2,Critical_word_large_family,S116_erp
n400,1.308,2,Fz,2,Critical_word_large_family,S116_erp
n400,0.352,3,F3,2,Critical_word_large_family,S116_erp
n400,3.513,4,F7,2,Critical_word_large_family,S116_erp
n400,0.223,5,FC5,2,Critical_word_large_family,S116_erp
n400,-2.463,6,FC1,2,Critical_word_large_family,S116_erp
n400,-3.610,7,C3,2,Critical_word_large_family,S116_erp
n400,-0.630,8,T7,2,Critical_word_large_family,S116_erp
n400,-3.278,9,CP5,2,Critical_word_large_family,S116_erp
n400,-6.285,10,CP1,2,Critical_word_large_family,S116_erp
n400,-7.719,11,Pz,2,Critical_word_large_family,S116_erp
n400,-5.696,12,P3,2,Critical_word_large_family,S116_erp
n400,-3.307,13,P7,2,Critical_word_large_family,S116_erp
n400,-3.869,14,O1,2,Critical_word_large_family,S116_erp
n400,-4.643,15,O2,2,Critical_word_large_family,S116_erp
n400,-5.127,16,P4,2,Critical_word_large_family,S116_erp
n400,-3.253,17,P8,2,Critical_word_large_family,S116_erp
n400,-4.395,18,CP6,2,Critical_word_large_family,S116_erp
n400,-5.815,19,CP2,2,Critical_word_large_family,S116_erp
n400,-5.873,20,CZ,2,Critical_word_large_family,S116_erp
n400,-3.052,21,C4,2,Critical_word_large_family,S116_erp
n400,-1.672,22,T8,2,Critical_word_large_family,S116_erp
n400,0.344,23,FC6,2,Critical_word_large_family,S116_erp
n400,-0.955,24,FC2,2,Critical_word_large_family,S116_erp
n400,2.553,25,F4,2,Critical_word_large_family,S116_erp
n400,1.017,26,F8,2,Critical_word_large_family,S116_erp
n400,-5.818,1,FP1,3,nonword_small_complex,S116_erp
n400,-4.967,2,Fz,3,nonword_small_complex,S116_erp
n400,-3.054,3,F3,3,nonword_small_complex,S116_erp
n400,-0.139,4,F7,3,nonword_small_complex,S116_erp
n400,-1.691,5,FC5,3,nonword_small_complex,S116_erp
n400,-6.762,6,FC1,3,nonword_small_complex,S116_erp
n400,-7.398,7,C3,3,nonword_small_complex,S116_erp
n400,-1.056,8,T7,3,nonword_small_complex,S116_erp
n400,-4.090,9,CP5,3,nonword_small_complex,S116_erp
n400,-9.995,10,CP1,3,nonword_small_complex,S116_erp
n400,-9.228,11,Pz,3,nonword_small_complex,S116_erp
n400,-7.056,12,P3,3,nonword_small_complex,S116_erp
n400,-2.591,13,P7,3,nonword_small_complex,S116_erp
n400,-3.822,14,O1,3,nonword_small_complex,S116_erp
n400,-5.040,15,O2,3,nonword_small_complex,S116_erp
n400,-6.553,16,P4,3,nonword_small_complex,S116_erp
n400,-4.919,17,P8,3,nonword_small_complex,S116_erp
n400,-2.048,18,CP6,3,nonword_small_complex,S116_erp
n400,-8.211,19,CP2,3,nonword_small_complex,S116_erp
n400,-10.322,20,CZ,3,nonword_small_complex,S116_erp
n400,-4.728,21,C4,3,nonword_small_complex,S116_erp
n400,-0.676,22,T8,3,nonword_small_complex,S116_erp
n400,-0.364,23,FC6,3,nonword_small_complex,S116_erp
n400,-5.706,24,FC2,3,nonword_small_complex,S116_erp
n400,-1.403,25,F4,3,nonword_small_complex,S116_erp
n400,-0.445,26,F8,3,nonword_small_complex,S116_erp
n400,-0.252,1,FP1,4,nonword_large_complex,S116_erp
n400,-2.601,2,Fz,4,nonword_large_complex,S116_erp
n400,-3.218,3,F3,4,nonword_large_complex,S116_erp
n400,-0.121,4,F7,4,nonword_large_complex,S116_erp
n400,-0.281,5,FC5,4,nonword_large_complex,S116_erp
n400,-4.292,6,FC1,4,nonword_large_complex,S116_erp
n400,-3.891,7,C3,4,nonword_large_complex,S116_erp
n400,0.414,8,T7,4,nonword_large_complex,S116_erp
n400,-3.645,9,CP5,4,nonword_large_complex,S116_erp
n400,-4.768,10,CP1,4,nonword_large_complex,S116_erp
n400,-8.718,11,Pz,4,nonword_large_complex,S116_erp
n400,-4.643,12,P3,4,nonword_large_complex,S116_erp
n400,-0.499,13,P7,4,nonword_large_complex,S116_erp
n400,-3.092,14,O1,4,nonword_large_complex,S116_erp
n400,-3.807,15,O2,4,nonword_large_complex,S116_erp
n400,-5.521,16,P4,4,nonword_large_complex,S116_erp
n400,-4.420,17,P8,4,nonword_large_complex,S116_erp
n400,-3.761,18,CP6,4,nonword_large_complex,S116_erp
n400,-6.901,19,CP2,4,nonword_large_complex,S116_erp
n400,-7.647,20,CZ,4,nonword_large_complex,S116_erp
n400,-4.543,21,C4,4,nonword_large_complex,S116_erp
n400,-2.079,22,T8,4,nonword_large_complex,S116_erp
n400,0.496,23,FC6,4,nonword_large_complex,S116_erp
n400,-3.702,24,FC2,4,nonword_large_complex,S116_erp
n400,1.581,25,F4,4,nonword_large_complex,S116_erp
n400,2.854,26,F8,4,nonword_large_complex,S116_erp
n400,-8.834,1,FP1,5,nonword_small_simple,S116_erp
n400,-6.161,2,Fz,5,nonword_small_simple,S116_erp
n400,-4.317,3,F3,5,nonword_small_simple,S116_erp
n400,-1.250,4,F7,5,nonword_small_simple,S116_erp
n400,-2.284,5,FC5,5,nonword_small_simple,S116_erp
n400,-6.982,6,FC1,5,nonword_small_simple,S116_erp
n400,-7.208,7,C3,5,nonword_small_simple,S116_erp
n400,0.514,8,T7,5,nonword_small_simple,S116_erp
n400,-4.441,9,CP5,5,nonword_small_simple,S116_erp
n400,-10.676,10,CP1,5,nonword_small_simple,S116_erp
n400,-9.832,11,Pz,5,nonword_small_simple,S116_erp
n400,-6.510,12,P3,5,nonword_small_simple,S116_erp
n400,-0.619,13,P7,5,nonword_small_simple,S116_erp
n400,-2.068,14,O1,5,nonword_small_simple,S116_erp
n400,-3.738,15,O2,5,nonword_small_simple,S116_erp
n400,-6.651,16,P4,5,nonword_small_simple,S116_erp
n400,-3.770,17,P8,5,nonword_small_simple,S116_erp
n400,-2.831,18,CP6,5,nonword_small_simple,S116_erp
n400,-9.895,19,CP2,5,nonword_small_simple,S116_erp
n400,-11.874,20,CZ,5,nonword_small_simple,S116_erp
n400,-6.073,21,C4,5,nonword_small_simple,S116_erp
n400,-0.135,22,T8,5,nonword_small_simple,S116_erp
n400,0.307,23,FC6,5,nonword_small_simple,S116_erp
n400,-5.763,24,FC2,5,nonword_small_simple,S116_erp
n400,0.092,25,F4,5,nonword_small_simple,S116_erp
n400,1.185,26,F8,5,nonword_small_simple,S116_erp
n400,2.278,1,FP1,6,nonword_large_simple,S116_erp
n400,-1.795,2,Fz,6,nonword_large_simple,S116_erp
n400,-2.610,3,F3,6,nonword_large_simple,S116_erp
n400,0.579,4,F7,6,nonword_large_simple,S116_erp
n400,-1.503,5,FC5,6,nonword_large_simple,S116_erp
n400,-4.723,6,FC1,6,nonword_large_simple,S116_erp
n400,-4.413,7,C3,6,nonword_large_simple,S116_erp
n400,-0.190,8,T7,6,nonword_large_simple,S116_erp
n400,-2.618,9,CP5,6,nonword_large_simple,S116_erp
n400,-8.977,10,CP1,6,nonword_large_simple,S116_erp
n400,-8.336,11,Pz,6,nonword_large_simple,S116_erp
n400,-6.717,12,P3,6,nonword_large_simple,S116_erp
n400,-0.988,13,P7,6,nonword_large_simple,S116_erp
n400,-4.098,14,O1,6,nonword_large_simple,S116_erp
n400,-4.584,15,O2,6,nonword_large_simple,S116_erp
n400,-5.121,16,P4,6,nonword_large_simple,S116_erp
n400,-4.027,17,P8,6,nonword_large_simple,S116_erp
n400,-2.525,18,CP6,6,nonword_large_simple,S116_erp
n400,-7.016,19,CP2,6,nonword_large_simple,S116_erp
n400,-7.611,20,CZ,6,nonword_large_simple,S116_erp
n400,-3.272,21,C4,6,nonword_large_simple,S116_erp
n400,-1.731,22,T8,6,nonword_large_simple,S116_erp
n400,0.850,23,FC6,6,nonword_large_simple,S116_erp
n400,-2.896,24,FC2,6,nonword_large_simple,S116_erp
n400,1.527,25,F4,6,nonword_large_simple,S116_erp
n400,3.127,26,F8,6,nonword_large_simple,S116_erp
n400,-7.229,1,FP1,1,Critical_word_small_family,S117_erp
n400,-7.432,2,Fz,1,Critical_word_small_family,S117_erp
n400,-5.068,3,F3,1,Critical_word_small_family,S117_erp
n400,-2.016,4,F7,1,Critical_word_small_family,S117_erp
n400,-2.032,5,FC5,1,Critical_word_small_family,S117_erp
n400,-5.530,6,FC1,1,Critical_word_small_family,S117_erp
n400,-4.531,7,C3,1,Critical_word_small_family,S117_erp
n400,-1.945,8,T7,1,Critical_word_small_family,S117_erp
n400,-2.704,9,CP5,1,Critical_word_small_family,S117_erp
n400,-2.665,10,CP1,1,Critical_word_small_family,S117_erp
n400,-0.638,11,Pz,1,Critical_word_small_family,S117_erp
n400,-0.534,12,P3,1,Critical_word_small_family,S117_erp
n400,-0.744,13,P7,1,Critical_word_small_family,S117_erp
n400,0.151,14,O1,1,Critical_word_small_family,S117_erp
n400,1.388,15,O2,1,Critical_word_small_family,S117_erp
n400,-0.407,16,P4,1,Critical_word_small_family,S117_erp
n400,-0.813,17,P8,1,Critical_word_small_family,S117_erp
n400,-1.465,18,CP6,1,Critical_word_small_family,S117_erp
n400,-1.714,19,CP2,1,Critical_word_small_family,S117_erp
n400,-4.812,20,CZ,1,Critical_word_small_family,S117_erp
n400,-3.373,21,C4,1,Critical_word_small_family,S117_erp
n400,-2.361,22,T8,1,Critical_word_small_family,S117_erp
n400,-3.173,23,FC6,1,Critical_word_small_family,S117_erp
n400,-5.220,24,FC2,1,Critical_word_small_family,S117_erp
n400,-5.613,25,F4,1,Critical_word_small_family,S117_erp
n400,-3.740,26,F8,1,Critical_word_small_family,S117_erp
n400,-9.353,1,FP1,2,Critical_word_large_family,S117_erp
n400,-5.716,2,Fz,2,Critical_word_large_family,S117_erp
n400,-4.923,3,F3,2,Critical_word_large_family,S117_erp
n400,-1.082,4,F7,2,Critical_word_large_family,S117_erp
n400,-1.467,5,FC5,2,Critical_word_large_family,S117_erp
n400,-3.039,6,FC1,2,Critical_word_large_family,S117_erp
n400,-2.758,7,C3,2,Critical_word_large_family,S117_erp
n400,-0.678,8,T7,2,Critical_word_large_family,S117_erp
n400,-2.634,9,CP5,2,Critical_word_large_family,S117_erp
n400,-1.979,10,CP1,2,Critical_word_large_family,S117_erp
n400,-1.456,11,Pz,2,Critical_word_large_family,S117_erp
n400,-1.033,12,P3,2,Critical_word_large_family,S117_erp
n400,-0.430,13,P7,2,Critical_word_large_family,S117_erp
n400,-3.240,14,O1,2,Critical_word_large_family,S117_erp
n400,-3.142,15,O2,2,Critical_word_large_family,S117_erp
n400,-2.747,16,P4,2,Critical_word_large_family,S117_erp
n400,-2.323,17,P8,2,Critical_word_large_family,S117_erp
n400,-2.614,18,CP6,2,Critical_word_large_family,S117_erp
n400,-1.514,19,CP2,2,Critical_word_large_family,S117_erp
n400,-2.940,20,CZ,2,Critical_word_large_family,S117_erp
n400,-0.251,21,C4,2,Critical_word_large_family,S117_erp
n400,-2.301,22,T8,2,Critical_word_large_family,S117_erp
n400,-1.821,23,FC6,2,Critical_word_large_family,S117_erp
n400,-0.048,24,FC2,2,Critical_word_large_family,S117_erp
n400,-4.413,25,F4,2,Critical_word_large_family,S117_erp
n400,-2.847,26,F8,2,Critical_word_large_family,S117_erp
n400,-12.805,1,FP1,3,nonword_small_complex,S117_erp
n400,-10.553,2,Fz,3,nonword_small_complex,S117_erp
n400,-8.021,3,F3,3,nonword_small_complex,S117_erp
n400,-4.877,4,F7,3,nonword_small_complex,S117_erp
n400,-4.208,5,FC5,3,nonword_small_complex,S117_erp
n400,-8.598,6,FC1,3,nonword_small_complex,S117_erp
n400,-5.592,7,C3,3,nonword_small_complex,S117_erp
n400,-2.639,8,T7,3,nonword_small_complex,S117_erp
n400,-2.989,9,CP5,3,nonword_small_complex,S117_erp
n400,-2.525,10,CP1,3,nonword_small_complex,S117_erp
n400,0.666,11,Pz,3,nonword_small_complex,S117_erp
n400,-2.289,12,P3,3,nonword_small_complex,S117_erp
n400,-0.479,13,P7,3,nonword_small_complex,S117_erp
n400,1.766,14,O1,3,nonword_small_complex,S117_erp
n400,1.883,15,O2,3,nonword_small_complex,S117_erp
n400,-0.991,16,P4,3,nonword_small_complex,S117_erp
n400,-2.610,17,P8,3,nonword_small_complex,S117_erp
n400,-3.999,18,CP6,3,nonword_small_complex,S117_erp
n400,-2.946,19,CP2,3,nonword_small_complex,S117_erp
n400,-5.602,20,CZ,3,nonword_small_complex,S117_erp
n400,-3.030,21,C4,3,nonword_small_complex,S117_erp
n400,-3.574,22,T8,3,nonword_small_complex,S117_erp
n400,-4.970,23,FC6,3,nonword_small_complex,S117_erp
n400,-7.916,24,FC2,3,nonword_small_complex,S117_erp
n400,-8.590,25,F4,3,nonword_small_complex,S117_erp
n400,-8.269,26,F8,3,nonword_small_complex,S117_erp
n400,-7.517,1,FP1,4,nonword_large_complex,S117_erp
n400,-7.055,2,Fz,4,nonword_large_complex,S117_erp
n400,-7.240,3,F3,4,nonword_large_complex,S117_erp
n400,-4.603,4,F7,4,nonword_large_complex,S117_erp
n400,-4.189,5,FC5,4,nonword_large_complex,S117_erp
n400,-6.136,6,FC1,4,nonword_large_complex,S117_erp
n400,-6.245,7,C3,4,nonword_large_complex,S117_erp
n400,-3.649,8,T7,4,nonword_large_complex,S117_erp
n400,-2.966,9,CP5,4,nonword_large_complex,S117_erp
n400,-0.327,10,CP1,4,nonword_large_complex,S117_erp
n400,-0.524,11,Pz,4,nonword_large_complex,S117_erp
n400,-1.114,12,P3,4,nonword_large_complex,S117_erp
n400,-1.060,13,P7,4,nonword_large_complex,S117_erp
n400,1.874,14,O1,4,nonword_large_complex,S117_erp
n400,1.419,15,O2,4,nonword_large_complex,S117_erp
n400,0.104,16,P4,4,nonword_large_complex,S117_erp
n400,-0.388,17,P8,4,nonword_large_complex,S117_erp
n400,-1.400,18,CP6,4,nonword_large_complex,S117_erp
n400,-1.844,19,CP2,4,nonword_large_complex,S117_erp
n400,-4.359,20,CZ,4,nonword_large_complex,S117_erp
n400,-2.349,21,C4,4,nonword_large_complex,S117_erp
n400,-5.286,22,T8,4,nonword_large_complex,S117_erp
n400,-6.721,23,FC6,4,nonword_large_complex,S117_erp
n400,-5.855,24,FC2,4,nonword_large_complex,S117_erp
n400,-6.685,25,F4,4,nonword_large_complex,S117_erp
n400,-7.900,26,F8,4,nonword_large_complex,S117_erp
n400,-3.004,1,FP1,5,nonword_small_simple,S117_erp
n400,-4.195,2,Fz,5,nonword_small_simple,S117_erp
n400,-3.375,3,F3,5,nonword_small_simple,S117_erp
n400,-1.596,4,F7,5,nonword_small_simple,S117_erp
n400,-4.360,5,FC5,5,nonword_small_simple,S117_erp
n400,-5.992,6,FC1,5,nonword_small_simple,S117_erp
n400,-3.128,7,C3,5,nonword_small_simple,S117_erp
n400,-2.347,8,T7,5,nonword_small_simple,S117_erp
n400,-2.555,9,CP5,5,nonword_small_simple,S117_erp
n400,-1.327,10,CP1,5,nonword_small_simple,S117_erp
n400,3.144,11,Pz,5,nonword_small_simple,S117_erp
n400,1.529,12,P3,5,nonword_small_simple,S117_erp
n400,0.349,13,P7,5,nonword_small_simple,S117_erp
n400,2.982,14,O1,5,nonword_small_simple,S117_erp
n400,2.709,15,O2,5,nonword_small_simple,S117_erp
n400,0.085,16,P4,5,nonword_small_simple,S117_erp
n400,2.042,17,P8,5,nonword_small_simple,S117_erp
n400,-0.931,18,CP6,5,nonword_small_simple,S117_erp
n400,-1.171,19,CP2,5,nonword_small_simple,S117_erp
n400,-3.563,20,CZ,5,nonword_small_simple,S117_erp
n400,-1.294,21,C4,5,nonword_small_simple,S117_erp
n400,-1.756,22,T8,5,nonword_small_simple,S117_erp
n400,-2.645,23,FC6,5,nonword_small_simple,S117_erp
n400,-5.242,24,FC2,5,nonword_small_simple,S117_erp
n400,-1.864,25,F4,5,nonword_small_simple,S117_erp
n400,-0.063,26,F8,5,nonword_small_simple,S117_erp
n400,-3.602,1,FP1,6,nonword_large_simple,S117_erp
n400,-4.119,2,Fz,6,nonword_large_simple,S117_erp
n400,-1.380,3,F3,6,nonword_large_simple,S117_erp
n400,1.669,4,F7,6,nonword_large_simple,S117_erp
n400,-0.344,5,FC5,6,nonword_large_simple,S117_erp
n400,-3.313,6,FC1,6,nonword_large_simple,S117_erp
n400,-0.279,7,C3,6,nonword_large_simple,S117_erp
n400,-0.019,8,T7,6,nonword_large_simple,S117_erp
n400,0.301,9,CP5,6,nonword_large_simple,S117_erp
n400,1.827,10,CP1,6,nonword_large_simple,S117_erp
n400,1.886,11,Pz,6,nonword_large_simple,S117_erp
n400,2.754,12,P3,6,nonword_large_simple,S117_erp
n400,0.550,13,P7,6,nonword_large_simple,S117_erp
n400,2.869,14,O1,6,nonword_large_simple,S117_erp
n400,1.935,15,O2,6,nonword_large_simple,S117_erp
n400,2.170,16,P4,6,nonword_large_simple,S117_erp
n400,1.413,17,P8,6,nonword_large_simple,S117_erp
n400,0.247,18,CP6,6,nonword_large_simple,S117_erp
n400,1.967,19,CP2,6,nonword_large_simple,S117_erp
n400,0.302,20,CZ,6,nonword_large_simple,S117_erp
n400,2.177,21,C4,6,nonword_large_simple,S117_erp
n400,-1.963,22,T8,6,nonword_large_simple,S117_erp
n400,-1.276,23,FC6,6,nonword_large_simple,S117_erp
n400,-1.355,24,FC2,6,nonword_large_simple,S117_erp
n400,-2.340,25,F4,6,nonword_large_simple,S117_erp
n400,-1.455,26,F8,6,nonword_large_simple,S117_erp
n400,-11.540,1,FP1,1,Critical_word_small_family,S118_erp
n400,-7.816,2,Fz,1,Critical_word_small_family,S118_erp
n400,-8.593,3,F3,1,Critical_word_small_family,S118_erp
n400,-2.906,4,F7,1,Critical_word_small_family,S118_erp
n400,-3.643,5,FC5,1,Critical_word_small_family,S118_erp
n400,-9.016,6,FC1,1,Critical_word_small_family,S118_erp
n400,-5.837,7,C3,1,Critical_word_small_family,S118_erp
n400,-0.101,8,T7,1,Critical_word_small_family,S118_erp
n400,-4.762,9,CP5,1,Critical_word_small_family,S118_erp
n400,-4.795,10,CP1,1,Critical_word_small_family,S118_erp
n400,-3.177,11,Pz,1,Critical_word_small_family,S118_erp
n400,-5.274,12,P3,1,Critical_word_small_family,S118_erp
n400,-2.444,13,P7,1,Critical_word_small_family,S118_erp
n400,-2.647,14,O1,1,Critical_word_small_family,S118_erp
n400,-3.433,15,O2,1,Critical_word_small_family,S118_erp
n400,-3.502,16,P4,1,Critical_word_small_family,S118_erp
n400,-1.000,17,P8,1,Critical_word_small_family,S118_erp
n400,-3.883,18,CP6,1,Critical_word_small_family,S118_erp
n400,-5.601,19,CP2,1,Critical_word_small_family,S118_erp
n400,-8.457,20,CZ,1,Critical_word_small_family,S118_erp
n400,-7.074,21,C4,1,Critical_word_small_family,S118_erp
n400,-2.629,22,T8,1,Critical_word_small_family,S118_erp
n400,-5.447,23,FC6,1,Critical_word_small_family,S118_erp
n400,-9.013,24,FC2,1,Critical_word_small_family,S118_erp
n400,-8.095,25,F4,1,Critical_word_small_family,S118_erp
n400,-2.443,26,F8,1,Critical_word_small_family,S118_erp
n400,-6.517,1,FP1,2,Critical_word_large_family,S118_erp
n400,-3.973,2,Fz,2,Critical_word_large_family,S118_erp
n400,-5.077,3,F3,2,Critical_word_large_family,S118_erp
n400,-1.739,4,F7,2,Critical_word_large_family,S118_erp
n400,-1.711,5,FC5,2,Critical_word_large_family,S118_erp
n400,-4.008,6,FC1,2,Critical_word_large_family,S118_erp
n400,-1.757,7,C3,2,Critical_word_large_family,S118_erp
n400,-0.426,8,T7,2,Critical_word_large_family,S118_erp
n400,-1.872,9,CP5,2,Critical_word_large_family,S118_erp
n400,-1.310,10,CP1,2,Critical_word_large_family,S118_erp
n400,-1.247,11,Pz,2,Critical_word_large_family,S118_erp
n400,0.094,12,P3,2,Critical_word_large_family,S118_erp
n400,-0.254,13,P7,2,Critical_word_large_family,S118_erp
n400,-0.554,14,O1,2,Critical_word_large_family,S118_erp
n400,-0.403,15,O2,2,Critical_word_large_family,S118_erp
n400,0.322,16,P4,2,Critical_word_large_family,S118_erp
n400,0.612,17,P8,2,Critical_word_large_family,S118_erp
n400,-1.528,18,CP6,2,Critical_word_large_family,S118_erp
n400,-1.778,19,CP2,2,Critical_word_large_family,S118_erp
n400,-3.256,20,CZ,2,Critical_word_large_family,S118_erp
n400,-2.920,21,C4,2,Critical_word_large_family,S118_erp
n400,-2.008,22,T8,2,Critical_word_large_family,S118_erp
n400,-3.000,23,FC6,2,Critical_word_large_family,S118_erp
n400,-3.728,24,FC2,2,Critical_word_large_family,S118_erp
n400,-3.939,25,F4,2,Critical_word_large_family,S118_erp
n400,-1.753,26,F8,2,Critical_word_large_family,S118_erp
n400,-11.337,1,FP1,3,nonword_small_complex,S118_erp
n400,-8.212,2,Fz,3,nonword_small_complex,S118_erp
n400,-8.576,3,F3,3,nonword_small_complex,S118_erp
n400,-1.249,4,F7,3,nonword_small_complex,S118_erp
n400,-5.523,5,FC5,3,nonword_small_complex,S118_erp
n400,-9.683,6,FC1,3,nonword_small_complex,S118_erp
n400,-6.003,7,C3,3,nonword_small_complex,S118_erp
n400,0.976,8,T7,3,nonword_small_complex,S118_erp
n400,-4.708,9,CP5,3,nonword_small_complex,S118_erp
n400,-7.245,10,CP1,3,nonword_small_complex,S118_erp
n400,-5.122,11,Pz,3,nonword_small_complex,S118_erp
n400,-4.652,12,P3,3,nonword_small_complex,S118_erp
n400,-2.376,13,P7,3,nonword_small_complex,S118_erp
n400,-4.102,14,O1,3,nonword_small_complex,S118_erp
n400,-3.438,15,O2,3,nonword_small_complex,S118_erp
n400,-3.747,16,P4,3,nonword_small_complex,S118_erp
n400,-1.796,17,P8,3,nonword_small_complex,S118_erp
n400,-5.477,18,CP6,3,nonword_small_complex,S118_erp
n400,-6.207,19,CP2,3,nonword_small_complex,S118_erp
n400,-8.696,20,CZ,3,nonword_small_complex,S118_erp
n400,-7.728,21,C4,3,nonword_small_complex,S118_erp
n400,-3.306,22,T8,3,nonword_small_complex,S118_erp
n400,-5.936,23,FC6,3,nonword_small_complex,S118_erp
n400,-9.080,24,FC2,3,nonword_small_complex,S118_erp
n400,-10.514,25,F4,3,nonword_small_complex,S118_erp
n400,-0.124,26,F8,3,nonword_small_complex,S118_erp
n400,-5.714,1,FP1,4,nonword_large_complex,S118_erp
n400,-2.168,2,Fz,4,nonword_large_complex,S118_erp
n400,-5.051,3,F3,4,nonword_large_complex,S118_erp
n400,-0.034,4,F7,4,nonword_large_complex,S118_erp
n400,-0.750,5,FC5,4,nonword_large_complex,S118_erp
n400,-3.880,6,FC1,4,nonword_large_complex,S118_erp
n400,-2.399,7,C3,4,nonword_large_complex,S118_erp
n400,1.512,8,T7,4,nonword_large_complex,S118_erp
n400,-1.632,9,CP5,4,nonword_large_complex,S118_erp
n400,-2.488,10,CP1,4,nonword_large_complex,S118_erp
n400,-1.787,11,Pz,4,nonword_large_complex,S118_erp
n400,-1.120,12,P3,4,nonword_large_complex,S118_erp
n400,0.794,13,P7,4,nonword_large_complex,S118_erp
n400,-1.852,14,O1,4,nonword_large_complex,S118_erp
n400,-1.850,15,O2,4,nonword_large_complex,S118_erp
n400,-1.420,16,P4,4,nonword_large_complex,S118_erp
n400,0.602,17,P8,4,nonword_large_complex,S118_erp
n400,-2.608,18,CP6,4,nonword_large_complex,S118_erp
n400,-3.302,19,CP2,4,nonword_large_complex,S118_erp
n400,-4.076,20,CZ,4,nonword_large_complex,S118_erp
n400,-3.579,21,C4,4,nonword_large_complex,S118_erp
n400,-1.615,22,T8,4,nonword_large_complex,S118_erp
n400,-1.985,23,FC6,4,nonword_large_complex,S118_erp
n400,-3.636,24,FC2,4,nonword_large_complex,S118_erp
n400,-2.182,25,F4,4,nonword_large_complex,S118_erp
n400,2.229,26,F8,4,nonword_large_complex,S118_erp
n400,-3.694,1,FP1,5,nonword_small_simple,S118_erp
n400,-5.509,2,Fz,5,nonword_small_simple,S118_erp
n400,-5.867,3,F3,5,nonword_small_simple,S118_erp
n400,1.147,4,F7,5,nonword_small_simple,S118_erp
n400,-1.642,5,FC5,5,nonword_small_simple,S118_erp
n400,-5.317,6,FC1,5,nonword_small_simple,S118_erp
n400,-2.184,7,C3,5,nonword_small_simple,S118_erp
n400,2.846,8,T7,5,nonword_small_simple,S118_erp
n400,1.375,9,CP5,5,nonword_small_simple,S118_erp
n400,-4.310,10,CP1,5,nonword_small_simple,S118_erp
n400,-2.871,11,Pz,5,nonword_small_simple,S118_erp
n400,-1.800,12,P3,5,nonword_small_simple,S118_erp
n400,-2.231,13,P7,5,nonword_small_simple,S118_erp
n400,-2.581,14,O1,5,nonword_small_simple,S118_erp
n400,-2.875,15,O2,5,nonword_small_simple,S118_erp
n400,-3.069,16,P4,5,nonword_small_simple,S118_erp
n400,-2.550,17,P8,5,nonword_small_simple,S118_erp
n400,-4.217,18,CP6,5,nonword_small_simple,S118_erp
n400,-6.317,19,CP2,5,nonword_small_simple,S118_erp
n400,-7.109,20,CZ,5,nonword_small_simple,S118_erp
n400,-5.599,21,C4,5,nonword_small_simple,S118_erp
n400,-2.185,22,T8,5,nonword_small_simple,S118_erp
n400,-4.486,23,FC6,5,nonword_small_simple,S118_erp
n400,-5.981,24,FC2,5,nonword_small_simple,S118_erp
n400,-6.464,25,F4,5,nonword_small_simple,S118_erp
n400,-0.372,26,F8,5,nonword_small_simple,S118_erp
n400,-5.109,1,FP1,6,nonword_large_simple,S118_erp
n400,-6.511,2,Fz,6,nonword_large_simple,S118_erp
n400,-4.778,3,F3,6,nonword_large_simple,S118_erp
n400,-0.356,4,F7,6,nonword_large_simple,S118_erp
n400,-3.766,5,FC5,6,nonword_large_simple,S118_erp
n400,-7.488,6,FC1,6,nonword_large_simple,S118_erp
n400,-4.440,7,C3,6,nonword_large_simple,S118_erp
n400,-0.307,8,T7,6,nonword_large_simple,S118_erp
n400,-1.849,9,CP5,6,nonword_large_simple,S118_erp
n400,-4.973,10,CP1,6,nonword_large_simple,S118_erp
n400,-4.086,11,Pz,6,nonword_large_simple,S118_erp
n400,-3.416,12,P3,6,nonword_large_simple,S118_erp
n400,-1.596,13,P7,6,nonword_large_simple,S118_erp
n400,-2.640,14,O1,6,nonword_large_simple,S118_erp
n400,-3.457,15,O2,6,nonword_large_simple,S118_erp
n400,-3.365,16,P4,6,nonword_large_simple,S118_erp
n400,-0.142,17,P8,6,nonword_large_simple,S118_erp
n400,-3.111,18,CP6,6,nonword_large_simple,S118_erp
n400,-4.478,19,CP2,6,nonword_large_simple,S118_erp
n400,-8.584,20,CZ,6,nonword_large_simple,S118_erp
n400,-6.391,21,C4,6,nonword_large_simple,S118_erp
n400,-2.547,22,T8,6,nonword_large_simple,S118_erp
n400,-4.196,23,FC6,6,nonword_large_simple,S118_erp
n400,-7.515,24,FC2,6,nonword_large_simple,S118_erp
n400,-5.280,25,F4,6,nonword_large_simple,S118_erp
n400,0.082,26,F8,6,nonword_large_simple,S118_erp
n400,3.638,1,FP1,1,Critical_word_small_family,S119_erp
n400,6.057,2,Fz,1,Critical_word_small_family,S119_erp
